,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,6506,5593,4511,4948,4434,5534,4402,4711,3980,4083
1,Revenue Growth (YoY),44.21%,13.03%,1.73%,-10.58%,0.75%,17.47%,10.60%,15.36%,-13.48%,3.43%
2,Cost of Revenue,585.98,501.33,531.18,471.3,398.89,453.98,416.41,439.14,364.27,355.59
3,Gross Profit,5920,5091,3980,4477,4035,5080,3985,4272,3615,3728
4,"Selling, General & Admin",2075,2241,2000,2172,1975,2409,1962,2066,1796,1845
5,Research & Development,1196,1168,929.48,954.28,739.04,1110,686.93,775.87,476.38,562.83
6,Other Operating Expenses,51.73,47.15,15.89,-27.93,91.66,120.58,-44.67,-,-,-
7,Operating Expenses,3323,3456,2945,3099,2806,3640,2604,2842,2272,2408
8,Operating Income,2597,1635,1035,1378,1230,1440,1381,1430,1343,1320
9,Interest Expense,-4.94,-35.94,-30.74,-29.49,-28.66,-25.7,-27.11,-1.2,-0.45,-0.08
10,Interest & Investment Income,458.66,605.86,414.31,176.09,155.42,115.51,138.34,76.72,87.2,131.88
11,Earnings From Equity Investments,-,-,-2.12,-13.08,-0.78,-,-,-,-,-
12,Currency Exchange Gain (Loss),22.6,-7.39,11.96,-24.26,68.82,-7.24,-2.07,58.93,4.44,12.59
13,Other Non Operating Income (Expenses),22.31,66.48,38.78,78.19,38.98,95.44,43.9,2.48,8.39,5.36
14,EBT Excluding Unusual Items,3095,2264,1467,1565,1463,1618,1534,1567,1442,1470
15,Gain (Loss) on Sale of Investments,50.97,1.43,31.23,-135.14,43.6,131.97,12.53,37.67,51.24,-13.12
16,Gain (Loss) on Sale of Assets,-0.5,0.7,1.41,9.05,2.2,3.46,0.48,0.06,-0.1,-0.89
17,Asset Writedown,-27.67,-,-,-,-,-,-,-,-,-
18,Pretax Income,3118,2266,1500,1439,1509,1753,1547,1605,1494,1456
19,Income Tax Expense,392.66,277.62,211.04,153.53,211.15,330.71,256.47,257.63,271.76,194.86
20,Net Income,2726,1989,1289,1286,1298,1422,1291,1347,1222,1261
21,Net Income to Common,2726,1989,1289,1286,1298,1422,1291,1347,1222,1261
22,Net Income Growth,111.47%,54.67%,-0.70%,-9.60%,0.57%,5.59%,5.63%,6.85%,-5.73%,46.47%
23,Shares Outstanding (Basic),5926,5926,5924,5915,5917,5922,5920,5919,5833,5789
24,Shares Outstanding (Diluted),5947,6096,5944,5939,5919,6003,5992,5923,5833,5789
25,Shares Change (YoY),0.05%,2.63%,0.41%,-1.06%,-1.22%,1.36%,2.72%,2.31%,12.93%,15.78%
26,EPS (Basic),0.46,0.34,0.22,0.22,0.22,0.24,0.22,0.23,0.21,0.22
27,EPS (Diluted),0.46,0.30,0.22,0.22,0.22,0.24,0.20,0.23,0.21,0.22
28,EPS Growth,110.68%,38.72%,-0.82%,-8.65%,7.31%,4.58%,-2.41%,4.50%,-16.21%,26.50%
29,Free Cash Flow,2581,1843,1054,880.46,1588,1285,831.81,-95.44,1058,1546
30,Free Cash Flow Per Share,0.43,0.30,0.18,0.15,0.27,0.21,0.14,-0.02,0.18,0.27
31,Dividend Per Share,0.187,0.128,0.065,0.046,0.043,-,-,-,-,-
32,Dividend Growth,185.90%,179.26%,53.29%,-,-,-,-,-,-,-
33,Operating Margin,39.92%,29.24%,22.94%,27.85%,27.73%,26.02%,31.38%,30.36%,33.74%,32.32%
34,Profit Margin,41.90%,35.56%,28.57%,25.99%,29.27%,25.70%,29.32%,28.60%,30.70%,30.87%
35,Free Cash Flow Margin,39.67%,32.96%,23.35%,17.79%,35.81%,23.23%,18.90%,-2.03%,26.59%,37.87%
36,EBITDA,2802,1806,1210,1554,1378,1579,1505,1544,1446,1413
37,D&A For EBITDA,205.05,171.06,174.57,176.23,148.15,139.01,124.42,113.72,102.63,92.96
38,EBIT,2597,1635,1035,1378,1230,1440,1381,1430,1343,1320
