,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+11 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+11 Quarters
0,Market Capitalization,794861,874655,788724,745760,672383,664013,786772,652854,585894,512797,588684,588684,853732,878841,568800,435600,453600,406800,392400,379800,360000,Upgrade
1,Market Cap Growth,31.72%,31.72%,0.25%,14.23%,14.76%,29.49%,33.65%,10.90%,-31.37%,-41.65%,3.50%,35.14%,88.21%,116.04%,44.95%,14.69%,26.00%,0.89%,-11.02%,-12.69%,-16.96%,Upgrade
2,Enterprise Value,992203,797656,711725,706695,834604,769633,928224,879661,925515,566655,642543,694251,855680,880790,656072,522872,540872,494072,479672,467072,447272,Upgrade
3,Last Close Price,12950.00,14250.00,12850.00,12150.00,10954.55,10818.18,12818.18,9775.12,8772.54,7678.06,8814.32,8814.32,12782.85,13158.81,13200.59,9286.82,8641.79,7750.17,7475.83,6424.88,6089.93,Upgrade
4,PE Ratio,9.85,9.37,8.59,7.95,7.76,8.43,8.88,7.59,7.31,6.79,8.90,10.06,15.54,16.55,10.21,7.46,7.97,7.33,7.13,6.96,6.98,Upgrade
5,PS Ratio,0.44,0.39,0.37,0.38,0.39,0.38,0.46,0.37,0.31,0.28,0.33,0.35,0.53,0.54,0.34,0.25,0.28,0.26,0.28,0.31,0.27,Upgrade
6,PB Ratio,0.93,1.03,0.92,0.99,0.85,0.87,1.06,0.84,0.77,0.70,-,0.85,1.30,1.34,0.87,1.00,1.05,0.88,0.85,0.80,0.75,Upgrade
7,P/TBV Ratio,1.03,1.03,0.93,0.99,0.85,0.88,1.06,0.84,0.77,0.70,-,0.85,1.30,1.34,0.87,1.00,1.05,0.88,0.85,0.80,0.75,Upgrade
8,P/FCF Ratio,-,-,-,2.94,2.13,3.25,3.33,-6.99,-3.51,-3.34,-,-2.61,-3.60,-,-,-,-,2.95,-17.36,-2.07,-2.08,Upgrade
9,P/OCF Ratio,5.26,5.26,3.74,2.94,2.13,3.24,3.40,3.47,3.55,2.81,4.47,3.90,9.58,22.13,9.06,-,-,2.95,3.22,3.59,3.10,Upgrade
10,EV/Sales Ratio,0.44,0.36,0.33,0.36,0.48,0.44,0.55,0.49,0.49,0.31,0.36,0.41,0.53,0.54,0.39,0.30,0.33,0.32,0.35,0.38,0.34,Upgrade
11,EV/EBITDA Ratio,4.04,3.39,3.13,3.04,3.62,3.53,3.82,3.72,4.28,2.82,3.72,4.55,6.16,6.95,5.42,4.53,4.64,4.20,4.12,4.06,4.29,Upgrade
12,EV/EBIT Ratio,8.54,7.51,6.91,6.24,7.50,7.78,7.32,7.06,8.03,5.25,7.28,9.23,12.69,13.80,10.41,8.40,8.55,7.68,7.13,6.66,6.90,Upgrade
13,EV/FCF Ratio,-7.68,-,-,2.79,2.65,3.77,3.92,-9.42,-5.54,-3.69,-,-3.08,-3.61,-,-,-,-,3.58,-21.22,-2.55,-2.59,Upgrade
14,Debt / Equity Ratio,0.58,0.58,0.58,0.44,0.45,0.51,0.55,0.54,0.64,0.73,-,0.52,0.61,0.61,0.61,0.48,0.48,0.51,0.51,0.56,0.56,Upgrade
15,Debt / EBITDA Ratio,2.01,2.76,2.26,1.26,1.27,2.64,1.70,1.64,2.10,2.17,-,2.03,2.34,3.03,3.03,1.71,1.71,2.16,2.16,2.12,2.12,Upgrade
16,Debt / FCF Ratio,-,-,-,1.32,1.13,1.88,1.72,-4.49,-2.91,-3.48,-,-1.59,-1.68,-,-,-,-,1.72,-10.46,-1.46,-1.54,Upgrade
17,Asset Turnover,1.34,1.44,1.62,1.11,1.32,1.12,1.09,1.29,-,-,-,-,1.14,1.34,1.95,1.99,1.97,1.92,1.49,1.50,Upgrade,
18,Inventory Turnover,46.80,52.19,51.23,63.29,39.29,49.67,52.10,56.67,71.05,-,-,-,-,63.32,68.63,89.69,103.24,118.12,134.25,121.34,91.52,Upgrade
19,Quick Ratio,1.08,1.08,1.08,1.14,1.20,1.01,1.23,1.36,1.28,1.01,-,1.35,-,1.26,1.26,1.17,1.17,1.49,1.49,1.68,1.68,Upgrade
20,Current Ratio,1.41,1.41,1.41,1.37,1.39,1.42,1.47,1.67,1.57,1.54,-,1.68,-,1.65,1.65,1.39,1.39,1.70,1.70,1.91,1.91,Upgrade
21,Return on Equity (ROE),6.12%,10.13%,16.08%,14.91%,9.35%,11.81%,12.45%,11.22%,-,-,10.72%,9.89%,7.82%,9.42%,13.98%,13.55%,13.69%,13.46%,11.91%,12.23%,Upgrade,
22,Return on Assets (ROA),1.46%,3.05%,5.72%,6.45%,1.11%,5.22%,5.92%,4.73%,-,-,-,-,2.85%,3.35%,4.68%,4.77%,4.00%,3.90%,4.93%,4.98%,Upgrade,
