,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+11 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+11 Quarters
0,Cash & Equivalents,129426,129426,202252,252641,182200,161115,87751,71799,89625,-,195501,-,139578,139578,100379,100379,78805,78805,32890,32890,Upgrade
1,Short-Term Investments,167000,167000,208000,143000,40000,139900,189914,188014,105000,-,108014,-,95000,95000,105012,105012,177512,177512,197011,197011,Upgrade
2,Cash & Short-Term Investments,296426,296426,410252,395641,222200,301015,277664,259813,194625,-,303515,234578,234578,234578,205391,205391,256317,256317,229901,229901,Upgrade
3,Cash Growth,33.40%,-1.52%,47.75%,52.28%,14.17%,-,-8.52%,10.76%,-17.03%,-,47.77%,14.21%,-8.48%,-8.48%,-10.66%,-10.66%,23.70%,23.70%,-15.81%,-15.81%,Upgrade
4,Accounts Receivable,159529,159529,191624,254986,226841,164703,116698,152004,133782,-,193784,-,178619,178619,171155,171155,86428,86428,126244,126244,Upgrade
5,Other Receivables,24102,24102,14063,15165,16675,4323,6473,10585,4768,-,3521,-,1698,1698,4904,4904,2678,2678,4630,4630,Upgrade
6,Receivables,183631,183631,205687,270151,243516,169026,123170,162589,138550,-,197305,-,180317,180317,176060,176060,89105,89105,130874,130874,Upgrade
7,Inventory,40556,40556,44536,29789,47334,28722,26077,22540,26752,-,42155,-,21935,21935,18537,18537,13674,13674,10389,10389,Upgrade
8,Prepaid Expenses,5361,5361,2593,3344,4772,3211,5820,3257,4400,-,6937,-,4240,4240,17923,17923,2209,2209,3403,3403,Upgrade
9,Other Current Assets,98570,98570,79501,72298,136066,62527,59056,67280,142760,-,70813,-,101221,101221,33754,33754,33520,33520,35941,35941,Upgrade
10,Total Current Assets,624544,624544,742569,771223,653888,564502,491788,515480,507087,-,620724,-,542291,542291,451665,451665,394824,394824,410508,410508,Upgrade
11,"Property, Plant & Equipment",1059872,1059872,811118,834477,864268,893645,923415,953185,982922,-,718541,-,755171,755171,459259,459259,481342,481342,508300,508300,Upgrade
12,Other Intangible Assets,127.78,127.78,161.11,177.78,194.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Long-Term Deferred Tax Assets,-,2944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Long-Term Assets,5596,2653,2795,2929,3175,2265,2879,3319,3934,-,1342,-,1328,1328,1469,1469,1080,1080,1071,1071,Upgrade
15,Total Assets,1690140,1690140,1556643,1608807,1521526,1460412,1418082,1471983,1493943,-,1340607,-,1298790,1298790,912393,912393,877247,877247,919879,919879,Upgrade
16,Accounts Payable,187130,187130,247871,362793,271336,109250,94803,130063,133806,-,218350,-,156693,156693,150471,150471,98614,98614,101779,101779,Upgrade
17,Accrued Expenses,118662,118662,131340,35501,67758,61600,92308,51800,40795,-,49773,-,67614,67614,70916,70916,59832,59832,44846,44846,Upgrade
18,Current Portion of Long-Term Debt,112870,112870,89633,89125,88591,88624,87958,123386,123976,-,90604,-,89455,89455,57080,57080,57241,57241,57513,57513,Upgrade
19,Current Income Taxes Payable,6181,6181,7910,7273,4078,11607,10842,4823,11925,-,7938,-,2016,2016,6891,6891,4069,4069,6763,6763,Upgrade
20,Current Unearned Revenue,14492,14492,8017,19227,7385,18027,7409,745.17,17440,-,2893,-,12052,12052,3159,3159,798.03,798.03,-,-,Upgrade
21,Other Current Liabilities,3456,3456,57518,39573,22027,94547,1595,18059,1540,-,525.76,-,1328,1328,36935,36935,11139,11139,3701,3701,Upgrade
22,Total Current Liabilities,442792,442792,542289,553492,461174,383656,294914,328876,329482,-,370084,-,329159,329159,325452,325452,231694,231694,214602,214602,Upgrade
23,Long-Term Debt,380897,380897,243620,267452,295831,318011,331158,363235,410270,-,266769,-,309621,309621,150260,150260,179303,179303,208911,208911,Upgrade
24,Other Long-Term Liabilities,13663,13663,14506,-,5488,17249,17093,23117,18362,-,14827,-,2439,2439,2815,2815,4519,4519,19433,19433,Upgrade
25,Total Liabilities,837352,837352,800415,820944,762492,718916,643166,715227,758113,-,651679,-,641219,641219,478526,478526,415516,415516,442945,442945,Upgrade
26,Common Stock,613793,613793,557994,557994,557994,557994,557994,557994,557994,-,557994,-,557994,557994,360000,360000,360000,360000,360000,360000,Upgrade
27,Retained Earnings,238995,238995,198234,229869,201039,183502,216922,197052,176125,-,129223,-,97867,97867,72157,72157,100021,100021,115224,115224,Upgrade
28,Comprehensive Income & Other,-,-,-,-,-,-,-,1710,1710,-,1710,-,1710,1710,1710,1710,1710,1710,1710,1710,Upgrade
29,Total Common Equity,852788,852788,756228,787863,759033,741496,774916,756756,735829,-,688927,657571,657571,657571,433867,433867,461730,461730,476933,476933,Upgrade
30,Shareholders' Equity,852788,852788,756228,787863,759033,741496,774916,756756,735829,-,688927,657571,657571,657571,433867,433867,461730,461730,476933,476933,Upgrade
31,Total Liabilities & Equity,1690140,1690140,1556643,1608807,1521526,1460412,1418082,1471983,1493943,-,1340607,-,1298790,1298790,912393,912393,877247,877247,919879,919879,Upgrade
32,Total Debt,493768,493768,333253,356577,384421,406635,419116,486621,534246,-,357373,399076,399076,399076,207340,207340,236544,236544,266423,266423,Upgrade
33,Net Cash (Debt),-197342,-197342,76999,39064,-162221,-105620,-141452,-226807,-339621,-,-53859,-164498,-164498,-164498,-1949,-1949,19774,19774,-36522,-36522,Upgrade
