,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,5446575,5697291,4299117,4086912,3929723,4008317,4309813,4566534,3843046,3967517,4247577,3858605,3640780,3547427,3224580,3018425,2991197,2975484,2670306,2738971,2100450,Upgrade
1,Market Cap Growth,42.14%,42.14%,-0.25%,-10.50%,2.26%,1.03%,1.47%,18.35%,5.56%,11.84%,31.72%,27.84%,21.72%,19.22%,20.76%,10.20%,42.41%,-4.14%,-33.09%,-30.84%,-50.50%,Upgrade
2,Enterprise Value,4876748,5044613,3695182,3805920,3507058,3725192,4049988,4274567,3325161,3321754,3686385,3411816,3071862,3082753,2603080,2431353,2425899,2614722,2455902,2558685,1664312,Upgrade
3,Last Close Price,63000.00,65900.00,48956.31,45708.75,43950.72,44829.73,48697.40,51598.15,42001.93,43362.31,45024.89,40901.73,37260.45,35900.76,32633.48,29366.20,29101.29,28821.40,25865.36,25507.44,19183.87,Upgrade
4,PE Ratio,13.11,13.58,10.58,10.91,12.90,12.41,14.62,13.50,10.97,-,9.42,11.00,13.67,14.24,13.09,8.13,9.81,13.78,12.33,17.47,-,Upgrade
5,Forward PE,11.20,12.83,10.12,10.64,10.80,9.10,10.38,12.11,7.97,8.49,10.33,12.21,12.48,13.29,11.28,11.00,10.50,10.40,11.31,10.61,6.56,Upgrade
6,PS Ratio,1.45,1.52,1.19,1.17,1.17,1.16,1.23,1.26,1.05,1.13,1.19,1.24,1.31,1.33,1.23,1.01,1.03,1.11,0.93,0.97,0.67,Upgrade
7,PB Ratio,2.32,2.43,1.80,1.71,1.80,1.91,2.09,2.28,1.91,2.03,2.04,1.95,1.91,1.94,1.82,1.60,1.66,1.70,1.55,1.60,1.21,Upgrade
8,P/TBV Ratio,2.46,2.46,1.82,1.74,1.83,1.95,2.13,2.32,1.94,2.06,2.08,1.99,1.94,1.98,1.85,1.63,1.69,1.74,1.59,1.64,1.24,Upgrade
9,P/FCF Ratio,19.74,-,10.29,8.32,-,28.20,-49.29,-,-,-,13.55,19.93,-,21.74,-,5.40,4.92,10.50,205.65,-23.84,-,Upgrade
10,P/OCF Ratio,15.86,-,8.63,7.28,-,16.09,58.29,-,-,-,9.86,13.81,-,16.04,-,4.76,4.43,8.07,25.89,-84.41,-,Upgrade
11,PEG Ratio,0.51,0.64,0.51,0.56,0.57,0.65,0.74,0.40,0.40,0.40,0.43,0.55,1.04,1.04,1.04,1.04,1.04,1.04,0.86,0.86,0.60,Upgrade
12,EV/Sales Ratio,1.30,1.34,1.03,1.09,1.05,1.08,1.15,1.18,0.91,0.94,1.03,1.09,1.10,1.16,0.99,0.81,0.84,0.97,0.85,0.90,0.53,Upgrade
13,EV/EBITDA Ratio,7.60,7.91,5.83,6.47,7.00,7.24,8.67,8.31,6.26,6.05,5.39,6.02,6.83,7.45,6.44,4.35,4.87,7.13,6.79,9.15,-,Upgrade
14,EV/EBIT Ratio,8.87,9.20,6.82,7.62,8.51,8.76,10.63,9.98,7.44,-,6.14,7.08,8.40,9.34,8.10,5.09,5.81,9.14,8.71,12.80,-,Upgrade
15,EV/FCF Ratio,17.67,-,8.84,7.75,-,26.21,-46.32,-,-,-,11.76,17.62,-,18.90,-,4.35,3.99,9.22,189.14,-22.27,-,Upgrade
16,Debt / Equity Ratio,0.21,0.21,0.19,0.14,0.15,0.14,0.10,0.19,0.15,0.13,0.09,0.12,0.09,0.10,0.09,0.12,0.12,0.10,0.13,0.12,0.16,Upgrade
17,Debt / EBITDA Ratio,0.77,2.11,0.80,0.28,0.63,1.29,0.54,0.42,0.52,7.55,0.34,0.24,0.27,0.32,1.70,0.45,0.43,0.33,0.31,0.80,-,Upgrade
18,Debt / FCF Ratio,1.79,-,1.07,0.70,-,2.00,-2.30,-,-,-,0.61,1.20,-,1.13,-,0.40,0.35,0.63,17.03,-1.78,-,Upgrade
19,Asset Turnover,1.02,1.09,1.57,1.14,1.01,1.10,1.47,1.30,1.05,1.31,1.68,1.30,1.34,0.75,1.23,1.17,1.29,1.44,1.14,0.80,Upgrade,
20,Inventory Turnover,2.58,2.56,2.78,3.15,2.23,1.92,2.10,2.82,2.38,2.06,2.60,3.30,2.54,2.61,1.80,2.99,3.01,2.90,2.76,2.50,2.09,Upgrade
21,Quick Ratio,1.71,1.71,1.93,1.96,1.83,1.67,1.92,1.43,1.59,1.34,1.88,1.85,2.08,1.92,2.10,2.21,2.49,2.28,1.81,1.85,1.90,Upgrade
22,Current Ratio,2.71,2.71,2.97,3.02,3.36,3.15,3.79,2.45,3.06,2.57,3.25,2.92,3.69,3.23,3.64,3.37,3.64,3.41,3.09,3.31,3.46,Upgrade
23,Return on Equity (ROE),6.58%,15.32%,42.34%,16.53%,5.48%,11.71%,33.49%,20.15%,-0.55%,20.44%,38.20%,24.55%,21.58%,0.81%,19.72%,19.12%,21.71%,30.04%,8.62%,-4.51%,Upgrade,
24,Return on Assets (ROA),2.93%,8.82%,23.47%,9.23%,2.93%,6.51%,17.26%,10.46%,-1.08%,11.05%,21.23%,14.04%,12.94%,0.28%,10.68%,10.89%,12.27%,17.41%,4.83%,-3.18%,Upgrade,
25,Return on Capital (ROIC),3.44%,10.41%,27.59%,10.76%,3.45%,7.99%,21.42%,13.09%,-1.36%,13.54%,25.63%,16.79%,15.52%,0.33%,12.55%,12.86%,14.67%,20.63%,5.58%,-3.70%,Upgrade,
26,Return on Capital Employed (ROCE),23.11%,23.11%,22.36%,20.69%,18.47%,19.78%,17.69%,20.40%,21.11%,-,28.69%,24.15%,18.92%,17.67%,17.69%,24.66%,22.38%,15.77%,16.00%,11.40%,-,Upgrade
27,Earnings Yield,7.63%,8.10%,10.50%,10.27%,8.82%,8.95%,7.60%,8.13%,10.08%,10.12%,11.79%,10.39%,8.42%,7.80%,8.49%,13.21%,11.53%,8.06%,9.01%,6.60%,14.12%,Upgrade
28,FCF Yield,5.07%,4.84%,9.72%,12.02%,3.53%,3.55%,-2.03%,-4.32%,1.93%,3.01%,7.38%,5.02%,-0.28%,4.60%,8.22%,18.52%,20.31%,9.53%,0.49%,-4.19%,-1.87%,Upgrade
29,Dividend Yield,6.49%,-,8.36%,9.94%,-,8.11%,3.73%,-,-,7.34%,7.07%,7.78%,-,5.06%,9.75%,-,-,6.31%,-,-,-,Upgrade
30,Payout Ratio,34.05%,200.72%,85.57%,-,-,-,258.23%,-,115.87%,-,-,62.90%,33.96%,0.02%,3159.90%,-,91.56%,-,88.95%,0.05%,-,Upgrade
31,Buyback Yield / Dilution,-0.90%,-0.90%,-1.03%,-1.03%,-1.03%,-0.13%,-,-,-,-,-,-,-,-,-1.11%,-2.25%,-,-1.12%,-0.54%,-0.40%,-0.68%,Upgrade
32,Total Shareholder Return,5.60%,-0.90%,7.33%,8.92%,-1.03%,7.98%,3.73%,-,-,7.34%,7.07%,7.78%,-,5.06%,8.64%,-2.25%,-,5.19%,-0.54%,-0.40%,-0.68%,Upgrade
