,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,6292,6015,5162,5468,6146,5448,4428,3608,4008,3306,2631,3197,3473,3557,2295,3025,3126,1912,1981,2859,Upgrade
1,Other Revenue,150,133,116,116,142,82,52,98,85,76,50,151,50,30,32,47,32,41,32,52,Upgrade
2,Revenue,6442,6148,5278,5584,6288,5530,4480,3706,4093,3382,2681,3348,3523,3587,2327,3072,3158,1953,2013,2911,Upgrade
3,Revenue Growth (YoY),2.45%,11.18%,17.81%,50.67%,53.63%,63.51%,67.10%,10.69%,16.18%,-5.72%,15.21%,8.98%,11.56%,83.67%,15.60%,5.53%,3.37%,-31.69%,-15.67%,8.52%,Upgrade
4,Cost of Revenue,3484,4050,3246,4326,3283,3828,2904,4062,2694,3329,2456,3195,3576,2388,2123,3715,2133,1815,2066,2581,Upgrade
5,Gross Profit,2958,2098,2032,1258,3005,1702,1576,-356,1399,53,225,153,-53,1199,204,-643,1025,138,-53,330,Upgrade
6,"Selling, General & Admin",975,919,769,974,828,739,620,621,586,510,584,647,592,553,435,555,505,370,462,615,Upgrade
7,Other Operating Expenses,-74,-93,-67,-146,-73,-88,-63,-251,-63,-139,-34,-535,-26,-350,-17,-105,-95,-157,-80,-66,Upgrade
8,Operating Expenses,1235,526,1029,498,1096,317,912,19,899,45,933,115,-125,570,779,-518,789,632,804,-154,Upgrade
9,Operating Income,1723,1572,1003,760,1909,1385,664,-375,500,8,-708,38,72,629,-575,-125,236,-494,-857,484,Upgrade
10,Interest Expense,-77,-84,-83,-76,-85,-94,-130,-117,-93,-90,-109,-92,-101,-102,-110,-118,-136,-142,-137,-83,Upgrade
11,Interest & Investment Income,50,56,51,85,62,57,44,27,23,19,18,25,25,17,22,33,31,26,29,40,Upgrade
12,Earnings From Equity Investments,12,12,-11,-7,20,-12,-15,3,-20,14,-33,-42,3,-1,-20,-12,-35,-33,-60,-28,Upgrade
13,Currency Exchange Gain (Loss),-1,-24,-92,139,-148,-5,104,181,-359,-402,-61,-113,-92,85,-197,151,48,34,-58,70,Upgrade
14,Other Non Operating Income (Expenses),1,24,40,3,24,32,514,-64,-14,29,59,-48,4,-61,262,-7,-1,21,-102,36,Upgrade
15,EBT Excluding Unusual Items,1708,1556,908,904,1782,1363,1181,-345,37,-422,-834,-232,-89,567,-618,-78,143,-588,-1185,519,Upgrade
16,Impairment of Goodwill,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-,-,-437,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-34,-51,38,124,-9,-19,13,140,-313,-240,54,-216,-60,-58,238,733,39,-34,-1003,238,Upgrade
18,Other Unusual Items,-,-,-,-,-,-,-,281,-,-,-,-,-,-,-,-9,-,-,-,-,Upgrade
19,Pretax Income,1674,1505,946,1024,1773,1344,1194,76,-276,-662,-780,-448,-149,509,-380,646,-255,-622,-2188,757,Upgrade
20,Income Tax Expense,382,423,279,281,421,308,194,203,434,-299,-131,15,-13,132,-122,-67,-50,-68,-30,132,Upgrade
21,Earnings From Continuing Operations,1292,1082,667,743,1352,1036,1000,-127,-710,-363,-649,-463,-136,377,-258,713,-205,-554,-2158,625,Upgrade
22,Minority Interest in Earnings,-19,-15,-8,-,-15,-21,-10,3,-7,13,19,5,-1,1,10,-10,-7,6,23,-6,Upgrade
23,Net Income,1273,1067,659,743,1337,1015,990,-124,-717,-350,-630,-458,-137,378,-248,703,-212,-548,-2135,619,Upgrade
24,Net Income to Common,1273,1067,659,743,1337,1015,990,-124,-717,-350,-630,-458,-137,378,-248,703,-212,-548,-2135,619,Upgrade
25,Net Income Growth,-4.79%,5.12%,-33.43%,-,-,-,-,-,-,-,-,-,-,-,-,13.57%,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),310,314,314,318,319,319,317,311,311,311,312,312,312,311,311,310,292,286,286,285,Upgrade
27,Shares Outstanding (Diluted),326,330,317,322,336,335,334,311,311,311,312,312,312,327,311,326,292,286,286,304,Upgrade
28,Shares Change (YoY),-2.92%,-1.51%,-5.11%,3.48%,7.97%,7.91%,7.21%,-0.26%,-0.23%,-5.05%,0.30%,-4.46%,6.80%,14.29%,8.72%,7.23%,-4.15%,-5.93%,-2.53%,7.72%,Upgrade
29,EPS (Basic),4.10,3.40,2.10,2.33,4.19,3.18,3.12,-0.40,-2.31,-1.13,-2.02,-1.47,-0.44,1.21,-0.80,2.27,-0.73,-1.91,-7.46,2.17,Upgrade
30,EPS (Diluted),4.00,3.38,2.10,2.33,4.10,3.16,3.00,-0.50,-2.31,-1.13,-2.02,-1.48,-0.44,1.20,-0.80,2.11,-0.73,-1.91,-7.46,2.10,Upgrade
31,EPS Growth,-2.44%,6.98%,-30.03%,-,-,-,-,-,-,-,-,-,-,-,-,0.80%,-,-,-,-,Upgrade
32,Free Cash Flow,1484,2032,605,2106,985,2067,1622,819,196,846,-1346,418,-154,927,-1507,-166,687,173,-1830,526,Upgrade
33,Free Cash Flow Per Share,4.56,6.15,1.91,6.54,2.94,6.16,4.85,2.63,0.63,2.72,-4.32,1.34,-0.49,2.83,-4.85,-0.51,2.36,0.60,-6.40,1.73,Upgrade
34,Dividend Per Share,4.419,4.578,-,-,4.524,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.367,Upgrade
35,Dividend Growth,-2.32%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.24%,Upgrade
36,Gross Margin,45.92%,34.12%,38.50%,22.53%,47.79%,30.78%,35.18%,-9.61%,34.18%,1.57%,8.39%,4.57%,-1.50%,33.43%,8.77%,-20.93%,32.46%,7.07%,-2.63%,11.34%,Upgrade
37,Operating Margin,26.75%,25.57%,19.00%,13.61%,30.36%,25.05%,14.82%,-10.12%,12.22%,0.24%,-26.41%,1.14%,2.04%,17.54%,-24.71%,-4.07%,7.47%,-25.29%,-42.57%,16.63%,Upgrade
38,Profit Margin,19.76%,17.36%,12.49%,13.31%,21.26%,18.35%,22.10%,-3.35%,-17.52%,-10.35%,-23.50%,-13.68%,-3.89%,10.54%,-10.66%,22.88%,-6.71%,-28.06%,-106.06%,21.26%,Upgrade
39,Free Cash Flow Margin,23.04%,33.05%,11.46%,37.71%,15.66%,37.38%,36.21%,22.10%,4.79%,25.01%,-50.21%,12.49%,-4.37%,25.84%,-64.76%,-5.40%,21.75%,8.86%,-90.91%,18.07%,Upgrade
