,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Cash & Equivalents,803.83,403.44,744.38,666.09,487.91,437.55,454.04,451.37,443.04,480.24,480.08,487.8,459.05,469.68,555.41,574.76,583.04,195.41,236.06,642.47,Upgrade
1,Short-Term Investments,-,14.9,-,7.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,85.89,522.29,210.16,300.16,390,-,-,-,24,-,5,-,-,-,0.12,0.24,5.7,364.5,370,5.5,Upgrade
3,Cash & Short-Term Investments,889.72,940.64,954.54,973.38,877.91,437.55,454.04,451.37,467.04,480.24,485.08,487.8,459.05,469.68,555.53,575,588.74,559.91,606.06,647.97,Upgrade
4,Cash Growth,1.34%,114.98%,110.23%,115.65%,87.97%,-8.89%,-6.40%,-7.47%,1.74%,2.25%,-12.68%,-15.17%,-22.03%,-16.12%,-8.34%,-11.26%,-,365.63%,407.29%,-,Upgrade
5,Accounts Receivable,320.39,293.44,293.95,297.39,357.33,330.83,336,335.43,325.9,247.36,253.28,297.92,245.89,246.17,239.59,255.48,220.4,242.33,195.69,178.98,Upgrade
6,Other Receivables,8.89,6.04,6.28,5.19,4.12,4.77,3.54,3.49,3.24,0.35,3.89,1.94,2.99,4.3,3.3,0.17,1.99,0.17,3.08,0.87,Upgrade
7,Receivables,329.28,299.48,300.22,302.58,361.44,335.6,339.54,338.92,329.15,247.71,257.17,299.86,248.88,250.47,242.89,255.65,222.39,242.5,198.77,179.85,Upgrade
8,Inventory,258.77,290.6,258.65,257.65,258.35,285.37,300.26,304.84,294.41,273.41,258.52,244.5,247.65,207.76,166.31,134.96,124.68,110.64,105.2,101.97,Upgrade
