,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,4396,3327,2702,3255,2739,3171,1883,3093,2463,3359,Upgrade
1,Short-Term Investments,424.46,339.33,364.17,122.22,555.97,90.48,112.71,75.32,97.99,53.19,Upgrade
2,Trading Asset Securities,2.9,2.68,2.59,2.06,2.2,1.99,1.91,1.73,1.54,2.59,Upgrade
3,Cash & Short-Term Investments,4823,3669,3069,3379,3297,3263,1997,3170,2563,3414,Upgrade
4,Cash Growth,57.15%,8.58%,-6.91%,3.57%,65.05%,2.92%,-22.06%,-7.15%,4.76%,31.28%,Upgrade
5,Accounts Receivable,6434,6864,7234,4919,3984,3338,3438,2551,2864,2211,Upgrade
6,Other Receivables,776.57,667.14,715.85,1268,684.07,727.45,629.02,991.89,968.45,1164,Upgrade
7,Receivables,7396,7716,7979,6215,4696,4093,4096,3570,3859,3401,Upgrade
8,Inventory,326.4,252.57,345.14,389.31,364.2,287.22,363.72,331.44,390.97,324.92,Upgrade
9,Other Current Assets,19.83,21.3,20,21.33,22.51,25.49,31.63,207.93,64.34,70.74,Upgrade
10,Total Current Assets,12566,11659,11413,10005,8379,7669,6489,7280,6877,7211,Upgrade
11,"Property, Plant & Equipment",12254,11791,14014,12305,11134,11365,11387,11432,11279,11802,Upgrade
12,Long-Term Investments,279.28,280.13,295.62,395.49,346.1,595.27,712,464.42,397.05,420.79,Upgrade
13,Other Intangible Assets,1452,1619,4146,4324,5128,5340,5513,5701,5879,6099,Upgrade
14,Long-Term Deferred Tax Assets,631.14,436.92,57.39,23.06,21.1,0.77,0.66,0.65,0.17,-,Upgrade
15,Other Long-Term Assets,133.07,43.06,259.27,368.07,364.88,62.95,60.32,62.85,159.13,210.61,Upgrade
16,Total Assets,27315,25829,30185,27420,25373,25032,24161,24941,24591,25743,Upgrade
17,Accounts Payable,8334,6644,1259,606.63,290.31,281.34,230.78,475.06,598.99,913.06,Upgrade
18,Accrued Expenses,-,-,3810,2998,2209,1933,2030,1963,2211,2417,Upgrade
19,Short-Term Debt,-,-,195,390,-,-,50.7,538.2,975,1135,Upgrade
20,Current Portion of Long-Term Debt,157.09,306.03,391.39,1886,2022,1761,1508,1370,842.23,352.15,Upgrade
21,Current Portion of Leases,125.79,205.13,199.82,170.97,107.37,107.87,106.71,107.03,28.4,32.46,Upgrade
22,Current Income Taxes Payable,1919,1806,1505,1125,661.81,382.18,227.23,189.51,245.95,208.18,Upgrade
23,Other Current Liabilities,28.31,26.14,1858,797.42,573.94,628.41,827.32,698.98,640.08,1572,Upgrade
24,Total Current Liabilities,10564,8987,9218,7974,5865,5093,4980,5341,5542,6630,Upgrade
25,Long-Term Debt,156.52,2488,2625,1586,2393,2833,3108,3866,4000,4347,Upgrade
26,Long-Term Leases,88.35,99.25,121.19,169.24,182.31,233.14,283.04,331.3,85.87,98.59,Upgrade
27,Long-Term Deferred Tax Liabilities,108.44,126.36,1150,1234,1567,1979,2015,1955,2015,2074,Upgrade
28,Other Long-Term Liabilities,2541,1253,608.48,620.17,593.61,606.59,485.29,495.46,435.43,505.48,Upgrade
