,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,9306,7915,22134,19980,20243,24713,17088,29438,40214,36789,41519,Upgrade
1,Market Cap Growth,-60.39%,-60.39%,9.34%,-19.15%,18.46%,-16.05%,-57.51%,-19.98%,-3.14%,-8.47%,29.43%,Upgrade
2,Enterprise Value,5016,7349,22603,20809,21657,26390,20153,32489,43600,39357,45995,Upgrade
3,Last Close Price,0.36,0.27,0.75,0.64,0.65,0.79,0.52,0.89,1.20,1.10,1.24,Upgrade
4,PE Ratio,-,-3.35,-,7.25,7.78,9.68,8.54,21.03,46.53,27.04,21.78,Upgrade
5,Forward PE,2.77,17.67,17.67,17.67,17.67,17.67,17.67,17.67,17.67,17.67,17.67,Upgrade
6,PS Ratio,0.59,0.50,1.63,1.82,1.88,2.47,2.30,4.33,6.48,5.67,5.84,Upgrade
7,PB Ratio,0.68,0.57,1.72,1.22,1.28,1.68,1.20,2.22,3.11,2.95,3.44,Upgrade
8,P/TBV Ratio,0.64,0.64,1.97,1.63,1.76,2.58,1.92,3.81,5.58,5.59,6.99,Upgrade
9,P/FCF Ratio,3.72,3.16,34.13,-,9.65,10.75,11.06,66.44,1641.60,-,-,Upgrade
10,P/OCF Ratio,0.90,0.90,3.02,2.67,2.59,3.96,3.99,10.83,21.05,19.17,10.35,Upgrade
11,PEG Ratio,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,Upgrade
12,EV/Sales Ratio,0.32,0.46,1.66,1.90,2.01,2.64,2.71,4.78,7.03,6.07,6.47,Upgrade
13,EV/EBITDA Ratio,0.61,0.92,2.74,2.17,2.43,3.93,3.55,6.97,10.17,8.47,8.82,Upgrade
14,EV/EBIT Ratio,2.16,3.31,7.16,4.50,5.22,8.15,7.72,19.50,37.42,26.98,19.70,Upgrade
15,EV/FCF Ratio,2.01,2.94,34.85,-,10.32,11.48,13.04,73.33,1779.82,-,-,Upgrade
16,Debt / Equity Ratio,0.04,0.04,0.24,0.21,0.27,0.32,0.35,0.38,0.48,0.48,0.49,Upgrade
17,Debt / FCF Ratio,0.21,0.21,4.78,-,2.00,2.05,3.19,11.41,253.60,-,-,Upgrade
18,Return on Capital Employed (ROCE),13.27%,13.27%,18.75%,22.06%,21.34%,16.60%,13.09%,8.69%,5.94%,7.66%,12.22%,Upgrade
19,Earnings Yield,-25.36%,-29.82%,-7.71%,13.78%,12.85%,10.33%,11.71%,4.75%,2.15%,3.70%,4.59%,Upgrade
20,FCF Yield,26.87%,31.60%,2.93%,4.12%,10.37%,9.30%,9.04%,1.51%,0.06%,-1.02%,2.91%,Upgrade
21,Buyback Yield / Dilution,0.56%,1.02%,0.09%,0.00%,0.17%,0.27%,0.10%,-0.01%,0.03%,0.20%,-,Upgrade
22,Total Shareholder Return,11.67%,1.02%,0.09%,0.00%,0.17%,0.27%,0.10%,-0.01%,0.03%,0.20%,-,Upgrade
