,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Operating Revenue,211.92,216.95,189.92,163.57,208.59,165.97,122.26,152.2,120.73,162.18,176.99,204.34,209.73,203.64,190.45,159.92,153.68,158.9,148.08,164.63,Upgrade
1,Other Revenue,-0.82,0.82,-,0.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,211.1,217.77,189.92,164.33,208.59,165.97,122.26,152.2,120.73,162.18,176.99,204.34,209.73,203.64,190.45,159.92,153.68,158.9,148.08,164.63,Upgrade
3,Revenue Growth (YoY),1.20%,31.21%,55.34%,7.97%,72.78%,2.34%,-30.92%,-25.52%,-42.44%,-20.36%,-7.06%,27.77%,36.48%,28.16%,28.61%,-2.86%,-10.71%,-1.37%,-10.16%,-9.46%,Upgrade
4,Cost of Revenue,173.65,176.52,166.81,155.62,208.98,147.29,102.24,139.75,81.95,116.88,113.91,156.2,122.24,133.27,121.89,120.99,91.97,97.3,90.53,126.54,Upgrade
5,Gross Profit,37.46,41.25,23.11,8.72,-0.39,18.68,20.02,12.45,38.78,45.3,63.08,48.14,87.49,70.37,68.55,38.93,61.7,61.59,57.55,38.1,Upgrade
6,"Selling, General & Admin",15.29,15,15.21,14.53,16.65,13.95,18.94,24.58,22.74,21.73,22.7,20.9,30.14,14.22,20.78,13.08,27.89,14.59,19.11,20.57,Upgrade
7,Research & Development,12.77,11.97,9.6,7.83,9.34,8.65,8.2,7.08,10.02,9.45,9.57,6.56,8.7,6.58,6.33,0.67,7.63,6.28,6.47,4.55,Upgrade
8,Other Operating Expenses,1.59,-1.35,2.33,2.08,2.74,2.01,1.47,2.34,1.26,1.53,2.3,2.84,1.67,0.79,0.88,0.66,0.55,0.75,0.72,0.8,Upgrade
9,Operating Expenses,29.61,26.02,27.24,24.54,29,24.96,28.4,34.09,33.7,32.47,34.44,30.32,40.65,21.68,28.36,14.58,35.83,21.64,26.23,25.94,Upgrade
10,Operating Income,7.85,15.23,-4.13,-15.83,-29.39,-6.27,-8.38,-21.64,5.08,12.83,28.64,17.83,46.84,48.69,40.19,24.35,25.88,39.96,31.31,12.16,Upgrade
11,Interest Expense,-8.85,-9.17,-8.53,-9.36,-8.54,-6.83,-7.11,-8.11,-7.68,-9.84,-8.82,-8.16,-9.5,-8.1,-5.8,-1.91,-2.23,-2.19,-2.27,-2.94,Upgrade
12,Interest & Investment Income,1.41,1.16,0.8,0.42,1.14,1.62,1.86,2.73,2.86,2.71,1,1.68,2.31,2.25,2.46,3.04,3.34,3.78,3.57,4.48,Upgrade
13,Currency Exchange Gain (Loss),-0.66,0.66,-,-3.83,2.63,-2.63,-,9.53,-4.94,4.94,-,0.2,-0.51,0.51,-,-0.87,-0.48,0.48,-,1.39,Upgrade
14,Other Non Operating Income (Expenses),9.32,-0.31,0.26,3.31,0.61,8.25,-2.37,-20.74,15,3.28,2.14,-6.88,2.66,1.01,2.93,-3.74,1.66,0.29,1.88,-3.44,Upgrade
15,EBT Excluding Unusual Items,9.08,7.57,-11.61,-25.29,-33.54,-5.87,-16,-38.22,10.32,13.93,22.96,4.68,41.8,44.36,39.78,20.87,28.17,42.31,34.49,11.64,Upgrade
16,Gain (Loss) on Sale of Investments,-,-,-,-,-0.01,-0.14,0.15,0.03,0.1,-0.54,0.78,0.24,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,0.04,-0.01,-,-0.52,0.1,1.07,2.4,29.4,5.2,-0.07,-,-0.19,0.23,-0.2,-,-0.43,2.82,-0.35,-,-0.46,Upgrade
18,Asset Writedown,4.24,-1.85,1.85,-11.41,11.41,-10.85,10.85,7.04,-7.04,5.96,-5.96,2.79,-2.79,2.11,-2.11,4.03,-4.03,0.36,-0.36,6.62,Upgrade
19,Other Unusual Items,-6.03,3.34,2.7,9.7,-,-,-,13.95,-,-,-,9.71,-,-,-,5.57,-,-,-,4.24,Upgrade
20,Pretax Income,7.32,9.04,-7.06,-27.53,-22.04,-15.8,-2.61,12.2,8.58,19.26,17.78,17.24,39.24,46.27,37.67,30.04,26.96,42.32,34.13,22.04,Upgrade
21,Income Tax Expense,0.41,0.15,1.01,-7.97,0.78,1.16,1.16,1.59,0.71,0.99,2.18,-6.24,7.32,7.38,7.7,-1.25,5.34,6.44,5.85,-1.16,Upgrade
22,Net Income,6.91,8.89,-8.07,-19.55,-22.82,-16.95,-3.77,10.62,7.87,18.28,15.61,23.47,31.91,38.89,29.98,31.29,21.62,35.89,28.27,23.2,Upgrade
23,Net Income to Common,6.91,8.89,-8.07,-19.55,-22.82,-16.95,-3.77,10.62,7.87,18.28,15.61,23.47,31.91,38.89,29.98,31.29,21.62,35.89,28.27,23.2,Upgrade
24,Net Income Growth,-,-,-,-,-,-,-,-54.77%,-75.33%,-53.01%,-47.94%,-24.99%,47.60%,8.37%,6.03%,34.86%,6.15%,19.43%,-7.66%,-36.56%,Upgrade
25,Shares Outstanding (Basic),683,828,807,993,886,785,942,986,811,914,780,802,1027,722,999,1029,740,891,942,152,Upgrade
26,Shares Outstanding (Diluted),683,828,807,993,886,785,942,986,811,914,780,802,1027,722,999,1029,740,891,942,152,Upgrade
27,Shares Change (YoY),-22.88%,5.53%,-14.35%,0.68%,9.18%,-14.13%,20.75%,23.03%,-21.01%,26.49%,-21.92%,-22.09%,38.71%,-18.89%,6.03%,576.39%,-27.31%,18.57%,23.12%,-82.78%,Upgrade
28,EPS (Basic),0.01,0.01,-0.01,-0.02,-0.03,-0.02,-0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.05,0.03,0.03,0.03,0.04,0.03,0.15,Upgrade
29,EPS (Diluted),0.01,0.01,-0.01,-0.02,-0.03,-0.02,-0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.05,0.03,0.03,0.03,0.04,0.03,0.02,Upgrade
30,EPS Growth,-,-,-,-,-,-,-,-63.24%,-68.77%,-62.85%,-33.33%,-3.72%,6.41%,33.61%,0%,92.98%,46.03%,0.72%,-25.00%,-61.94%,Upgrade
31,Free Cash Flow,59.97,32.43,-15.46,-22.66,-65.36,-89.26,-101.06,-84.62,11.98,185.39,-104.59,-158.49,15.02,-68.02,-232.01,26.85,-65.98,-36,-87.34,-140.4,Upgrade
32,Free Cash Flow Per Share,0.09,0.04,-0.02,-0.02,-0.07,-0.11,-0.11,-0.09,0.01,0.20,-0.13,-0.20,0.01,-0.09,-0.23,0.03,-0.09,-0.04,-0.09,-0.92,Upgrade
33,Dividend Per Share,-,-,-,0.030,-,-,-,0.030,-,-,-,0.098,-,-,-,0.081,-,-,-,0.072,Upgrade
34,Dividend Growth,-,-,-,0%,-,-,-,-69.51%,-,-,-,21.48%,-,-,-,12.50%,-,-,-,-,Upgrade
35,Gross Margin,17.74%,18.94%,12.17%,5.30%,-0.19%,11.26%,16.37%,8.18%,32.12%,27.93%,35.64%,23.56%,41.72%,34.55%,36.00%,24.34%,40.15%,38.76%,38.86%,23.14%,Upgrade
36,Operating Margin,3.72%,6.99%,-2.18%,-9.63%,-14.09%,-3.78%,-6.85%,-14.22%,4.20%,7.91%,16.18%,8.72%,22.33%,23.91%,21.10%,15.23%,16.84%,25.15%,21.15%,7.38%,Upgrade
37,Profit Margin,3.27%,4.08%,-4.25%,-11.90%,-10.94%,-10.22%,-3.08%,6.98%,6.52%,11.27%,8.82%,11.49%,15.22%,19.10%,15.74%,19.57%,14.07%,22.59%,19.09%,14.09%,Upgrade
38,Free Cash Flow Margin,28.41%,14.89%,-8.14%,-13.79%,-31.33%,-53.78%,-82.66%,-55.60%,9.92%,114.31%,-59.09%,-77.56%,7.16%,-33.40%,-121.82%,16.79%,-42.93%,-22.65%,-58.98%,-85.28%,Upgrade
39,EBITDA,30.08,42.35,18.1,6.41,-13.01,12.08,8,-5.26,20.69,29.86,44.26,33.44,52.94,63.94,46.29,30.45,32.27,46.38,37.71,18.56,Upgrade
40,EBITDA Margin,14.25%,19.45%,9.53%,3.90%,-6.24%,7.28%,6.54%,-3.46%,17.14%,18.41%,25.01%,16.37%,25.24%,31.40%,24.31%,19.04%,21.00%,29.19%,25.47%,11.27%,Upgrade
41,D&A For EBITDA,22.24,27.12,22.24,22.24,16.38,18.36,16.38,16.38,15.62,17.03,15.62,15.62,6.1,15.25,6.1,6.1,6.4,6.43,6.4,6.4,Upgrade
42,EBIT,7.85,15.23,-4.13,-15.83,-29.39,-6.27,-8.38,-21.64,5.08,12.83,28.64,17.83,46.84,48.69,40.19,24.35,25.88,39.96,31.31,12.16,Upgrade
43,EBIT Margin,3.72%,6.99%,-2.18%,-9.63%,-14.09%,-3.78%,-6.85%,-14.22%,4.20%,7.91%,16.18%,8.72%,22.33%,23.91%,21.10%,15.23%,16.84%,25.15%,21.15%,7.38%,Upgrade
44,Effective Tax Rate,5.64%,1.70%,-,-,-,-,-,13.00%,8.30%,5.13%,12.25%,-,18.66%,15.95%,20.43%,-,19.79%,15.21%,17.15%,-,Upgrade
45,Revenue as Reported,211.1,217.77,189.92,164.33,208.59,165.97,122.26,152.2,120.73,162.18,176.99,204.34,209.73,203.64,190.45,159.92,153.68,158.9,148.08,164.63,Upgrade
