,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,1231,1708,1284,-,804.54,-,999.53,1342,583.26,1023
1,Revenue Growth (YoY),-4.14%,-,59.64%,-,-19.51%,-,71.37%,31.14%,-17.02%,23.63%
2,Cost of Revenue,834.92,942.87,800.31,-,642.58,-,726.93,803.23,541.29,689.98
3,Gross Profit,396.29,765.48,484.03,-,161.96,-,272.61,538.7,41.97,333.29
4,"Selling, General & Admin",220.41,340.85,263.58,-,212.98,-,201.02,329.45,191.03,315.53
5,Other Operating Expenses,-7.95,-11.93,-9.57,-,-4.89,-,-9.27,-4.75,-10.08,-12.91
6,Operating Expenses,210.59,335.58,256.38,-,208.87,-,196.06,323.36,180.94,302.62
7,Operating Income,185.7,429.89,227.65,-,-46.91,-,76.55,215.33,-138.98,30.67
8,Interest Expense,-64.06,-65.58,-61.54,-,-60.45,-,-79.74,-85.42,-82.18,-83.26
9,Interest & Investment Income,3.09,7.64,2.74,-,4.22,-,2.56,3.71,4.76,6.34
10,Earnings From Equity Investments,0.42,0.52,0.44,-,0.16,-,0.18,0.58,0.2,-0.19
11,Currency Exchange Gain (Loss),-,-5.26,9.76,-,7.81,-,-3.95,-32.29,6.05,5.99
12,EBT Excluding Unusual Items,125.15,367.2,179.05,-,-95.18,-,-4.39,101.91,-210.15,-40.45
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,2.01
14,Gain (Loss) on Sale of Assets,-,-0.62,-,-,-,-,-,-0.58,-,0.55
15,Asset Writedown,-,-,-,-,-,-,-,15.12,-15.12,-
16,Other Unusual Items,-,-0.89,0.89,-,-,-,-,-,-,-
17,Pretax Income,125.15,365.7,179.94,-,-95.18,-,-4.39,116.45,-225.28,-37.89
18,Income Tax Expense,38.03,89.94,53.72,-,-20.74,-,25.67,-41.26,24.94,15.49
19,Earnings From Continuing Operations,87.12,275.76,126.22,-,-74.44,-,-30.06,157.72,-250.21,-53.38
20,Earnings From Discontinued Operations,-,-,-,-,-94.11,-,-,-,-,-
21,Net Income to Company,87.12,275.76,126.22,-,-168.55,-,-30.06,157.72,-250.21,-53.38
22,Minority Interest in Earnings,-2.13,-35.32,-2.85,-,50.7,-,40.52,-1.5,86.12,44.46
23,Net Income,84.99,240.43,123.37,-,-117.85,-,10.46,156.22,-164.1,-8.92
24,Net Income to Common,84.99,240.43,123.37,-,-117.85,-,10.46,156.22,-164.1,-8.92
25,Net Income Growth,-31.11%,-,-,-,-,-,-,-,-,-
26,Shares Outstanding (Basic),1590,1590,1590,-,1590,-,1590,1590,1590,1590
27,Shares Outstanding (Diluted),1590,1590,1590,-,1590,-,1590,1590,1590,1590
28,Shares Change (YoY),-,-,-,-,-,-,-,-0.00%,-0.10%,-0.11%
29,EPS (Basic),0.05,0.15,0.08,-,-0.07,-,0.01,0.10,-0.10,-0.01
30,EPS (Diluted),0.05,0.15,0.08,-,-0.07,-,0.01,0.10,-0.10,-0.01
31,EPS Growth,-31.11%,-,-,-,-,-,-,-,-,-
32,Free Cash Flow,-38.33,475.7,11.38,-,-84.47,-,-39.15,284.25,-206.54,26.68
33,Free Cash Flow Per Share,-0.02,0.30,0.01,-,-0.05,-,-0.02,0.18,-0.13,0.02
34,Dividend Per Share,0.042,-,-,-,-,-,-,-,-,-
35,Operating Margin,15.08%,25.16%,17.72%,-,-5.83%,-,7.66%,16.05%,-23.83%,3.00%
36,Profit Margin,6.90%,14.07%,9.61%,-,-14.65%,-,1.05%,11.64%,-28.13%,-0.87%
37,Free Cash Flow Margin,-3.11%,27.85%,0.89%,-,-10.50%,-,-3.92%,21.18%,-35.41%,2.61%
38,EBITDA,281.39,519.17,310.81,-,43.54,-,159.99,296.75,-62,111.04
39,D&A For EBITDA,95.69,89.28,83.17,50.21,90.45,78.66,83.44,81.42,76.97,80.36
40,EBIT,185.7,429.89,227.65,-,-46.91,-,76.55,215.33,-138.98,30.67
41,Advertising Expenses,4.58,-,27.41,-,9.11,-,11.54,-,2.01,-
