,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,587.12,811.21,570.41,720.14,560.95,771.26,478.93,561.82,416.68,329.55
1,Short-Term Investments,-,-,-,-,13.37,13.1,13.11,13.04,12.28,12.9
2,Cash & Short-Term Investments,587.12,811.21,570.41,720.14,574.32,784.36,492.03,574.86,428.96,342.45
3,Cash Growth,2.93%,12.65%,-0.68%,-8.19%,16.72%,36.44%,14.70%,67.86%,40.41%,-32.42%
4,Accounts Receivable,285.8,299.47,245.41,278.71,209.69,346.72,288.86,282.65,206.86,290.03
5,Other Receivables,280.69,267.33,110.69,161.39,21.03,19.24,20.13,20,19.52,16.5
6,Receivables,566.49,566.8,356.11,440.11,283.72,381.96,309,302.65,226.38,306.53
7,Inventory,47.18,45.99,49.58,56.04,60.77,61.66,55.17,51.14,50.68,53.89
8,Restricted Cash,0.9,0.9,0.9,116.4,167.5,180.85,210.28,252.19,248.14,338.35
9,Other Current Assets,13.76,13.7,22.72,23.64,32.13,32.91,19.59,26.72,19.19,11.52
10,Total Current Assets,1215,1439,999.72,1356,1118,1442,1086,1208,973.34,1053
11,"Property, Plant & Equipment",2848,2741,2727,2664,2713,2774,2666,2600,2638,2715
12,Long-Term Investments,194.7,193.68,196.48,192.35,10.37,10.2,12.58,12.4,11.82,11.63
13,Other Intangible Assets,16.58,17.86,5.12,5.39,7.62,10.87,11.78,11.08,11.98,14.02
14,Long-Term Deferred Tax Assets,124.94,109.91,119.74,124.81,226.32,213.49,244.24,235.02,169.16,179.76
15,Other Long-Term Assets,143.41,136.25,211.27,223.89,99.68,85.63,133.48,144.86,237.32,97.19
16,Total Assets,4543,4638,4259,4567,4176,4536,4154,4211,4042,4071
17,Accounts Payable,162.09,164.48,137.11,170.96,190.42,189.31,185.97,163.53,167.17,143.71
18,Accrued Expenses,91.44,148.15,72.6,94.56,87.9,117.06,76.67,149.19,90.47,114.43
19,Short-Term Debt,-,-,-,-,689.5,-,772.45,759.81,725.72,700.98
20,Current Portion of Long-Term Debt,612,647.47,590.12,615.17,89.86,774.2,110.39,73.36,49.6,23.49
21,Current Portion of Leases,272.38,264.3,266.13,265.51,320.84,289.95,278.59,266.78,305.27,267.21
22,Current Income Taxes Payable,37.64,108.75,42.62,69.35,6.8,54.17,25.47,23.24,6.69,19.94
23,Current Unearned Revenue,580.33,603.36,528.97,558.93,434.09,410.9,317.22,316.31,294.49,242.58
24,Other Current Liabilities,167.76,228.73,189.34,379.39,146.77,194.5,149.88,193.01,172.26,197.92
25,Total Current Liabilities,1924,2165,1827,2154,1966,2030,1917,1945,1812,1710
26,Long-Term Debt,201.5,219.14,274.43,320.16,348.54,474.72,520.2,546.28,453.79,259.28
27,Long-Term Leases,1228,1136,1043,1098,1187,1204,1213,1257,1317,1410
28,Long-Term Unearned Revenue,3.1,3.7,89.09,90.3,92.81,94.08,64.08,-,-,-
29,Other Long-Term Liabilities,-,-,-,-,153.87,145.46,137.39,129.88,134.97,128.23
30,Total Liabilities,3356,3524,3233,3662,3749,3949,3851,3879,3717,3508
31,Common Stock,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07
32,Additional Paid-In Capital,527.39,527.39,715.29,715.29,715.29,715.29,715.29,715.29,715.29,715.29
33,Retained Earnings,916.9,831.91,581.71,458.34,49.7,167.55,-3.54,-14,-170.22,-6.13
34,Comprehensive Income & Other,-232.82,-233.42,-222.44,-220.78,-227.89,-206.41,-190.3,-196.55,-53.72,-66
35,Total Common Equity,1213,1127,1076,953.92,538.16,677.5,522.51,505.81,492.41,644.24
36,Minority Interest,-25.9,-12.9,-49.72,-49.09,-111.01,-90.07,-219.49,-173.37,-167.42,-81.3
37,Shareholders' Equity,1187,1114,1026,904.83,427.15,587.43,303.02,332.44,325,562.94
38,Total Liabilities & Equity,4543,4638,4259,4567,4176,4536,4154,4211,4042,4071
39,Total Debt,2314,2267,2173,2299,2636,2743,2895,2903,2851,2661
40,Net Cash (Debt),-1727,-1455,-1603,-1578,-2062,-1959,-2403,-2329,-2422,-2318
41,Net Cash Per Share,-1.09,-0.92,-1.01,-,-1.30,-,-1.51,-1.46,-1.52,-1.46
42,Filing Date Shares Outstanding,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590
43,Total Common Shares Outstanding,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590
44,Working Capital,-708.19,-726.63,-827.17,-797.54,-847.75,-588.35,-830.57,-737.67,-838.34,-657.52
45,Book Value Per Share,0.76,0.71,0.68,0.60,0.34,0.43,0.33,0.32,0.31,0.41
46,Tangible Book Value,1196,1109,1071,948.53,530.54,666.63,510.74,494.73,480.44,630.22
47,Tangible Book Value Per Share,0.75,0.70,0.67,0.60,0.33,0.42,0.32,0.31,0.30,0.40
48,Buildings,915.54,908.79,1013,279.08,278.98,278.98,278.65,278.73,255.42,255.42
49,Machinery,963.65,913.53,905.73,792.29,776.66,760.38,733.28,666.67,627.72,617.71
50,Construction In Progress,94.14,69.7,89.11,768.68,699.01,584.9,455.19,304.73,259.92,197.08
51,Leasehold Improvements,715.73,676.09,636.23,574.95,698.21,835.7,795.16,789.68,757.47,744.63
