,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,12.85,29.11,74.23,65.48,24.05,89.72,128.21,108.52,44.44,43.62,Upgrade
1,Short-Term Investments,11.01,10.51,-,6.15,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,1.32,1.41,1.24,1.33,1.44,1.47,1.75,4.26,52.17,44.11,Upgrade
3,Cash & Short-Term Investments,25.19,41.03,75.47,72.96,25.5,91.19,129.96,112.78,96.6,87.73,Upgrade
4,Cash Growth,-66.62%,-43.76%,195.99%,-20.00%,-80.38%,-19.14%,34.53%,28.56%,13.84%,-40.86%,Upgrade
5,Accounts Receivable,269,2.12,6.84,8.7,4.14,19.43,9.73,6.52,11.69,6.28,Upgrade
6,Other Receivables,16.13,10.77,51,9.2,69.55,20.53,30.11,10.01,42.07,6.03,Upgrade
7,Receivables,285.13,12.89,57.83,17.9,73.68,39.95,39.83,16.53,53.76,12.32,Upgrade
8,Inventory,35.11,44.5,108.97,178.13,258.14,280.81,296.95,307.34,334.1,364.54,Upgrade
9,Prepaid Expenses,3.93,7.86,-,15.48,-,14.38,-,31.92,-,3.87,Upgrade
10,Other Current Assets,7.32,-,-,-,13.73,8.13,18.28,8.78,-,26.83,Upgrade
11,Total Current Assets,356.68,106.27,242.27,284.47,371.05,434.46,485.03,477.35,484.47,495.27,Upgrade
12,"Property, Plant & Equipment",5.2,6.53,43.97,29.9,39.53,44.44,49.54,53.44,54.4,51,Upgrade
13,Long-Term Investments,3.23,3.23,4.98,8.4,8.72,7.89,14.27,49.46,23.46,24.53,Upgrade
14,Long-Term Deferred Tax Assets,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,20.32,4.88,Upgrade
15,Other Long-Term Assets,447.36,439.75,422.67,453.28,474.76,531.32,591.53,585.69,628.04,662.75,Upgrade
16,Total Assets,812.56,555.88,713.97,776.15,894.16,1018,1140,1166,1211,1238,Upgrade
17,Accounts Payable,376.58,64.05,56.83,57.96,52.06,31.14,25.23,19.79,44.49,39.74,Upgrade
18,Accrued Expenses,62.55,61.25,-,76,-,51.1,-,51.58,-,-,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,91,80,42,15,Upgrade
20,Current Portion of Long-Term Debt,92.73,108.96,22.2,79.76,52.82,37.98,30.62,7.12,150,149.58,Upgrade
21,Current Portion of Leases,19.44,19.99,25.8,26.93,22.23,28.14,27.86,31.5,44.24,52.12,Upgrade
22,Current Income Taxes Payable,0.04,0.04,0.05,0.05,1.58,1.58,0.12,0.12,0.1,0.38,Upgrade
23,Current Unearned Revenue,4.19,4.27,8.48,4.4,2.97,1.18,5.17,1.12,3.18,1.07,Upgrade
24,Other Current Liabilities,40.39,32.51,96.06,25.09,76.45,19.11,70.7,20.68,74.6,88.15,Upgrade
25,Total Current Liabilities,595.92,291.08,209.42,270.19,208.11,170.21,250.71,211.93,358.61,346.04,Upgrade
26,Long-Term Debt,233.52,200.57,286.04,214.18,200.35,257.16,180.54,178.85,-,-,Upgrade
27,Long-Term Leases,22.41,31.48,44.78,50.33,33.98,43.96,40.82,49.6,36.77,34.79,Upgrade
28,Total Liabilities,851.85,523.13,540.24,534.7,442.43,471.33,472.06,440.38,395.38,380.82,Upgrade
