,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,60,60,151,212,248,224,338,320,417,514,616,Upgrade
1,Market Cap Growth,-71.43%,-71.43%,-39.02%,-5.41%,-26.79%,-30.19%,-18.84%,-37.65%,-32.35%,-41.78%,45.71%,Upgrade
2,Enterprise Value,404,381,454,516,532,500,579,555,593,651,792,Upgrade
3,Last Close Price,0.01,0.01,0.03,0.04,0.04,0.04,0.06,0.05,0.07,0.09,0.10,Upgrade
4,PS Ratio,0.85,0.85,1.20,1.48,2.52,1.78,2.28,4.66,-,10.31,-,Upgrade
5,PB Ratio,-1.54,-1.54,4.61,1.22,1.03,0.50,0.62,0.48,0.57,0.63,0.72,Upgrade
6,P/TBV Ratio,-,-,4.73,1.21,1.02,0.50,0.62,0.48,0.57,0.63,0.72,Upgrade
7,P/FCF Ratio,3.41,3.41,29.26,-,-,-21.64,-,11.60,-,-,-,Upgrade
8,P/OCF Ratio,4.81,4.81,18.62,-45.25,-,150.79,-,9.79,-,-,-,Upgrade
9,EV/Sales Ratio,5.68,5.36,3.61,3.61,5.42,3.99,3.90,8.06,-,13.05,-,Upgrade
10,EV/FCF Ratio,22.83,21.53,87.88,-,-,-48.36,-,20.08,-,-,-,Upgrade
11,Debt / Equity Ratio,-9.37,-9.37,11.02,2.18,1.54,0.68,0.67,0.55,0.48,0.33,0.29,Upgrade
12,Debt / FCF Ratio,20.79,20.79,69.91,-,-,-29.94,-,13.43,-,-,-,Upgrade
13,Earnings Yield,-358.57%,-358.57%,-130.31%,-133.84%,-110.77%,-76.85%,-46.33%,-10.10%,-,-14.52%,-,Upgrade
14,FCF Yield,29.30%,29.30%,3.42%,-11.15%,-3.53%,-4.62%,1.98%,8.62%,-,-3.28%,-,Upgrade
