,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,190.1,188.99,74.84,178.07,270.37,235.47,261.03,266.09,274.06,272.45,Upgrade
1,Short-Term Investments,123.11,121.98,236.84,136.72,19.56,12.42,24.46,10.37,15,17.4,Upgrade
2,Cash & Short-Term Investments,313.21,310.97,311.68,314.8,289.93,247.89,285.49,276.46,289.06,289.86,Upgrade
3,Cash Growth,0.49%,-1.22%,7.50%,26.99%,1.55%,-10.33%,-1.24%,-4.62%,-4.79%,-14.51%,Upgrade
4,Accounts Receivable,32.56,38.64,45.7,42.07,71.84,100.69,69.3,90.54,88.6,100.43,Upgrade
5,Other Receivables,-,-,-,-,0,1.03,1.03,1.5,4.4,0.38,Upgrade
6,Receivables,32.56,38.64,45.7,42.07,71.84,101.72,70.33,92.04,93,100.8,Upgrade
7,Inventory,19.19,8.03,25.44,16.32,35.58,33.75,33.65,22.14,31.55,51.25,Upgrade
8,Other Current Assets,18.26,0.22,0.59,-,20.18,15.51,1.07,0.16,-,1.35,Upgrade
9,Total Current Assets,383.21,357.86,383.41,373.18,417.52,398.86,390.54,390.8,413.61,443.26,Upgrade
10,"Property, Plant & Equipment",236.99,264.66,277.76,280.84,279.78,283.87,284.68,280.54,287.92,288.48,Upgrade
11,Long-Term Investments,468.68,468.81,487.67,535.75,546.66,610.7,576.59,547.24,515.11,508.54,Upgrade
12,Other Intangible Assets,2.14,2.19,2.56,2.61,2.65,2.7,2.75,2.8,2.84,2.89,Upgrade
13,Other Long-Term Assets,0.94,0.94,0.96,1.05,1.04,1.19,4.9,5.19,1.18,1.15,Upgrade
14,Total Assets,1092,1094,1152,1193,1248,1297,1259,1227,1221,1244,Upgrade
15,Accounts Payable,18.35,14.2,28.35,15.18,36.97,25.71,39.12,21.33,23.12,41.11,Upgrade
16,Accrued Expenses,22.46,21.24,25.26,20.89,47.61,36.39,27.98,31.8,27.76,31.8,Upgrade
17,Current Portion of Leases,0.1,0.1,0.1,0.07,0.14,0.45,1.32,1.92,4.41,4.1,Upgrade
18,Current Income Taxes Payable,11.47,11.1,14,14.73,13.2,14.25,12.94,12.72,10.89,7.34,Upgrade
19,Current Unearned Revenue,7.54,1.98,6.38,4.59,6.62,7.29,6.61,6.76,6.69,4.75,Upgrade
20,Other Current Liabilities,4.72,0.27,4.43,0.42,12.14,9.37,0.19,0.19,0.7,0.24,Upgrade
21,Total Current Liabilities,64.64,48.89,78.52,55.88,116.67,93.47,88.15,74.72,73.58,89.33,Upgrade
22,Long-Term Leases,0.01,0.07,0.11,-,0.01,0.08,0.76,5.18,13.11,13.86,Upgrade
23,Long-Term Deferred Tax Liabilities,11.86,11.93,15.59,15.6,15.3,15.23,15.04,14.67,17.18,16.04,Upgrade
24,Total Liabilities,87.06,71.27,105.43,85.24,147.99,127.32,125.04,113.18,120.46,143.57,Upgrade
25,Common Stock,208.42,208.42,208.42,208.42,208.42,208.42,208.42,208.42,208.42,208.42,Upgrade
26,Retained Earnings,725.29,761.2,791,813.5,844.57,840.89,818.72,810.22,815.65,838.05,Upgrade
27,Comprehensive Income & Other,71.2,53.57,47.5,86.26,46.67,120.69,107.28,96.4,77.36,55.1,Upgrade
28,Total Common Equity,1005,1023,1047,1108,1100,1170,1134,1115,1101,1102,Upgrade
29,Minority Interest,-,-,-,-,-,-,-,-1.66,-1.24,-0.83,Upgrade
30,Shareholders' Equity,1005,1023,1047,1108,1100,1170,1134,1113,1100,1101,Upgrade
31,Total Liabilities & Equity,1092,1094,1152,1193,1248,1297,1259,1227,1221,1244,Upgrade
32,Total Debt,0.12,0.16,0.21,0.07,0.15,0.54,2.07,7.1,17.52,17.96,Upgrade
33,Net Cash (Debt),313.09,310.8,311.47,314.72,289.78,247.35,283.41,269.36,271.54,271.89,Upgrade
34,Net Cash Growth,0.52%,-1.25%,7.49%,27.24%,2.24%,-8.17%,4.37%,-0.93%,-4.03%,-19.81%,Upgrade
35,Net Cash Per Share,1.51,1.50,1.51,1.52,1.40,1.20,1.37,1.30,1.31,1.32,Upgrade
36,Filing Date Shares Outstanding,206.75,206.75,206.75,206.75,206.75,206.75,206.75,206.75,206.75,206.75,Upgrade
37,Total Common Shares Outstanding,206.75,206.75,206.75,206.75,206.75,206.75,206.75,206.75,206.75,206.75,Upgrade
38,Working Capital,318.58,308.97,304.9,317.3,300.85,305.4,302.39,316.08,340.03,353.92,Upgrade
39,Book Value Per Share,4.86,4.95,5.06,5.36,5.32,5.66,5.49,5.39,5.33,5.33,Upgrade
40,Tangible Book Value,1003,1021,1044,1106,1097,1167,1132,1112,1099,1099,Upgrade
41,Tangible Book Value Per Share,4.85,4.94,5.05,5.35,5.31,5.65,5.47,5.38,5.31,5.31,Upgrade
42,Land,-,99.03,-,100.83,-,102.65,-,101.31,-,98.69,Upgrade
43,Machinery,-,23.36,-,24.7,-,49.51,-,59.12,-,70.94,Upgrade
