,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,22822,15178,18037,18877,20242,15218,16395,24473,17983,24928,25654,Upgrade
1,Market Cap Growth,-19.59%,-19.59%,-10.89%,24.04%,23.46%,-37.82%,-8.83%,-1.83%,-29.90%,-26.72%,0.64%,Upgrade
2,Enterprise Value,23814,16639,18839,18758,20230,15576,16684,25606,18685,26117,27919,Upgrade
3,Last Close Price,9.69,6.19,7.23,7.57,7.88,5.92,5.99,8.84,6.51,9.04,9.30,Upgrade
4,PE Ratio,13.24,8.52,10.57,9.05,9.35,7.56,8.09,19.71,18.12,16.77,23.55,Upgrade
5,Forward PE,9.64,6.95,7.71,9.00,10.20,7.68,8.44,14.23,9.67,15.54,14.64,Upgrade
6,PS Ratio,2.61,1.68,2.09,2.31,2.61,2.04,2.09,3.39,2.71,4.23,4.31,Upgrade
7,PB Ratio,1.48,0.84,0.99,1.09,1.17,0.90,0.91,1.44,1.16,1.98,2.21,Upgrade
8,P/TBV Ratio,1.65,1.65,1.98,2.27,2.48,2.11,2.04,3.39,3.11,5.21,6.92,Upgrade
9,P/FCF Ratio,14.66,9.75,11.23,13.17,14.63,13.47,24.32,51.36,33.53,17.49,16.20,Upgrade
10,P/OCF Ratio,7.09,7.09,7.86,7.62,8.39,7.24,8.46,14.05,11.26,11.98,12.15,Upgrade
11,PEG Ratio,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.29,0.91,Upgrade
12,EV/Sales Ratio,2.63,1.84,2.19,2.30,2.61,2.09,2.13,3.55,2.82,4.43,4.69,Upgrade
13,EV/EBITDA Ratio,9.24,6.34,7.66,6.49,7.84,6.65,6.82,11.93,9.35,16.16,17.22,Upgrade
14,EV/EBIT Ratio,10.82,7.33,8.92,7.44,9.33,8.03,8.06,14.57,11.73,20.82,22.11,Upgrade
15,EV/FCF Ratio,15.30,10.69,11.73,13.09,14.62,13.79,24.75,53.73,34.84,18.32,17.63,Upgrade
16,Debt / Equity Ratio,0.25,0.25,0.29,0.31,0.29,0.27,0.18,0.19,0.22,0.38,0.28,Upgrade
17,Debt / FCF Ratio,2.91,2.91,3.32,3.75,3.69,3.98,4.79,6.68,6.45,3.40,2.04,Upgrade
18,Return on Capital Employed (ROCE),11.36%,11.36%,9.64%,11.90%,9.51%,8.88%,9.48%,8.49%,8.27%,7.17%,8.55%,Upgrade
19,Earnings Yield,7.81%,11.74%,9.46%,11.04%,10.70%,13.23%,12.36%,5.07%,5.52%,5.96%,4.25%,Upgrade
20,FCF Yield,6.82%,10.26%,8.91%,7.59%,6.83%,7.42%,4.11%,1.95%,2.98%,5.72%,6.17%,Upgrade
21,Buyback Yield / Dilution,3.83%,0.45%,6.97%,8.61%,5.44%,3.36%,-0.13%,-1.28%,-9.10%,-7.70%,7.37%,Upgrade
22,Total Shareholder Return,6.41%,0.45%,6.97%,8.61%,5.44%,3.36%,-0.13%,-1.28%,-9.10%,-7.70%,7.37%,Upgrade
