,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,167854,4568,804333,239237,2053,5270,46260,20387,149529,171073.0,181062.0,54527.0,66560.0,73686.0,10232.0,5758.0,88878.0,19331.0,36405.0,74746,Upgrade
1,Trading Asset Securities,416564,417431,695134,614956,732923,395734,640507,377517,400962,512013.0,455002.0,678528.0,737876.0,513955.0,346836.0,196667.0,537049.0,364199.0,279339.0,432154,Upgrade
2,Accounts Receivable,2958401,2824685,3539253,3120433,2717449,2489074,2380945,2023732,1965958,2274642.0,2304196.0,2860402.0,2842049.0,2895681.0,2799062.0,2208183.0,1704880.0,1374530.0,1374570.0,1239707,Upgrade
3,Other Receivables,51465,431359,489901,780532,31503,920884,594495,325819,412323,471570.0,373151.0,816415.0,728411.0,502692.0,610895.0,485825.0,490821.0,283009.0,225035.0,220881,Upgrade
4,"Property, Plant & Equipment",11743,11985,13067,13397,13909,15680,15141,12061,13146,8402.0,9442.0,10440.0,11491.0,11241.0,12387.0,14445.0,14560.0,11325.0,12392.0,13498,Upgrade
5,Other Intangible Assets,7921,7600,5527,5792,4925,3737,3897,3710,3952,3878.0,4181.0,3417.0,3776.0,3693.0,3874.0,2415.0,2690.0,1816.0,1920.0,2131,Upgrade
6,Investments in Debt & Equity Securities,1387029,351412,380435,377727,1951757,800876,243002,229847,245681,255641.0,240419.0,283618.0,292267.0,446894.0,440382.0,406590.0,392136.0,349643.0,292660.0,177076,Upgrade
7,Other Current Assets,570988,538782,374783,1539913,528047,11601,1076789,1052684,635515,665613.0,975949.0,1227138.0,1011011.0,823846.0,505264.0,250168.0,147638.0,31199.0,11928.0,20079,Upgrade
8,Other Long-Term Assets,56787,30753,31188,29471,31063,30439,29491,29602,29625,24903.0,24366.0,24680.0,25040.0,25536.0,28282.0,30540.0,33901.0,35352.0,38423.0,41668,Upgrade
9,Total Assets,5628908,4618731,6334553,6721494,6013664,4674255,5033311,4077290,3857651,4388476.0,4569269.0,5960543.0,5719297.0,5297824.0,4757713.0,3601031.0,3412993.0,2470845.0,2273134.0,2222417,Upgrade
10,Accounts Payable,15595,5718,11057,12871,9196,8515,9090,3856,9285,827623.0,6555.0,511146.0,14392.0,645002.0,15391.0,324168.0,11818.0,12469.0,14648.0,5177,Upgrade
11,Accrued Expenses,149281,172578,167001,92404,161867,132947,95746,56061,119176,131892.0,124680.0,110899.0,142377.0,155794.0,150746.0,68791.0,56457.0,50836.0,37875.0,17943,Upgrade
12,Short-Term Debt,2908548,1881267,3605481,4084095,3358261,1705311,2302945,1718379,980000,1058889.0,1470000.0,2870855.0,2505696.0,2220998.0,1867934.0,1093000.0,895000.0,397000.0,238000.0,-,Upgrade
13,Other Current Liabilities,51242,13724,57487,73745,114859,424378,271179,37393,521009,9886.0,643237.0,100182.0,735725.0,14057.0,514302.0,22705.0,437785.0,3754.0,5575.0,16839,Upgrade
14,Long-Term Debt,-,-,-,-,-,-,-,-,-,103094.0,102074.0,101075.0,100195.0,100939.0,100228.0,102330.0,100251.0,102354.0,100228.0,408784,Upgrade
15,Long-Term Deferred Tax Liabilities,34306,35439,33411,35921,29077,30084,27554,21043,18431,21771.0,24212.0,37619.0,38601.0,33225.0,31296.0,21236.0,16732.0,9868.0,7007.0,4006,Upgrade
16,Total Liabilities,3184312,2144291,3901198,4330608,3698888,2330313,2739401,1861877,1676711,2183143.0,2398109.0,3763417.0,3574846.0,3199227.0,2711571.0,1658227.0,1538249.0,592400.0,423749.0,459913,Upgrade
17,Common Stock,722339,722339,722339,722339,722339,722339,722339,722339,722339,722339.0,722339.0,722339.0,722339.0,722339.0,722339.0,722339.0,722339.0,722339.0,722339.0,722339,Upgrade
18,Additional Paid-In Capital,610253,610253,610253,610253,610253,610253,610253,610253,610253,610253.0,610253.0,610253.0,610253.0,610253.0,610253.0,610253.0,610253.0,610253.0,610253.0,610253,Upgrade
19,Retained Earnings,1009082,1033244,997724,955055,900309,919896,883373,810678,789608,803918.0,765824.0,762970.0,714259.0,674202.0,641390.0,558500.0,494746.0,519532.0,495415.0,420939,Upgrade
20,Comprehensive Income & Other,103417,109100,103535,103735,82371,91950,78441,72640,59236,69319.0,73241.0,102060.0,98097.0,92299.0,72656.0,52208.0,47902.0,26817.0,21874.0,9470,Upgrade
21,Shareholders' Equity,2444596,2474440,2433355,2390886,2314777,2343942,2293911,2215414,2180940,2205333.0,2171160.0,2197126.0,2144452.0,2098597.0,2046142.0,1942804.0,1874744.0,1878445.0,1849384.0,1762504,Upgrade
22,Total Liabilities & Equity,5628908,4618731,6334553,6721494,6013664,4674255,5033311,4077290,3857651,4388476.0,4569269.0,5960543.0,5719297.0,5297824.0,4757713.0,3601031.0,3412993.0,2470845.0,2273134.0,2222417,Upgrade
23,Total Debt,2908548,1881267,3605481,4084095,3358261,1705311,2302945,1718379,980000,1161983.0,1572074.0,2971931.0,2605890.0,2321937.0,1968162.0,1195330.0,995251.0,499354.0,338228.0,408784,Upgrade
24,Net Cash (Debt),-2324130,-1459269,-2106014,-3229902,-2623285,-1304306,-1616178,-1320475,-429509,-478897.0,-936010.0,-2238876.0,-1801453.0,-1734296.0,-1611094.0,-992905.0,-369324.0,-115824.0,-22484.0,98115,Upgrade
25,Net Cash Per Share,-29583.46,-15982.67,-38470.87,-37994.86,-29161.67,-18606.01,-16526.46,-18289.09,-4885.47,-7517.62,-41285.77,-36752.59,-16983.97,-26639.02,-15643.97,-9188.68,-4180.85,-1154.97,-255.37,1358.93,Upgrade
26,Filing Date Shares Outstanding,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,Upgrade
27,Total Common Shares Outstanding,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,72.2,Upgrade
28,Working Capital,1015422,2108128,2036549,2000421,342199,1523293,2029934,1961237,1906967,2037373.0,2019038.0,2013665.0,1950674.0,1745398.0,1692740.0,1612380.0,1548441.0,1592529.0,1611224.0,1940921,Upgrade
29,Book Value Per Share,33858.60,34271.95,33702.91,33114.70,32060.55,32464.51,31771.55,30684.34,30206.86,30544.72,30071.41,30431.05,29701.49,29066.38,28339.86,26908.59,25965.93,26017.19,25614.69,24411.36,Upgrade
30,Tangible Book Value,2436675,2466840,2427828,2385094,2309852,2340205,2290014,2211704,2176988,2201455.0,2166979.0,2193709.0,2140676.0,2094904.0,2042268.0,1940389.0,1872054.0,1876628.0,1847464.0,1760373,Upgrade
31,Tangible Book Value Per Share,33748.90,34166.69,33626.36,33034.48,31992.34,32412.75,31717.58,30632.95,30152.13,30491.01,30013.5,30383.72,29649.19,29015.23,28286.2,26875.14,25928.68,25992.03,25588.1,24381.84,Upgrade
