,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest and Dividend Income,-259936,105737,190528,105588,-181254,93108,135638,64851,115272,75439,146599,88197,148932,92235,134731,63950,107605,47153,57774,41996,Upgrade
1,Total Interest Expense,32901,31372,34394,36177,31434,33287,32144,26486,23646,29430,38757,42875,39179,30026,26678,12702,8817,5306,9767,8852,Upgrade
2,Net Interest Income,-292838,74365,156134,69411,-212687,59821,103494,38365,91627,46009,107842,45322,109753,62209,108053,51248,98788,41847,48007,33145,Upgrade
3,Brokerage Commission,61895,69066,96451,91180,84608,105049,71766,46342,68883,67041,80240,103991,132683,112444,136672,85871,58942,33426,33970,25054,Upgrade
4,Trading & Principal Transactions,-1427,-830.8,-703.69,-483.76,-1414,-720.27,-768.26,-255.51,-1231,-724.25,-1478,-119,-1377,-1198,-1036,-404.48,-1870,-514.15,-414.65,-439.25,Upgrade
5,Asset Management Fee,5372,1689,2188,1082,3730,1440,1847,1982,2381,1574,2452,3094,2933,1952,2266,2082,1972,1274,1166,1265,Upgrade
6,Underwriting & Investment Banking Fee,-,-,-,-,-,-,2.48,-,-,10059,2554,10864,9082,2165,8377,8703,6059,3231,5332,-,Upgrade
7,Gain on Sale of Investments (Rev),23246,20155,25674,36499,32072,25444,26768,23199,20212,5343,3575,34385,54954,15608,58463,48876,36595,19617,64454,11805,Upgrade
8,Other Revenue,408967,2094,1828,1255,329238,1969,1266,1427,2600,2420,-908.43,9000,5365,2797,3920,3260,2594,1788,1766,3223,Upgrade
9,Revenue,205215,166538,281571,198944,235547,193003,204375,111059,184472,131720,194276,206538,313394,195977,316714,199636,203080,100669,154278,74053,Upgrade
10,Revenue Growth (YoY),-12.88%,-13.71%,37.77%,79.13%,27.69%,46.53%,5.20%,-46.23%,-41.14%,-32.79%,-38.66%,3.46%,54.32%,94.67%,105.29%,169.58%,30.51%,-13.03%,15.90%,-21.52%,Upgrade
11,Cost of Services Provided,139019,55243,166207,121580,188395,132627,98005,68124,103636,87735,111182,123152,173027,126337,192561,116663,99922,50459,57087,45389,Upgrade
12,Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,6.63,-6.63,-,-,-,-,-200,-,200,-,Upgrade
13,Total Operating Expenses,139019,55243,166207,121580,188395,132627,98005,68124,103636,87735,111189,123145,173027,126337,192561,116663,99722,50459,57287,45389,Upgrade
14,Operating Income,66196,111295,115363,77363,47152,60376,106370,42934,80836,43985,83087,83392,140367,69640,124153,82972,103358,50211,96991,28665,Upgrade
15,Currency Exchange Gains,0.68,-,3.01,-,-0.01,-,-,-,-8995,-,-,-,-,-,-,-,-,-,-0.11,-0.18,Upgrade
16,Other Non-Operating Income (Expenses),1323,490.08,165.89,113.5,54440,-89.25,10548,-94.38,24334,21047,22501,-135.7,2430,-129.49,3022,2909,8813,4948,6465,5824,Upgrade
17,EBT Excluding Unusual Items,67520,111785,115532,77477,101592,60287,116918,42840,96175,65032,105588,83257,142797,69510,127175,85882,112171,55158,103456,34488,Upgrade
18,Gain (Loss) on Sale of Investments,-29619,-61461,-65318,-10783,-41799,-14995,-20681,-8937,-43362,-17543,-85882,-22548,-21598,-26868,-17836,-8033,-57903,-16850,-18118,-58069,Upgrade
19,Pretax Income,37901,50325,50214,66694,59793,45292,96237,33903,53100,47488,19706,60709,121199,42642,109339,77848,54267,38308,85337,-23581,Upgrade
20,Income Tax Expense,4302,14716,2850,11948,7179,8769,16927,6626,8410,9394,3971,12341,23382,9830,20778,14094,6853,5114,10861,-876.32,Upgrade
21,Net Income,33598,35608,47365,54746,52614,36523,79310,27277,44689,38095,15735,48368,97817,32812,88562,63754,47415,33194,74476,-22704,Upgrade
22,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-53982,-,-,-,63282,-,-,-,33022,-,-,-,Upgrade
23,Net Income to Common,33598,35608,47365,54746,52614,36523,79310,27277,98671,38095,15735,48368,34535,32812,88562,63754,14392,33194,74476,-22704,Upgrade
24,Net Income Growth,-36.14%,-2.50%,-40.28%,100.71%,17.73%,-4.13%,404.03%,-43.61%,-54.31%,16.10%,-82.23%,-24.13%,106.30%,-1.15%,18.91%,-,27.09%,-4.87%,119.47%,-,Upgrade
25,Shares Outstanding (Basic),79,91,55,85,90,70,98,72,88,64,23,61,106,65,103,108,88,100,88,72,Upgrade
26,Shares Outstanding (Diluted),79,91,55,85,90,70,98,72,88,64,23,61,106,65,103,108,88,100,88,72,Upgrade
27,Shares Change (YoY),-12.67%,30.24%,-44.02%,17.74%,2.32%,10.04%,331.35%,18.52%,-17.11%,-2.15%,-77.99%,-43.62%,20.07%,-35.08%,16.96%,49.66%,22.33%,21.57%,62.25%,-18.40%,Upgrade
28,EPS (Basic),427.67,390.00,865.22,644.00,584.88,521.00,811.00,377.79,1122.34,598.00,694.06,794.00,325.59,504.00,859.95,590.00,162.93,331.00,845.86,52.00,Upgrade
29,EPS (Diluted),427.67,390.00,865.22,644.00,584.88,521.00,811.00,377.79,1122.34,598.00,694.06,794.00,325.59,504.00,859.95,590.00,162.93,331.00,845.86,52.00,Upgrade
30,EPS Growth,-26.88%,-25.14%,6.68%,70.46%,-47.89%,-12.88%,16.85%,-52.42%,244.71%,18.65%,-19.29%,34.58%,99.84%,52.27%,1.67%,1034.62%,-43.03%,-21.75%,35.27%,-84.34%,Upgrade
31,Free Cash Flow,-898383,876815,1067296,-467809,-1356922,921209,-749559,-433166,214086,402169,1589920,-377193,-296775,-1337610,277541,-281121,-156932,-176075,23660,508.39,Upgrade
32,Free Cash Flow Per Share,-11435.36,9603.33,19496.46,-5503.06,-15084.19,13141.10,-7664.72,-5999.52,2435.14,6313.17,70128.58,-6191.87,-2797.98,-20545.87,2694.97,-2601.58,-1776.52,-1755.77,268.71,7.04,Upgrade
33,Dividend Per Share,-,-,-,-,-,-,-,-,1000.000,-,-,-,800.000,-,-,-,800.000,-,-,-,Upgrade
34,Dividend Growth,-,-,-,-,-,-,-,-,25.00%,-,-,-,0%,-,-,-,-20.00%,-,-,-,Upgrade
35,Operating Margin,32.26%,66.83%,40.97%,38.89%,20.02%,31.28%,52.05%,38.66%,43.82%,33.39%,42.77%,40.38%,44.79%,35.53%,39.20%,41.56%,50.90%,49.88%,62.87%,38.71%,Upgrade
36,Profit Margin,16.37%,21.38%,16.82%,27.52%,22.34%,18.92%,38.81%,24.56%,53.49%,28.92%,8.10%,23.42%,11.02%,16.74%,27.96%,31.94%,7.09%,32.97%,48.27%,-30.66%,Upgrade
37,Free Cash Flow Margin,-437.78%,526.50%,379.05%,-235.15%,-576.07%,477.30%,-366.76%,-390.03%,116.05%,305.32%,818.38%,-182.63%,-94.70%,-682.54%,87.63%,-140.82%,-77.28%,-174.90%,15.34%,0.69%,Upgrade
38,Effective Tax Rate,11.35%,29.24%,5.68%,17.91%,12.01%,19.36%,17.59%,19.54%,15.84%,19.78%,20.15%,20.33%,19.29%,23.05%,19.00%,18.10%,12.63%,13.35%,12.73%,-,Upgrade
39,Revenue as Reported,239543,198741,316668,235604,268395,227010,237288,137801,209349,161874,234511,249532,353950,227200,344428,212742,213766,106489,164460,83344,Upgrade
