,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,39,24,33,38,39,50,40,45,48,63,62,118,87,73,76,75,72,64,67,77,52,Upgrade
1,Market Cap Growth,-52.00%,-52.00%,-18.81%,-14.29%,-18.33%,-20.89%,-35.26%,-62.03%,-44.70%,-13.19%,-17.89%,56.91%,20.56%,13.04%,13.10%,-2.08%,38.46%,1.26%,-18.05%,8.47%,-16.13%,Upgrade
2,Enterprise Value,57,39,48,52,53,51,29,33,36,50,49,113,81,89,92,82,79,55,57,62,38,Upgrade
3,Last Close Price,0.10,0.06,0.08,0.10,0.10,0.13,0.10,0.11,0.12,0.16,0.16,0.29,0.22,0.18,0.19,0.19,0.18,0.16,0.17,0.19,0.13,Upgrade
4,PE Ratio,-,-3.85,-2.82,-,-,-,-,-,-,2.66,3.02,6.14,5.67,-8.11,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.26,0.16,0.23,0.32,0.34,0.45,0.30,0.30,0.29,0.36,0.35,0.69,0.55,0.51,0.72,0.80,0.92,0.88,0.70,0.71,0.44,Upgrade
6,PB Ratio,2.18,1.33,1.82,2.37,2.42,2.03,1.20,1.33,1.10,1.44,1.62,3.06,-,3.66,3.92,3.88,-,2.23,1.86,2.13,-,Upgrade
7,P/TBV Ratio,1.33,1.33,1.82,2.37,2.42,2.03,1.20,1.33,1.10,1.44,1.62,3.06,-,3.66,3.92,3.88,-,2.23,1.86,2.13,-,Upgrade
8,EV/Sales Ratio,0.37,0.26,0.33,0.44,0.45,0.47,0.21,0.22,0.22,0.28,0.28,0.66,0.52,0.63,0.87,0.87,1.00,0.75,0.60,0.58,0.32,Upgrade
9,EV/EBITDA Ratio,-,-94.45,-28.55,-,-,-6.77,-,-,-,4.95,-,19.90,54.19,-12.97,-,-,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,-,-13.68,-12.23,-,-,-,-,-,-,5.51,-,26.28,1983.63,-10.62,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,1.31,1.31,1.31,1.58,1.58,0.87,0.63,0.63,0.17,0.17,0.36,0.36,-,0.94,1.36,1.36,-,0.63,0.20,0.20,-,Upgrade
12,Debt / EBITDA Ratio,-,3.89,3.89,-,-,32.66,-,-,-,0.29,-,2.12,-,1.52,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,2.70,2.84,2.04,1.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,99.33,242.14,407.58,881.81,100.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.70,0.70,0.70,0.62,0.62,0.73,-,1.18,-,1.94,-,1.42,-,0.87,-,0.78,-,0.91,-,1.90,-,Upgrade
16,Current Ratio,0.91,0.91,0.91,0.84,0.84,1.05,-,1.51,-,2.45,-,2.04,-,1.29,-,1.26,-,1.58,-,2.52,-,Upgrade
17,Return on Equity (ROE),24.22%,25.48%,-103.83%,-82.47%,-59.00%,-57.96%,-103.17%,-0.31%,49.01%,0.33%,-,-,39.57%,-29.28%,-,-,-32.91%,-50.19%,-,-,Upgrade,
18,Return on Assets (ROA),3.12%,3.30%,-9.39%,-8.98%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),5.03%,5.02%,-13.47%,-12.84%,-1.08%,-17.08%,-14.75%,-6.57%,29.82%,-4.03%,-,-,16.31%,-11.96%,-,-,-19.83%,-27.64%,-,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-15.30%,-21.00%,-,-,-,-,-,-,20.63%,-,11.10%,-,-41.70%,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-15.90%,-25.97%,-35.44%,-45.83%,-59.68%,-38.45%,-24.44%,-11.06%,13.76%,37.61%,33.12%,16.28%,17.64%,-12.33%,-17.88%,-22.20%,-28.19%,-29.57%,-23.98%,-22.12%,-28.65%,Upgrade
22,FCF Yield,-7.03%,-11.48%,-5.98%,-3.04%,-1.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.11%,-1.11%,Upgrade,
24,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.11%,-1.11%,Upgrade,
