,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 6, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,137,183,376,474,209,196,252,425,116,170,281,Upgrade
1,Market Cap Growth,-61.38%,-61.38%,79.69%,141.67%,-16.88%,-53.85%,116.90%,150.00%,-58.72%,-51.40%,-36.76%,Upgrade
2,Enterprise Value,138,161,350,429,164,155,201,410,132,181,279,Upgrade
3,Last Close Price,0.42,0.56,1.15,1.45,0.64,0.60,0.77,1.30,0.35,0.52,0.86,Upgrade
4,PE Ratio,-,-,-,-,-,-,-38.61,-,-,-,-,Upgrade
5,PS Ratio,0.91,1.22,2.41,2.72,1.18,1.08,1.35,2.47,0.72,1.14,1.98,Upgrade
6,PB Ratio,3.10,3.42,5.04,5.12,1.96,1.82,2.13,3.77,0.94,1.34,2.11,Upgrade
7,P/TBV Ratio,4.13,4.13,6.03,5.87,2.28,2.10,2.48,4.36,1.09,1.51,2.35,Upgrade
8,P/FCF Ratio,-,-,-,-,-,20.38,-,-,58.06,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,16.48,-,-,28.46,-,-,Upgrade
10,EV/Sales Ratio,0.92,1.07,2.24,2.47,0.93,0.85,1.08,2.38,0.81,1.22,1.97,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,40.51,-,17.60,-126.14,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-175.74,-,-138.23,-,-,Upgrade
13,EV/FCF Ratio,-5.12,-,-,-,-,16.14,-,-,65.90,-,-,Upgrade
14,Debt / Equity Ratio,0.25,0.25,0.16,0.14,0.12,0.15,0.12,0.13,0.33,0.53,0.51,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,1.69,-,-,20.47,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-0.87%,-,-0.70%,-,-,Upgrade
17,Earnings Yield,-27.74%,-20.81%,-8.12%,-2.17%,-3.26%,-1.70%,-2.59%,-4.38%,-13.61%,-21.00%,-19.58%,Upgrade
18,FCF Yield,-19.64%,-14.73%,-5.95%,-5.76%,2.93%,4.91%,-2.86%,0.63%,1.72%,-12.03%,-16.04%,Upgrade
