,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,12199,10360,9842,11836,15799,17690,16706,18856,19402,17347,19988,23259,24573,34515,22044,19876,13201,10904,9723,10518,14574,Upgrade
1,Market Cap Growth,-41.43%,-41.43%,-41.09%,-37.23%,-18.57%,1.97%,-16.42%,-18.93%,-21.04%,-49.74%,-9.33%,17.02%,86.15%,216.54%,126.71%,88.98%,-9.43%,-27.22%,-43.09%,-46.21%,-3.69%,Upgrade
2,Enterprise Value,43350,36725,37025,37370,41332,45998,38579,44642,39631,42749,39402,47884,48386,58766,42634,42480,35805,34057,32999,34793,38850,Upgrade
3,Last Close Price,4.71,4.00,3.80,4.57,6.10,6.83,6.45,7.14,7.35,6.57,7.64,8.75,9.24,12.98,9.95,8.96,5.95,4.92,4.37,4.73,6.55,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,12.06,9.30,9.47,8.94,11.28,10.19,23.37,91.33,-,-,47.15,-,Upgrade
5,Forward PE,-,17.47,20.00,73.12,-,71.89,11.73,4.22,4.39,3.98,4.85,5.98,7.07,10.54,7.86,16.03,49.20,36.29,41.18,7.14,11.81,Upgrade
6,PS Ratio,0.41,0.35,0.31,0.35,0.43,0.43,0.39,0.40,0.38,0.28,0.33,0.42,0.39,0.56,0.30,0.22,0.16,0.13,0.12,0.13,0.18,Upgrade
7,PB Ratio,0.55,0.36,0.35,0.42,0.54,0.57,0.53,0.58,0.59,0.53,0.61,0.73,0.79,1.11,0.95,0.89,0.61,0.53,0.46,0.48,0.67,Upgrade
8,P/TBV Ratio,0.51,0.51,0.47,0.57,0.75,0.78,0.73,0.80,0.81,0.71,0.82,0.97,1.04,1.46,1.11,1.05,0.73,0.62,0.54,0.58,0.79,Upgrade
9,P/FCF Ratio,5.73,4.86,3.39,4.63,-150.45,26.25,-7.48,-,705.01,-,8.46,-,8.75,-,4.02,-,2.66,2.17,2.94,-,4.42,Upgrade
10,P/OCF Ratio,1.77,1.77,1.49,1.90,3.79,3.25,5.22,-,3.64,3.19,3.78,-,5.51,-,2.94,2.55,1.87,1.34,1.42,-,1.79,Upgrade
11,PEG Ratio,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,Upgrade
12,EV/Sales Ratio,1.48,1.25,1.16,1.09,1.11,1.13,0.90,0.94,0.77,0.69,0.64,0.86,0.77,0.96,0.58,0.47,0.43,0.41,0.39,0.43,0.47,Upgrade
13,EV/EBITDA Ratio,15.69,14.27,15.98,21.44,29.17,25.98,18.87,12.49,8.90,7.14,6.15,7.10,6.80,8.60,6.94,9.62,10.92,14.65,13.29,11.11,10.75,Upgrade
14,EV/EBIT Ratio,-,-406.79,-119.75,-44.08,-,-61.64,-,-,-,11.57,9.40,10.74,9.87,12.52,10.54,17.74,27.68,90.84,-,25.32,20.35,Upgrade
15,EV/FCF Ratio,20.36,17.24,12.74,14.62,-393.59,68.24,-17.27,-,1440.06,-,16.68,-,17.23,-,7.77,-,7.23,6.77,9.99,-,11.78,Upgrade
16,Debt / Equity Ratio,1.08,1.08,0.94,0.93,0.95,0.84,0.89,0.70,0.81,0.64,0.79,0.58,0.74,0.72,1.07,1.08,1.14,1.23,1.22,1.19,1.15,Upgrade
17,Debt / EBITDA Ratio,11.32,8.54,7.05,8.50,37.96,9.84,19.60,13.00,11.38,5.62,3.22,3.50,3.08,4.14,2.85,3.55,3.83,9.52,14.18,11.84,9.68,Upgrade
18,Debt / FCF Ratio,14.69,14.69,9.02,10.18,-264.95,38.56,-12.46,-,975.09,-,10.92,-,8.28,-,4.54,-,4.97,5.05,7.83,-,7.67,Upgrade
19,Asset Turnover,0.38,0.41,0.43,0.36,0.50,0.48,0.53,0.52,0.59,0.74,0.80,1.12,0.67,0.51,1.32,1.20,1.50,1.63,1.01,1.19,Upgrade,
20,Inventory Turnover,7.09,7.49,8.55,8.17,7.05,9.21,9.21,10.39,10.26,10.92,14.02,17.64,25.86,13.80,7.69,27.70,24.15,23.28,22.49,14.89,17.99,Upgrade
21,Quick Ratio,0.30,0.30,0.35,0.34,0.33,0.41,0.42,0.51,0.50,0.48,0.46,0.54,0.55,0.52,0.43,0.47,0.48,0.39,0.43,0.40,0.39,Upgrade
22,Current Ratio,0.43,0.43,0.48,0.50,0.50,0.60,0.63,0.75,0.70,0.78,0.71,0.81,0.75,0.80,0.68,0.76,0.65,0.68,0.73,0.76,0.67,Upgrade
23,Return on Equity (ROE),-1.39%,-1.14%,-3.44%,-21.15%,-3.52%,-10.63%,-5.43%,-4.58%,0.18%,12.44%,6.55%,4.77%,10.65%,20.17%,15.30%,12.95%,-6.18%,-7.68%,0.08%,-3.02%,Upgrade,
24,Return on Assets (ROA),0.86%,0.62%,0.39%,-2.16%,0.14%,-1.11%,-0.54%,-0.79%,1.14%,4.07%,2.49%,4.48%,3.13%,5.74%,4.40%,4.34%,0.84%,-0.47%,0.35%,0.78%,Upgrade,
25,Return on Capital (ROIC),1.15%,0.83%,0.51%,-2.83%,0.19%,-1.57%,-0.76%,-1.13%,1.62%,5.79%,3.57%,6.10%,4.25%,8.12%,6.44%,6.03%,1.13%,-0.63%,0.47%,1.04%,Upgrade,
26,Return on Capital Employed (ROCE),-,-0.20%,-0.75%,-2.04%,-,-1.67%,-,-,-,7.80%,9.32%,10.18%,11.64%,10.97%,11.59%,6.96%,3.92%,1.16%,-,4.13%,5.81%,Upgrade
27,Earnings Yield,-16.92%,-19.70%,-21.86%,-22.85%,-17.99%,-8.63%,-7.79%,0.11%,4.00%,8.29%,10.75%,10.56%,11.18%,8.87%,9.82%,4.28%,1.09%,-4.61%,-2.74%,2.12%,2.63%,Upgrade
28,FCF Yield,17.46%,20.56%,29.54%,21.59%,-0.66%,3.81%,-13.38%,-0.76%,0.14%,9.50%,11.82%,3.71%,11.43%,8.52%,24.88%,28.17%,37.53%,46.17%,33.97%,27.13%,22.62%,Upgrade
29,Dividend Yield,0.00%,-,-,-,-,-,-,-,1.36%,-,-,-,1.30%,-,-,-,0.17%,-,-,-,0.24%,Upgrade
30,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,3081.50%,76.35%,55.18%,67.21%,36.85%,40.26%,33.13%,38.82%,-,-,789.34%,-,Upgrade
31,Buyback Yield / Dilution,-0.01%,-0.00%,0.02%,-0.06%,-0.03%,-0.08%,-0.00%,0.03%,0.03%,-5.86%,-20.00%,-20.01%,-19.78%,-13.34%,0.01%,0.01%,-0.22%,0.09%,0.02%,-0.01%,15.23%,Upgrade
32,Total Shareholder Return,-0.01%,-0.00%,0.02%,-0.06%,-0.03%,-0.08%,-0.00%,0.03%,1.39%,-5.86%,-20.00%,-20.01%,-18.48%,-13.34%,0.01%,0.01%,-0.05%,0.09%,0.02%,-0.01%,15.47%,Upgrade
