,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,9151,8400,8207,7356,10356,9335,10423,6330,11282,14206,11026,6745,14089,15796,10492,8741,10757,9139,5879,9141,Upgrade
1,Other Revenue,-909.03,909.03,-,1981,-857.46,857.46,-,1766,-961.96,961.96,-,1546,-,-,-,1698,-,808.73,-,1706,Upgrade
2,Revenue,8242,9309,8207,9337,9499,10193,10423,8097,10320,15168,11026,8291,14089,15796,10492,10438,10757,9948,5879,10847,Upgrade
3,Revenue Growth (YoY),-13.24%,-8.67%,-21.26%,15.32%,-7.95%,-32.80%,-5.47%,-2.34%,-26.76%,-3.98%,5.09%,-20.57%,30.99%,58.79%,78.48%,-3.77%,-18.02%,-24.12%,-39.13%,17.66%,Upgrade
4,Cost of Revenue,8035,8757,7683,8980,8585,9702,9475,8158,10819,14398,10122,8303,12277,13405,8721,9595,9389,8924,5269,10001,Upgrade
5,Gross Profit,206.43,551.99,523.84,357.7,914.18,490.24,948.78,-60.97,-499.02,769.67,904.57,-11.92,1813,2391,1771,842.81,1367,1023,609.46,845.99,Upgrade
6,"Selling, General & Admin",584.67,572.53,598.05,597.92,525.53,534.32,560.28,795.49,757.67,565.03,592.19,639.75,757.9,379,768.69,422.61,658.75,578.92,563.87,636.68,Upgrade
7,Research & Development,229.32,264.27,244,323.44,256.38,234.25,189.44,232.39,199.56,213.48,191.15,263.67,271.46,92.27,113.88,164.92,119.16,96.48,128.1,80.38,Upgrade
8,Other Operating Expenses,32.94,57.29,65.1,1.36,38.32,52.13,54.37,62.42,54,65.88,61.79,53.95,75.48,111.52,76.95,64.09,60.6,52.81,50.7,58.48,Upgrade
