,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Feb '25 Feb 14, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,11,21,21,27,25,29,32,36,41,73,37,56,61,72,426,217,205,141,188,234,200,Upgrade
1,Market Cap Growth,-25.00%,-25.00%,-32.26%,-24.29%,-40.00%,-60.84%,-15.07%,-36.36%,-32.77%,1.42%,-91.25%,-74.16%,-70.29%,-48.80%,127.27%,-7.27%,2.13%,-58.75%,-50.56%,-40.22%,-53.00%,Upgrade
2,Enterprise Value,89,91,91,85,82,84,87,89,95,120,84,116,120,193,547,289,276,178,225,245,211,Upgrade
3,Last Close Price,0.02,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.08,0.14,0.07,0.11,0.12,0.14,1.00,0.51,0.48,0.33,0.44,0.55,0.47,Upgrade
4,PE Ratio,-,-,-,-,-,-0.22,-,-,-,-,-,-,-,-,-3.47,-,-,-,-,-,-2.25,Upgrade
5,PS Ratio,1.09,2.08,1.96,2.56,1.78,1.98,1.86,1.84,3.33,5.66,2.87,0.94,0.99,1.07,6.37,-,5.18,2.35,2.78,3.14,2.78,Upgrade
6,PB Ratio,0.09,0.18,0.18,0.19,-,0.16,0.18,0.20,-,0.24,0.11,0.16,-,0.16,1.22,0.62,-,0.31,0.30,0.38,-,Upgrade
7,P/TBV Ratio,0.18,0.18,0.18,0.19,-,0.16,0.18,0.20,-,0.24,0.11,0.16,-,0.16,1.22,0.62,-,0.31,0.30,0.38,-,Upgrade
8,EV/Sales Ratio,8.62,8.84,8.36,8.03,5.96,5.81,5.10,4.61,7.71,9.30,6.49,-,1.95,2.87,8.18,-,7.00,2.97,3.33,3.28,2.94,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.20,-,-,-,-,-,-3.43,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.16,-,-,-,-,-,-3.18,Upgrade
11,Debt / Equity Ratio,0.83,0.83,0.83,0.69,-,0.57,0.56,0.56,-,0.32,0.29,0.29,-,0.28,0.56,0.56,-,0.48,0.37,0.37,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.25,-,-,-,-,-,-,Upgrade
13,Asset Turnover,0.04,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,0.65,0.65,0.65,0.68,-,0.74,-,0.75,-,0.82,-,0.88,-,0.94,-,0.63,-,0.89,-,1.28,-,Upgrade
15,Current Ratio,0.77,0.77,0.77,0.84,-,1.07,-,1.13,-,1.87,-,2.18,-,1.91,-,1.13,-,1.70,-,2.30,-,Upgrade
16,Return on Equity (ROE),-40.32%,-36.62%,-21.33%,-,6.87%,-12.50%,-,-,-33.60%,-5.94%,-,-,2.87%,40.94%,-,-,-107.29%,-11.56%,-,-,Upgrade,
17,Return on Assets (ROA),-2.82%,-2.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-3.10%,-2.93%,-3.79%,-,-0.41%,-2.98%,-,-,-21.97%,-1.74%,-,-,-0.52%,17.86%,-,-,-37.91%,-4.43%,-,-,Upgrade,
19,Earnings Yield,-497.67%,-260.68%,-189.74%,-126.11%,-451.83%,-464.85%,-515.76%,-455.36%,-619.77%,-337.53%,-596.08%,-325.86%,-12.22%,24.47%,-28.82%,-,-91.27%,-117.43%,-31.85%,-23.28%,-44.50%,Upgrade
20,FCF Yield,-43.45%,-4.58%,-2.29%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-1.04%,-,-7.00%,-19.82%,-,-19.82%,-11.98%,-0.00%,-,-0.00%,-0.00%,-,-,-,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,-,-1.04%,-,-7.00%,-19.82%,-,-19.82%,-11.98%,-0.00%,-,-0.00%,-0.00%,-,-,-,Upgrade,
