,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,76.03,-,19.96,-,367.36,387.3,494.94,761.49,702.73,671.94,Upgrade
1,Other Revenue,-,-,-,-,0.02,0.13,2.13,3.83,0.18,2.74,Upgrade
2,Revenue,76.03,-,19.96,-,367.38,387.43,497.06,765.31,702.91,674.68,Upgrade
3,Revenue Growth (YoY),280.91%,-,-94.57%,-,-26.09%,-49.38%,-29.28%,13.43%,21.66%,22.42%,Upgrade
4,Cost of Revenue,71.74,-,20.61,-,371.91,374.93,463.38,739.81,695.65,667.19,Upgrade
5,Gross Profit,4.29,-,-0.65,-,-4.53,12.5,33.68,25.5,7.26,7.49,Upgrade
6,"Selling, General & Admin",28.79,-,36.28,-,51.74,57.92,55.76,38.33,30.68,31.13,Upgrade
7,Operating Expenses,28.79,-,36.28,-,51.74,57.92,55.76,38.33,30.68,31.13,Upgrade
8,Operating Income,-24.5,-,-36.94,-,-56.27,-45.41,-22.08,-12.83,-23.42,-23.65,Upgrade
9,Interest Expense,-8.27,-,-7.65,-,-12.97,-23.66,-2.35,-0.6,-0.54,-1.37,Upgrade
10,Interest & Investment Income,0.7,-,0.14,-,0.62,0.83,0.52,0.5,-,1.93,Upgrade
11,Earnings From Equity Investments,-0.06,-,-,-,-,-,-,-,-,-86.77,Upgrade
12,Currency Exchange Gain (Loss),-1.64,-,-1.25,-,-5.2,-2.03,-0.79,-0.05,-,-0.27,Upgrade
13,Other Non Operating Income (Expenses),-1.62,-,-2.56,-,19.03,11.22,-18.84,24.73,13.79,-97.95,Upgrade
14,EBT Excluding Unusual Items,-35.39,-,-48.25,-,-54.78,-59.05,-43.54,11.74,-10.18,-208.07,Upgrade
15,Merger & Restructuring Charges,-,-,-,-,-,-3.35,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-27.88,-,401.85,-,-42.44,-11.26,-53.17,-,163.48,-,Upgrade
17,Gain (Loss) on Sale of Assets,16.2,-,-0.01,-,-0.37,-0.23,-,-0.01,-,-0.02,Upgrade
18,Other Unusual Items,0.03,-,-,-,0.8,-0.06,0.06,1.42,-,-,Upgrade
19,Pretax Income,-47.04,-,353.59,-,-96.8,-73.95,-96.65,13.15,153.31,-208.1,Upgrade
20,Income Tax Expense,-,-,-,-,-,-,-,-,0.01,-0.32,Upgrade
21,Earnings From Continuing Operations,-47.04,-,353.59,-,-96.8,-73.95,-96.65,13.15,153.3,-207.78,Upgrade
22,Earnings From Discontinued Operations,-0.86,-,-11.69,-,-,-,-,-,-,-,Upgrade
23,Net Income to Company,-47.9,-,341.9,-,-96.8,-73.95,-96.65,13.15,153.3,-207.78,Upgrade
24,Minority Interest in Earnings,6.77,-,10.29,-,6.46,11.11,1.08,0.25,0.35,0.96,Upgrade
25,Net Income,-41.13,-,352.19,-,-90.34,-62.84,-95.57,13.41,153.65,-206.82,Upgrade
26,Net Income to Common,-41.13,-,352.19,-,-90.34,-62.84,-95.57,13.41,153.65,-206.82,Upgrade
27,Shares Outstanding (Basic),303,-,275,-,202,202,202,202,202,202,Upgrade
28,Shares Outstanding (Diluted),303,-,275,-,202,202,202,202,202,202,Upgrade
29,Shares Change (YoY),10.23%,-,36.08%,-,-,-,-,-,-,-,Upgrade
30,EPS (Basic),-0.14,-,1.28,-,-0.45,-0.31,-0.47,0.07,0.76,-1.02,Upgrade
31,EPS (Diluted),-0.14,-,1.28,-,-0.45,-0.31,-0.47,0.07,0.76,-1.02,Upgrade
32,Free Cash Flow,-9.54,-,-30.45,-,-66.99,14.84,-120.07,-13.91,-17.46,-21.71,Upgrade
33,Free Cash Flow Per Share,-0.03,-,-0.11,-,-0.33,0.07,-0.59,-0.07,-0.09,-0.11,Upgrade
34,Operating Margin,-32.22%,-,-185.05%,-,-15.32%,-11.72%,-4.44%,-1.68%,-3.33%,-3.50%,Upgrade
35,Profit Margin,-54.09%,-,1764.39%,-,-24.59%,-16.22%,-19.23%,1.75%,21.86%,-30.65%,Upgrade
36,Free Cash Flow Margin,-12.55%,-,-152.56%,-,-18.24%,3.83%,-24.16%,-1.82%,-2.48%,-3.22%,Upgrade
37,EBITDA,-14.65,-,-23.98,-,-33.01,-22.68,-19.95,-11.7,-22.4,-22.7,Upgrade
38,D&A For EBITDA,9.85,10.95,12.95,13.41,23.26,22.73,2.14,1.14,1.02,0.94,Upgrade
39,EBIT,-24.5,-,-36.94,-,-56.27,-45.41,-22.08,-12.83,-23.42,-23.65,Upgrade
40,Revenue as Reported,-,-,-,-,367.38,387.43,497.06,765.31,702.91,674.68,Upgrade
