,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,53,118,182,203,226,394,434,636,757,565,737,Upgrade
1,Market Cap Growth,-59.38%,-41.79%,-19.64%,-48.46%,-47.91%,-38.10%,-42.67%,12.50%,2.74%,-33.33%,-38.14%,Upgrade
2,Enterprise Value,436,489,551,682,809,1052,365,407,317,292,439,Upgrade
3,Last Close Price,0.17,0.39,0.60,0.67,0.92,1.60,1.77,2.59,3.08,2.30,3.00,Upgrade
4,PE Ratio,-,-,-,0.58,-,-,-,-,4.53,-10.63,-,Upgrade
5,PS Ratio,0.25,1.55,-,10.16,-,0.52,0.49,0.50,0.52,0.41,0.59,Upgrade
6,PB Ratio,0.17,0.48,0.66,0.29,0.71,0.69,0.61,1.02,1.06,0.81,1.39,Upgrade
7,P/TBV Ratio,0.38,0.38,0.53,0.28,0.68,0.90,0.78,1.03,1.07,0.82,1.41,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-4.12,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,-,-,-11.73,-,-,-,-,Upgrade
10,EV/Sales Ratio,2.09,6.43,-,34.18,-,1.39,0.41,0.32,0.22,0.21,0.35,Upgrade
11,EV/FCF Ratio,-7.74,-,-,-,-,-,-3.47,-,-,-,-,Upgrade
12,Debt / Equity Ratio,2.07,2.07,1.88,0.77,1.81,0.97,0.87,0.16,0.01,0.01,0.01,Upgrade
13,Debt / FCF Ratio,-,-,-,-,-,-,-5.90,-,-,-,-,Upgrade
14,Earnings Yield,-782.67%,-34.84%,-,173.63%,-,-38.92%,-36.51%,-12.92%,22.07%,-9.41%,-122.48%,Upgrade
15,FCF Yield,-106.23%,-8.08%,-,-15.01%,-,-13.25%,-24.25%,-21.07%,-4.15%,-6.93%,-5.24%,Upgrade
16,Buyback Yield / Dilution,-23.98%,-10.23%,-,-36.08%,-,-,-,-,-,-,-,Upgrade
17,Total Shareholder Return,-23.98%,-10.23%,-,-36.08%,-,-,-,-,-,-,-,Upgrade
