,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,27994,25690,25655,20708,24235,32089,35546,46871,52488,41401,41552,50205,42739,54257,52340,83030,87058,76864,65090,65252,51187,Upgrade
1,Market Cap Growth,-19.94%,-19.94%,-27.83%,-55.82%,-53.83%,-22.49%,-14.46%,-6.64%,22.81%,-23.69%,-20.61%,-39.53%,-50.91%,-29.41%,-19.59%,27.25%,70.08%,36.79%,12.97%,28.36%,-1.52%,Upgrade
2,Enterprise Value,27465,25161,21660,19783,20998,28852,26487,44644,41635,30548,37172,46482,40022,51540,50810,79776,81313,71119,61424,61985,47434,Upgrade
3,Last Close Price,40.22,36.91,36.86,29.53,33.66,44.57,49.38,65.11,71.70,56.56,57.19,72.15,60.65,76.99,74.10,117.55,122.29,107.94,91.41,93.39,72.65,Upgrade
4,PE Ratio,28.52,26.44,20.70,16.40,19.17,23.42,23.06,23.46,25.62,19.98,20.08,25.80,23.67,31.94,30.47,46.41,44.88,40.45,40.75,41.21,32.40,Upgrade
5,Forward PE,21.52,22.93,25.42,16.41,14.47,18.38,16.14,19.11,20.78,21.16,23.60,29.19,19.40,23.76,24.01,38.58,51.21,45.20,36.62,36.69,24.94,Upgrade
6,PS Ratio,1.23,1.14,1.17,0.94,1.16,1.59,1.75,2.30,2.55,1.97,1.89,2.26,1.96,2.56,2.62,4.41,4.81,4.49,3.95,4.05,3.14,Upgrade
7,PB Ratio,2.22,1.97,1.97,1.63,1.88,2.49,2.79,3.87,4.20,3.40,3.56,5.76,4.80,6.36,6.58,11.70,11.58,10.50,9.49,12.63,9.83,Upgrade
8,P/TBV Ratio,2.20,2.20,2.20,1.78,2.04,2.73,3.04,4.11,4.46,3.61,3.80,6.25,5.19,6.89,7.08,12.65,12.44,11.31,10.26,13.95,10.82,Upgrade
9,P/FCF Ratio,-,-,-19.09,-22.40,-,-,286.38,39.70,-,-,14.75,22.56,-,26.91,43.34,-,39.81,50.28,77.46,53.99,-,Upgrade
10,P/OCF Ratio,-,-,151.05,29.38,-,-,24.41,18.86,-,-,11.78,17.68,-,20.08,27.37,-,32.11,38.67,46.99,38.75,-,Upgrade
11,EV/Sales Ratio,1.22,1.12,0.99,0.90,1.00,1.43,1.30,2.19,2.02,1.46,1.69,2.09,1.83,2.43,2.54,4.23,4.50,4.15,3.73,3.85,2.91,Upgrade
12,EV/EBITDA Ratio,22.08,20.19,17.98,16.66,18.27,23.90,20.20,24.10,21.06,14.94,18.53,23.44,22.28,31.00,26.07,45.63,41.35,36.90,38.59,38.73,28.23,Upgrade
13,EV/EBIT Ratio,26.47,24.25,21.75,20.06,22.03,28.33,23.44,26.68,23.10,16.32,20.25,25.52,24.40,34.01,28.05,49.38,44.15,39.34,41.58,41.44,30.02,Upgrade
14,EV/FCF Ratio,-,-,-16.11,-21.40,-,-,213.40,37.81,-,-,13.20,20.88,-,25.56,42.08,-,37.18,46.52,73.10,51.29,-,Upgrade
15,Debt / Equity Ratio,0.27,0.27,0.27,0.25,0.21,0.23,0.22,0.23,0.21,0.18,0.23,0.29,0.28,0.15,0.21,0.23,0.21,0.11,0.17,0.37,0.29,Upgrade
16,Debt / EBITDA Ratio,2.84,6.15,1.35,3.37,3.08,5.37,1.12,3.38,2.32,2.40,0.58,1.96,1.76,1.79,0.37,3.07,1.86,0.44,0.31,1.39,2.16,Upgrade
17,Debt / FCF Ratio,-,-,-2.63,-3.49,-,-,23.06,2.31,-,-,0.97,1.14,-,0.65,1.40,-,0.73,0.52,1.41,1.58,-,Upgrade
18,Asset Turnover,-,1.22,1.00,0.83,0.87,1.30,0.88,0.74,0.97,1.51,1.15,1.04,1.53,1.95,1.23,1.07,1.41,1.99,1.37,1.03,Upgrade,
19,Inventory Turnover,-,-,6.67,5.40,5.46,7.20,9.20,6.07,5.66,7.97,8.42,5.18,4.75,6.79,5.92,4.23,4.74,7.16,9.40,6.35,4.90,Upgrade
20,Quick Ratio,-,-,0.57,0.87,0.58,1.27,0.82,1.51,0.74,1.81,1.71,1.05,0.95,0.93,0.69,0.51,0.87,1.03,1.13,1.27,1.29,Upgrade
21,Current Ratio,-,-,1.10,1.34,1.60,1.60,1.66,1.86,2.07,2.09,1.96,1.43,1.36,1.32,1.19,1.11,1.35,1.42,1.48,1.64,1.84,Upgrade
22,Return on Equity (ROE),-0.35%,14.90%,9.81%,5.90%,9.81%,15.55%,10.26%,9.29%,16.51%,36.65%,17.34%,14.41%,22.59%,43.02%,12.58%,10.73%,28.43%,57.57%,29.27%,12.73%,Upgrade,
23,Return on Assets (ROA),-,6.52%,1.90%,1.98%,0.57%,6.81%,1.66%,2.93%,1.98%,15.20%,4.01%,4.78%,2.02%,18.67%,1.49%,3.43%,7.93%,18.57%,7.33%,3.68%,Upgrade,
24,Return on Capital (ROIC),1.39%,9.28%,2.70%,2.74%,0.80%,9.73%,2.30%,4.03%,2.81%,22.14%,5.90%,7.24%,3.22%,30.60%,2.39%,5.30%,13.03%,30.63%,11.27%,5.89%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,7.13%,7.25%,6.88%,7.53%,8.39%,13.09%,13.90%,14.67%,14.93%,19.59%,17.28%,16.63%,21.80%,21.81%,23.54%,23.75%,20.70%,24.11%,25.54%,Upgrade
26,Earnings Yield,3.47%,3.78%,4.83%,6.10%,5.22%,4.27%,4.34%,4.26%,3.90%,5.01%,4.98%,3.88%,4.23%,3.13%,3.28%,2.16%,2.23%,2.47%,2.46%,2.43%,3.09%,Upgrade
27,FCF Yield,-,-5.24%,-4.46%,-3.63%,-1.92%,0.35%,2.52%,2.41%,3.38%,6.78%,4.43%,3.60%,3.72%,2.31%,1.53%,2.51%,1.99%,1.29%,1.85%,2.76%,Upgrade,
28,Dividend Yield,2.11%,-,-,-,-,1.91%,-,-,-,1.86%,-,-,-,1.17%,-,-,-,0.93%,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,4.36%,191.76%,7.64%,4.76%,2.27%,233.71%,3.33%,1.85%,0.66%,165.63%,1.79%,0.93%,0.46%,292.96%,1.84%,0.80%,0.67%,131.31%,-,Upgrade
30,Buyback Yield / Dilution,0.90%,1.97%,0.73%,-0.01%,0.94%,0.94%,0.52%,-5.63%,-3.44%,-7.74%,-6.16%,-2.51%,-3.17%,3.16%,-1.89%,0.48%,-0.40%,-3.10%,11.08%,11.63%,0.50%,Upgrade
