,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,975411,880858,922494,912960,892417,774563,657586,646264,651420,574289,542130,537030,605465,503753,541803,491076,480394,528310,465736,425309,Upgrade
1,Revenue Growth (YoY),9.30%,13.72%,40.28%,41.27%,37.00%,34.87%,21.30%,20.34%,7.59%,14.00%,0.06%,9.36%,26.04%,-4.65%,16.33%,15.46%,-7.15%,8.29%,0.13%,-7.20%,Upgrade
2,Cost of Revenue,852097,794934,829296,808386,789203,697638,581105,571226,546992,496217,471801,474908,509169,435207,468970,435186,408418,451830,403494,364343,Upgrade
3,Gross Profit,123314,85923,93199,104574,103214,76925,76482,75037,104428,78072,70329,62122,96296,68546,72833,55889,71976,76480,62242,60966,Upgrade
4,"Selling, General & Admin",64131,23977,32704,37356,37876,17821,26352,30346,39351,18308,26037,26097,32361,19573,25712,25488,22043,20582,20304,22754,Upgrade
5,Operating Expenses,64131,23977,32704,37356,37876,17821,26352,30346,39351,18308,26037,26097,32361,19573,25712,25488,22043,20582,20304,22754,Upgrade
6,Operating Income,59184,61946,60494,67218,65338,59104,50130,44691,65077,59764,44292,36025,63935,48973,47121,30402,49933,55898,41938,38212,Upgrade
7,Interest Expense,-6383,-3998,-9678,-6296,-4360,-5356,-4086,-7230,-3344,-1887,-1444,-1871,-831.38,-604.38,-912.22,-1563,-149.68,-291.07,-394.11,-4980,Upgrade
8,Interest & Investment Income,1993,7298,-,-,18.19,655.79,-,-,15,837.6,-,-,30.21,2373,-,-,87.45,1133,-,-,Upgrade
9,Currency Exchange Gain (Loss),-,-,7010,-6202,2451,-,-1840,2325,-576.29,-,-1486,498.05,660.22,-,2295,1931,645.04,-,800.25,101.45,Upgrade
10,Other Non Operating Income (Expenses),-18230,-8440,-14781,-1259,-7839,-8469,-5402,-4300,-6156,-7373,-2992,-3438,-5870,-4212,-4923,-5553,-5227,-5259,-4639,-1773,Upgrade
11,EBT Excluding Unusual Items,36562,56806,43045,53463,55609,45935,38801,35486,55016,51341,38370,31214,57924,46530,43580,25217,45289,51481,37706,31561,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1098,3458,-4556,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,416.41,-,-,-,244.84,-,-,-,-,-,-,-,-16.77,378.9,-,-,-,-,Upgrade
