,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,27914,30923,31204,32648,22737,22321,18726,18505,15373,12034,11470,12313,12627,12343,10391,8498,7170,6050,5952,4503,5155,Upgrade
1,Market Cap Growth,38.54%,38.54%,66.63%,76.42%,47.90%,85.49%,63.27%,50.29%,21.75%,-2.50%,10.38%,44.90%,76.11%,104.01%,74.59%,88.72%,39.08%,26.88%,22.45%,-12.33%,17.65%,Upgrade
2,Enterprise Value,30123,33652,32501,33912,24002,23513,19240,18764,15632,12314,11360,12522,12836,12593,10419,8709,7382,6175,6071,4853,5505,Upgrade
3,Last Close Price,44.75,50.06,50.33,52.80,37.61,36.92,30.85,30.50,25.41,20.05,19.06,20.46,21.20,21.10,17.76,14.46,12.20,10.29,10.13,7.60,8.70,Upgrade
4,PE Ratio,20.44,21.86,25.13,29.15,22.05,25.38,26.06,29.03,25.15,21.48,21.68,24.39,26.81,27.93,25.55,21.53,19.63,17.16,17.53,13.80,16.65,Upgrade
5,Forward PE,13.63,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,31.24,Upgrade
6,PS Ratio,3.03,3.41,3.72,4.13,3.07,3.29,3.04,3.25,2.87,2.36,2.37,2.61,2.80,2.82,2.46,2.13,1.86,1.59,1.61,1.27,1.50,Upgrade
7,PB Ratio,3.32,3.63,3.86,4.24,3.12,3.18,2.76,2.92,2.48,2.01,2.00,2.23,2.36,2.36,2.07,1.71,1.49,1.33,1.32,1.01,1.18,Upgrade
8,P/TBV Ratio,4.32,4.32,4.64,4.66,3.46,3.53,3.08,3.29,2.80,2.27,2.28,2.56,2.71,2.73,2.41,1.91,1.66,1.49,1.48,1.14,1.34,Upgrade
9,P/FCF Ratio,25.42,28.16,131.80,-,-39.06,-,-,-,-23.95,-,-,-,89.78,-,-1142.89,-,101.77,-,13.35,-,16.12,Upgrade
10,P/OCF Ratio,16.29,16.29,23.98,29.07,20.96,16.59,15.77,18.13,16.07,17.58,19.57,-,18.34,21.30,19.67,-,15.59,-,9.89,-,8.97,Upgrade
11,EV/Sales Ratio,3.33,3.72,3.87,4.29,3.24,3.46,3.13,3.30,2.92,2.41,2.34,2.66,2.85,2.88,2.47,2.18,1.91,1.62,1.65,1.37,1.60,Upgrade
12,EV/EBITDA Ratio,10.84,12.81,13.89,16.14,12.70,14.64,14.88,16.02,13.91,12.13,11.53,12.55,13.41,12.81,10.48,9.50,8.66,7.52,7.96,6.56,7.78,Upgrade
13,EV/EBIT Ratio,14.13,15.67,17.10,19.98,15.73,18.33,19.47,21.45,18.49,16.28,15.67,16.76,18.19,17.24,13.93,12.84,11.90,10.35,11.08,9.09,10.77,Upgrade
14,EV/FCF Ratio,27.43,30.65,137.28,-,-41.23,-,-,-,-24.35,-,-,-,91.27,-,-1145.99,-,104.77,-,13.61,-,17.21,Upgrade
15,Debt / Equity Ratio,0.51,0.51,0.56,0.37,0.45,0.43,0.44,0.35,0.38,0.33,0.34,0.28,0.30,0.28,0.32,0.33,0.36,0.20,0.21,0.20,0.21,Upgrade
16,Debt / EBITDA Ratio,1.55,1.26,1.78,1.30,1.26,1.35,1.88,1.62,1.68,1.93,1.79,1.32,1.72,1.68,1.41,1.59,1.86,1.00,1.22,1.18,1.15,Upgrade
17,Debt / FCF Ratio,3.92,3.92,19.26,-,-5.57,-,-,-,-3.66,-,-,-,11.28,-,-178.84,-,24.77,-,2.13,-,2.93,Upgrade
18,Asset Turnover,0.67,0.62,0.58,0.61,0.61,0.59,0.52,0.54,0.55,0.56,0.51,0.58,0.56,0.60,0.46,0.59,0.59,0.60,0.49,0.62,Upgrade,
19,Inventory Turnover,4.36,4.22,3.76,3.37,3.96,4.34,4.45,3.91,3.94,4.19,4.17,3.83,5.08,5.20,5.03,3.75,4.88,4.85,5.50,3.38,3.35,Upgrade
20,Quick Ratio,1.19,1.19,1.18,1.45,1.40,1.36,1.40,1.53,1.56,1.74,1.93,1.88,2.13,2.33,2.41,2.57,2.34,2.12,2.13,2.22,1.89,Upgrade
21,Current Ratio,1.61,1.61,1.65,2.01,1.91,1.74,1.82,1.94,1.99,2.18,2.41,2.35,2.60,2.78,2.87,3.12,2.75,2.55,2.56,2.66,2.47,Upgrade
22,Return on Equity (ROE),23.13%,17.50%,14.51%,18.12%,17.82%,13.25%,11.72%,11.15%,9.92%,9.57%,11.52%,8.11%,8.97%,8.99%,10.07%,7.34%,7.07%,8.74%,8.53%,7.01%,Upgrade,
23,Return on Assets (ROA),11.44%,8.43%,7.93%,8.83%,9.17%,6.06%,5.77%,5.39%,4.68%,4.83%,6.55%,4.37%,4.95%,6.42%,6.01%,5.78%,6.59%,5.13%,5.13%,5.55%,Upgrade,
24,Return on Capital (ROIC),14.38%,10.76%,10.30%,11.67%,12.23%,8.07%,7.71%,7.18%,6.13%,6.21%,8.35%,5.40%,5.99%,7.76%,7.34%,7.15%,8.11%,6.26%,6.32%,6.94%,Upgrade,
25,Return on Capital Employed (ROCE),18.97%,19.11%,16.83%,16.74%,15.59%,13.53%,10.72%,10.63%,10.58%,9.74%,10.07%,11.17%,10.93%,11.72%,12.20%,11.06%,10.43%,11.98%,11.19%,10.90%,10.75%,Upgrade
26,Earnings Yield,5.07%,4.57%,3.98%,3.43%,4.54%,3.94%,3.84%,3.44%,3.98%,4.66%,4.61%,4.10%,3.73%,3.58%,3.91%,4.64%,5.09%,5.83%,5.71%,7.25%,6.00%,Upgrade
27,FCF Yield,3.93%,3.55%,0.76%,-0.91%,-2.56%,-2.83%,-3.37%,-3.34%,-4.18%,-4.21%,-3.50%,-0.45%,1.11%,0.20%,-0.09%,-0.41%,0.98%,5.71%,7.49%,11.32%,6.20%,Upgrade
28,Dividend Yield,0.46%,-,-,-,0.53%,-,-,-,0.47%,-,-,-,0.47%,-,-,-,0.66%,-,-,-,0.92%,Upgrade
29,Payout Ratio,21.63%,36.56%,12.36%,18.47%,11.78%,54.65%,-,17.35%,31.70%,49.99%,6.34%,7.48%,19.49%,6.75%,49.31%,9.02%,14.70%,19.45%,56.18%,18.75%,36.00%,Upgrade
30,Buyback Yield / Dilution,-2.47%,1.68%,-5.41%,0.14%,-6.23%,-3.77%,-0.13%,-4.46%,-7.65%,0.39%,0.38%,-2.78%,-0.70%,-4.90%,-12.03%,0.34%,5.37%,0.20%,4.45%,-6.16%,-5.32%,Upgrade
