,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,739.87,688.14,930.11,925.72,776.6,565.75,745.34,683.26,578.13,861.04,723.95,873.83,620.17,752.02,1396,1153,945.84,907.26,663.26,714.63,Upgrade
1,Trading Asset Securities,3,2.46,2.29,2.29,2.34,2.09,2.47,2.47,3.56,3.56,4.12,3.97,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,742.87,690.6,932.41,928.01,778.93,567.84,747.82,685.74,581.68,864.6,728.08,877.8,620.17,752.02,1396,1153,945.84,907.26,663.26,714.63,Upgrade
3,Cash Growth,-4.63%,21.62%,24.68%,35.33%,33.91%,-34.32%,2.71%,-21.88%,-6.21%,14.97%,-47.83%,-23.85%,-34.43%,-17.11%,110.42%,61.29%,99.94%,-14.20%,-32.92%,8.25%,Upgrade
4,Accounts Receivable,1902,2049,2124,2254,2498,2564,2519,2658,2366,2148,2250,2333,2516,2249,2341,2559,2542,2417,2157,2780,Upgrade
5,Other Receivables,190.1,188.62,198.31,217.51,179.28,208.98,304.4,269.57,259.91,252.7,290.28,318.57,561.33,379.58,308.33,335.18,752.66,694,782.41,698.88,Upgrade
6,Receivables,2092,2238,2323,2472,2678,2773,2823,2928,2626,2401,2541,2652,3077,2629,2649,2894,3295,3111,2939,3479,Upgrade
7,Inventory,1250,1293,1160,980.37,959.69,994.27,796.43,882.85,1013,1005,924.39,932.87,975.63,880.53,825.29,864.8,918.8,908.22,905.27,701.47,Upgrade
8,Other Current Assets,514.04,404.31,412.96,254.98,224.34,136.23,255.08,204.46,106.16,119.56,278.19,175.4,208.99,205.17,206.62,231.8,285.45,298.68,296.89,284.46,Upgrade
9,Total Current Assets,4598,4625,4828,4635,4641,4471,4622,4701,4327,4390,4471,4638,4882,4467,5077,5143,5445,5226,4804,5179,Upgrade
10,"Property, Plant & Equipment",3645,3620,3692,3478,3014,3004,3102,3029,3193,3097,3326,3092,2994,3028,3077,3040,2929,2893,2964,2948,Upgrade
11,Long-Term Investments,690.52,691.52,689.38,689.45,666.98,661.87,633.87,670.22,689.56,671.15,650.13,670.03,751.38,723.39,753.37,731.34,844.02,691.37,422.39,423.96,Upgrade
12,Goodwill,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,1201,1201,1201,1201,1201,1201,1201,1201,Upgrade
13,Other Intangible Assets,527.26,540.64,552.67,564.21,518.51,524.66,507.37,473.87,438.02,444.67,458.96,471.57,410.9,440.56,473.26,500.78,472.05,502.58,556.92,556.98,Upgrade
14,Long-Term Accounts Receivable,271.18,252.43,284.88,295.5,277.25,280.57,227.7,220.59,298.19,314,299.86,307.72,248.47,334.33,350.48,272.77,257.96,235.71,154.91,186.28,Upgrade
15,Long-Term Deferred Tax Assets,180.82,180.9,180.45,179.64,143.95,146.74,138.84,137.26,110.11,110.11,110.22,110.11,68.93,68.93,68.93,69.16,37.57,37.74,42.69,37.74,Upgrade
16,Long-Term Deferred Charges,47.64,46.71,37.29,45.89,36.11,33.88,41.26,33.44,44.55,37.98,27.04,27.62,60.55,56.65,46.9,36.26,92.35,75.35,83.24,64,Upgrade
17,Other Long-Term Assets,605.45,572.52,581.3,610.48,777.72,670.8,603.89,569.53,692.99,678.98,489.26,551.95,605.35,620.98,553.07,585.94,459.99,399.74,288.78,303.91,Upgrade
18,Total Assets,10823,10786,11102,10755,10332,10050,10134,10091,10050,10001,10090,10125,11222,10941,11601,11581,11739,11262,10519,10902,Upgrade
19,Accounts Payable,2083,2347,2419,2374,2283,2275,2498,2397,2583,2366,2434,2297,2711,2479,2705,2757,3362,3034,3052,2603,Upgrade
20,Accrued Expenses,39.17,55.9,37.16,126.58,40.14,64.55,36.12,120.88,35.49,47.61,32.36,139.89,35.95,59.44,32.64,193.2,27.54,48.37,30.28,150.91,Upgrade
21,Short-Term Debt,1456,1420,1459,1325,1323,1268,1250,1386,1454,1704,1677,1756,1410,1567,1530,1532,1344,1482,815,1407,Upgrade
22,Current Portion of Long-Term Debt,6.36,45.89,204.53,231.86,-,-,-,-,3.7,44.5,53.75,49.05,-,-,54.8,49.86,-,-,-,-,Upgrade
23,Current Portion of Leases,-,0.81,-,1.56,-,0.52,-,1.13,-,0.45,-,0.6,-,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,71.72,18.32,47.66,19.76,64.2,30.6,55.12,26.85,22.36,11.63,3.44,7.68,57.53,38.51,67.3,38.77,126.26,21.86,45.71,41.54,Upgrade
25,Current Unearned Revenue,96.16,21.38,15.26,36.28,14.77,14.64,20.88,14.55,13.32,18.97,18.01,14.91,33.26,28.02,34.75,14.34,36.93,73.43,43.94,39.13,Upgrade
26,Other Current Liabilities,35.33,30.28,18.78,30.88,16.38,16.35,18.11,16.95,17.24,10.87,18.78,50.59,42.81,45.36,51.18,43.19,49.06,59.64,17.37,241.41,Upgrade
27,Total Current Liabilities,3788,3939,4202,4147,3742,3670,3878,3964,4129,4204,4238,4316,4291,4218,4476,4628,4945,4719,4005,4483,Upgrade
28,Long-Term Debt,843.4,763.5,515,309.35,310,200,200,200.1,-,-,95.11,95.11,50,50,-,-,50,50,50,50.07,Upgrade
29,Long-Term Leases,36.18,36.18,36.2,36.18,3.26,3.72,3.72,2.76,0.04,0.04,-,0.04,-,-,-,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,228.72,210.53,213.44,214.02,212.13,223.15,220.37,227.94,260.92,246.24,246.97,179.76,177.48,169.89,175.38,180.22,94.95,81.68,83.04,84.39,Upgrade
31,Long-Term Deferred Tax Liabilities,10.22,3.02,3.84,3.02,4.45,4.45,6.02,4.45,5.17,5.17,17.7,5.17,-,-,-,-,-,-,-,-,Upgrade
32,Other Long-Term Liabilities,95.51,89.55,102.57,103.57,100.26,96.28,93.27,90.08,88.24,80.36,86.16,83.9,96.18,93.54,89.62,84.34,65.54,59.9,58.45,48.97,Upgrade
33,Total Liabilities,5002,5042,5073,4813,4372,4197,4402,4489,4483,4536,4683,4679,4614,4531,4741,4893,5156,4911,4196,4667,Upgrade
34,Common Stock,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,Upgrade
35,Additional Paid-In Capital,-,2841,-,-,2841,2841,2841,-,2841,2841,3023,3121,3036,3036,3036,3036,3036,3036,3036,3036,Upgrade
36,Retained Earnings,1603,1531,1831,1740,1761,1690,1572,1439,1399,1305,1236,1139,2400,2200,2650,2480,2372,2141,2115,1994,Upgrade
37,Treasury Stock,-,-,-,-,-,-,-,-,-,-,-205.14,-205.14,-205.14,-205.14,-205.14,-205.14,-205.14,-205.14,-205.14,-205.14,Upgrade
38,Comprehensive Income & Other,2841,-,2841,2841,-,-,-,2841,-,-,-,-,-,-,-,-,-0.01,-0.01,-0.01,-0.01,Upgrade
39,Total Common Equity,5757,5684,5984,5894,5914,5844,5725,5593,5553,5459,5394,5395,6571,6371,6821,6651,6543,6312,6286,6165,Upgrade
40,Minority Interest,63.58,60.21,45.32,48.14,45.98,9.52,7.41,8.78,13.89,6.19,12.14,50.46,37.12,38.58,38.75,37.58,40.03,40.15,36.61,70.4,Upgrade
41,Shareholders' Equity,5820,5744,6029,5942,5960,5853,5732,5601,5567,5465,5406,5446,6608,6410,6860,6688,6583,6352,6323,6235,Upgrade
42,Total Liabilities & Equity,10823,10786,11102,10755,10332,10050,10134,10091,10050,10001,10090,10125,11222,10941,11601,11581,11739,11262,10519,10902,Upgrade
43,Total Debt,2342,2266,2215,1904,1636,1472,1454,1590,1457,1749,1826,1901,1460,1617,1585,1582,1394,1532,865,1457,Upgrade
44,Net Cash (Debt),-1599,-1576,-1282,-976.42,-857.33,-904.41,-706.09,-904.73,-875.75,-884.12,-1098,-1023,-839.83,-865.18,-189.58,-429.17,-448.16,-624.74,-201.74,-742.73,Upgrade
45,Net Cash Per Share,-1.31,-1.18,-0.99,-0.80,-0.62,-0.69,-0.53,-0.67,-0.76,-0.65,-0.81,-0.77,-0.63,-0.68,-0.14,-0.32,-0.35,-0.48,-0.15,-0.51,Upgrade
46,Filing Date Shares Outstanding,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,Upgrade
47,Total Common Shares Outstanding,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,1313,Upgrade
48,Working Capital,810.39,686.1,626.18,488.25,898.99,801.56,744.06,736.64,198.28,185.71,233.81,322.14,591.29,249.22,601.2,515.35,499.25,506.53,799.87,696.26,Upgrade
49,Book Value Per Share,4.39,4.33,4.56,4.49,4.51,4.45,4.36,4.26,4.23,4.16,4.11,4.11,5.01,4.85,5.20,5.07,4.98,4.81,4.79,4.70,Upgrade
50,Tangible Book Value,4973,4887,5175,5073,5139,5062,4961,4862,4858,4757,4679,4667,4959,4730,5147,4949,4870,4608,4528,4407,Upgrade
51,Tangible Book Value Per Share,3.79,3.72,3.94,3.86,3.92,3.86,3.78,3.70,3.70,3.62,3.56,3.56,3.78,3.60,3.92,3.77,3.71,3.51,3.45,3.36,Upgrade
52,Buildings,-,724.69,-,722.78,-,684.49,-,682.42,-,625.54,-,619.05,-,550.17,-,525.02,-,439.11,-,454.36,Upgrade
53,Machinery,-,4693,-,4451,-,4268,-,4222,-,4008,-,3957,-,3724,-,3655,-,3277,-,3200,Upgrade
54,Construction In Progress,-,805.03,-,741.75,-,451.19,-,349.77,-,532.43,-,419.13,-,450.51,-,395.59,-,612.89,-,529.51,Upgrade
