,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,2487,1542,4285,2092,2221,2642,3164,2684,3487,1186
1,Short-Term Investments,3.54,2.87,2.6,2.82,2.96,3.79,2.86,1.95,1.27,1.03
2,Trading Asset Securities,486.92,852.43,517.96,195.91,10,-,181.81,110,301.14,0.77
3,Cash & Short-Term Investments,2978,2398,4806,2291,2234,2645,3349,2796,3790,1188
4,Cash Growth,-38.04%,4.65%,115.15%,-13.39%,-33.30%,-5.40%,-11.64%,135.42%,-,-
5,Accounts Receivable,463.38,295.56,248.37,271.05,295.16,101.85,-,-,-,-
6,Other Receivables,61.01,66.38,40.57,121.47,78.38,179.34,136.08,99.25,48.81,38.68
7,Receivables,524.39,361.94,288.94,392.52,373.54,281.19,136.08,99.25,48.81,38.68
8,Inventory,500.37,391.87,287.71,341.83,301.24,196.62,116.99,61.24,29.43,15.52
9,Restricted Cash,254.45,-,0.1,-,0.09,-,1.95,-,-,-
10,Other Current Assets,2490,2525,617.28,33,67.41,29.03,29.21,44.39,20.44,13.92
11,Total Current Assets,6747,5677,6000,3058,2976,3152,3633,3001,3888,1256
12,"Property, Plant & Equipment",3320,3162,2412,2163,1729,1505,1009,759.17,439.89,266.41
13,Long-Term Investments,348.59,305.48,331.84,10,-,-,-,-,-,-
14,Other Intangible Assets,8.74,6.42,7.55,8.5,6.47,3.98,3.18,1.23,1.47,0.5
15,Other Long-Term Assets,35.02,30.4,259.05,256.29,270.85,144.91,155.21,94.45,146.77,150.07
16,Total Assets,10459,9181,9010,5496,4982,4806,4800,3856,4477,1673
17,Accounts Payable,398.97,354.83,270.31,308.95,278.33,206.32,106.18,112.61,78.98,42.92
18,Accrued Expenses,256.37,192.99,168.27,134.43,89.66,87.24,54.58,34.95,10.85,17.38
19,Short-Term Debt,75.63,288.26,109.33,221.42,-,38.02,-,-,54.62,33.02
20,Current Portion of Long-Term Debt,196.99,102.26,194.7,224.56,190.18,7.58,5.55,13.81,13.76,5.08
21,Current Portion of Leases,12.9,14.51,8.63,5.9,6.28,7.85,7.92,2.86,2.2,2.86
22,Current Income Taxes Payable,1.16,1.15,1.18,1.13,1.09,1.04,1.12,1.12,1.44,1.43
23,Current Unearned Revenue,7.15,4.43,10.86,5.96,-,1.23,-,-,-,-
24,Other Current Liabilities,460.56,246.16,170.01,458.79,548.07,306.42,35.62,4.61,68.4,17.08
25,Total Current Liabilities,1410,1205,933.28,1361,1114,655.7,210.97,169.97,230.24,119.76
26,Long-Term Debt,3030,2577,2221,1421,1127,803.73,433.96,178.61,213.68,1273
27,Long-Term Leases,2.91,8.61,10.78,5.95,0.97,2.24,5.88,3.7,3.44,4.48
28,Long-Term Unearned Revenue,875.34,871.68,794.91,159.57,77.26,63.86,42.25,53.44,48.07,60.15
29,Long-Term Deferred Tax Liabilities,0.17,0.17,-,-,-,-,-,-,-,-
30,Total Liabilities,5318,4662,3960,2948,2319,1526,693.07,405.73,495.43,1457
31,Common Stock,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.03
32,Additional Paid-In Capital,5646,4585,4585,4585,4007,4007,3610,2632,2632,-
33,Retained Earnings,-2128,-1891,-1393,-3918,-3380,-2749,-2099,-1674,-1170,-497.29
34,Comprehensive Income & Other,1708,1998,1981,1968,1981,1906,2353,2228,2157,490.9
35,Total Common Equity,5226,4692,5174,2636,2608,3164,3864,3186,3618,-6.35
36,Minority Interest,-84.66,-173.56,-123.11,-87.61,54.76,116.21,243.63,264.89,362.88,222.06
37,Shareholders' Equity,5142,4519,5050,2548,2663,3280,4107,3450,3981,215.71
38,Total Liabilities & Equity,10459,9181,9010,5496,4982,4806,4800,3856,4477,1673
39,Total Debt,3318,2991,2544,1879,1325,859.42,453.32,198.99,287.7,1318
40,Net Cash (Debt),-340.29,-593.29,2262,412.01,909.01,1786,2895,2597,3502,-130.44
41,Net Cash Growth,-,-,148.79%,-76.93%,-68.60%,-31.24%,-17.33%,-,-,-
42,Net Cash Per Share,-0.40,-0.71,2.70,0.49,1.12,2.19,3.55,3.29,7.47,-0.63
43,Filing Date Shares Outstanding,865.86,841.06,841.06,841.06,817.06,817.06,817.06,787.06,787.06,284.88
44,Total Common Shares Outstanding,865.86,841.06,841.06,841.06,817.06,817.06,817.06,787.06,787.06,284.88
45,Working Capital,5337,4472,5066,1697,1862,2497,3422,2831,3658,1136
46,Book Value Per Share,6.04,5.58,6.15,3.13,3.19,3.87,4.73,4.05,4.60,-0.02
47,Tangible Book Value,5217,4686,5166,2627,2602,3160,3860,3184,3617,-6.85
48,Tangible Book Value Per Share,6.03,5.57,6.14,3.12,3.18,3.87,4.72,4.05,4.60,-0.02
49,Buildings,-,844.49,-,645.99,-,391.09,-,64.59,-,64.59
50,Machinery,-,876.52,-,708.88,-,419.87,-,146.39,-,98.59
51,Construction In Progress,-,1370,-,788.03,-,611.77,-,426.62,-,71.9
52,Leasehold Improvements,-,18.91,-,18.52,-,16.08,-,20.11,-,12.82
