,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,533.55,935.73,474.16,936.84,466.1,990.1,418.52,980.92,413.24,910.71,Upgrade
1,Other Revenue,4.58,7.49,8.2,10.24,9.78,9.31,8.85,8.92,7.49,7.4,Upgrade
2,Revenue,538.13,943.22,482.36,947.08,475.87,999.41,427.37,989.84,420.73,918.11,Upgrade
3,Revenue Growth (YoY),11.56%,-0.41%,1.36%,-5.24%,11.35%,0.97%,1.58%,7.81%,1.81%,19.38%,Upgrade
4,Cost of Revenue,380.45,746.15,280.38,587.83,301.72,647.18,270.11,661.31,255.47,624.88,Upgrade
5,Gross Profit,157.68,197.06,201.98,359.25,174.15,352.23,157.25,328.53,165.25,293.23,Upgrade
6,"Selling, General & Admin",120.92,160.17,116.18,155.27,99.28,177.44,89.01,160.94,80.48,142,Upgrade
7,Research & Development,51.57,91.93,42.65,104.66,32.63,92.7,30.19,74.65,25.6,57.18,Upgrade
8,Other Operating Expenses,1.29,1.63,0.71,-4.35,1.72,-3.37,1.06,3.38,2.11,3.19,Upgrade
9,Operating Expenses,164.88,249.88,167.54,282.88,137.77,285.38,116.02,226.31,131.03,190.72,Upgrade
10,Operating Income,-7.2,-52.82,34.44,76.37,36.38,66.85,41.24,102.22,34.22,102.51,Upgrade
11,Interest Expense,-1.76,-0.35,-0.6,-1.15,-1.21,-1.23,-1.64,-1.59,-1.37,-1.7,Upgrade
12,Interest & Investment Income,6.84,0.77,9.63,32.69,9.12,38.77,9.62,33.53,5.07,25.81,Upgrade
13,Currency Exchange Gain (Loss),-,0.76,-,5.27,-,-1.16,-,-2.01,-,0.58,Upgrade
14,Other Non Operating Income (Expenses),-1.57,-2.22,2.22,-2.2,1.76,1.68,-2.11,0.16,0.65,0.89,Upgrade
15,EBT Excluding Unusual Items,-3.69,-53.86,45.7,110.97,46.05,104.91,47.12,132.31,38.57,128.09,Upgrade
16,Impairment of Goodwill,-,-,-,-,-,-107.8,-,-13.95,-,-13.51,Upgrade
17,Gain (Loss) on Sale of Investments,-8.61,-6.84,1.87,3.8,-,-,-,0.74,-0.74,-,Upgrade
18,Gain (Loss) on Sale of Assets,-0.01,-5.89,0.06,0.01,-,3.57,-0,0.15,-,-1.29,Upgrade
19,Asset Writedown,-1.22,-71.08,-0.18,-0.23,0.23,3.26,-3.26,-0.35,0.33,-,Upgrade
20,Other Unusual Items,-,-0.01,-,-0.12,-,-2.16,-,-2.16,-,-2.16,Upgrade
21,Pretax Income,-13.53,-137.68,47.45,114.44,46.28,1.78,43.86,116.73,38.16,111.13,Upgrade
22,Income Tax Expense,-2.28,-32.65,4.51,13.06,6.95,8.52,7.26,10.5,7.11,10.3,Upgrade
23,Earnings From Continuing Operations,-11.25,-105.03,42.94,101.37,39.33,-6.74,36.6,106.23,31.05,100.84,Upgrade
24,Minority Interest in Earnings,-12.67,-4.94,-5.87,-7.03,-5.08,-9.12,-2.39,-7.75,-2.03,-6.57,Upgrade
25,Net Income,-23.92,-109.97,37.07,94.34,34.25,-15.86,34.21,98.47,29.02,94.26,Upgrade
26,Net Income to Common,-23.92,-109.97,37.07,94.34,34.25,-15.86,34.21,98.47,29.02,94.26,Upgrade
27,Net Income Growth,-,-,8.22%,-,0.12%,-,17.90%,4.47%,-13.08%,154.14%,Upgrade
28,Shares Outstanding (Basic),290,290,290,290,290,290,290,290,290,290,Upgrade
29,Shares Outstanding (Diluted),290,290,290,290,290,290,290,290,290,290,Upgrade
30,EPS (Basic),-0.08,-0.38,0.13,0.33,0.12,-0.05,0.12,0.34,0.10,0.33,Upgrade
31,EPS (Diluted),-0.08,-0.38,0.13,0.33,0.12,-0.05,0.12,0.34,0.10,0.33,Upgrade
32,EPS Growth,-,-,8.22%,-,0.15%,-,18.00%,4.55%,-13.04%,164.23%,Upgrade
33,Free Cash Flow,-82.04,206.76,-237.13,199.85,-164.29,256.19,-141.76,222.41,19.42,207.74,Upgrade
34,Free Cash Flow Per Share,-0.28,0.71,-0.82,0.69,-0.57,0.88,-0.49,0.77,0.07,0.72,Upgrade
35,Operating Margin,-1.34%,-5.60%,7.14%,8.06%,7.64%,6.69%,9.65%,10.33%,8.13%,11.17%,Upgrade
36,Profit Margin,-4.45%,-11.66%,7.68%,9.96%,7.20%,-1.59%,8.00%,9.95%,6.90%,10.27%,Upgrade
37,Free Cash Flow Margin,-15.25%,21.92%,-49.16%,21.10%,-34.52%,25.63%,-33.17%,22.47%,4.62%,22.63%,Upgrade
38,EBITDA,54.85,-14.25,62.24,119.94,75.34,119.42,66.59,147.46,56.5,169.04,Upgrade
39,D&A For EBITDA,62.05,38.56,27.8,43.57,38.96,52.57,25.35,45.24,22.28,66.53,Upgrade
40,EBIT,-7.2,-52.82,34.44,76.37,36.38,66.85,41.24,102.22,34.22,102.51,Upgrade
