,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,649,768,942,1058,797,942,1188,1159,1043,971,985,Upgrade
1,Market Cap Growth,-27.40%,-27.40%,18.18%,12.31%,-32.93%,-18.75%,13.89%,19.40%,5.88%,-4.29%,6.25%,Upgrade
2,Enterprise Value,362,337,493,416,337,84,540,360,462,613,504,Upgrade
3,Last Close Price,2.24,2.65,3.25,3.65,2.60,3.07,3.84,3.74,3.16,2.94,2.80,Upgrade
4,PE Ratio,-,-,-,7.45,5.48,43.73,-,7.26,6.89,7.18,6.90,Upgrade
5,PS Ratio,0.41,0.48,0.60,0.68,0.50,0.55,0.68,0.68,0.62,0.66,0.66,Upgrade
6,PB Ratio,0.54,0.59,0.71,0.75,0.53,0.66,0.81,0.79,0.71,0.79,0.77,Upgrade
7,P/TBV Ratio,0.73,0.73,0.87,0.89,0.58,0.70,0.87,0.94,0.84,0.94,0.91,Upgrade
8,P/FCF Ratio,4.84,-,-28.15,-,19.83,-,8.46,-,3.63,3.90,13.64,Upgrade
9,P/OCF Ratio,1.93,-,3.80,-,3.46,-,5.07,-,3.07,3.15,6.69,Upgrade
10,EV/Sales Ratio,0.23,0.21,0.31,0.27,0.21,0.05,0.31,0.21,0.28,0.42,0.34,Upgrade
11,EV/EBITDA Ratio,4.71,7.72,-,2.12,1.53,0.37,2.37,1.40,1.91,2.48,2.02,Upgrade
12,EV/EBIT Ratio,-,-,-,3.48,2.65,0.70,4.07,2.09,2.85,4.08,3.36,Upgrade
13,EV/FCF Ratio,2.70,-,-14.72,-,8.39,-,3.85,-,1.61,2.46,6.98,Upgrade
14,Debt / Equity Ratio,0.28,0.28,0.27,0.18,0.21,0.25,0.25,0.24,0.23,0.27,0.25,Upgrade
15,Debt / FCF Ratio,2.71,-,-10.66,-,7.75,-,2.55,-,1.21,1.33,4.49,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,8.38%,8.45%,8.33%,8.86%,11.25%,10.52%,11.68%,11.15%,Upgrade
17,Earnings Yield,-22.16%,-18.73%,-8.53%,13.42%,18.24%,2.29%,1.90%,13.77%,14.51%,13.93%,14.49%,Upgrade
18,FCF Yield,20.64%,17.45%,-3.55%,-3.81%,5.04%,11.43%,11.82%,8.37%,27.53%,25.67%,7.33%,Upgrade
