,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,103,132,78,74,98,109,174,227,193,139,205,Upgrade
1,Market Cap Growth,77.82%,77.82%,-20.63%,-31.71%,-43.75%,-52.05%,-9.68%,64.04%,-6.06%,-45.73%,-4.35%,Upgrade
2,Enterprise Value,-123,-130,-210,-181,-138,-294,-298,-291,-225,-268,-97,Upgrade
3,Last Close Price,0.33,0.42,0.25,0.24,0.32,0.35,0.56,0.73,0.62,0.45,0.66,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-42.64,-,Upgrade
5,PS Ratio,0.55,0.71,0.49,0.42,0.25,0.30,0.60,0.52,0.26,0.18,0.22,Upgrade
6,PB Ratio,0.34,0.43,0.22,0.19,0.22,0.21,0.30,0.36,0.30,0.23,0.34,Upgrade
7,P/TBV Ratio,0.44,0.44,0.23,0.23,0.22,0.25,0.30,0.39,0.30,0.24,0.34,Upgrade
8,P/FCF Ratio,-,-,-,0.92,-0.91,-,-,-,2.05,0.99,6.40,Upgrade
9,P/OCF Ratio,-,-,-,0.92,-0.91,-,-,-,1.97,0.98,6.28,Upgrade
10,EV/FCF Ratio,2.14,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.02,Upgrade
12,Debt / FCF Ratio,-,-,-,0.04,-0.03,-,-,-,0.05,0.03,0.40,Upgrade
13,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,0.74%,-1.12%,-,Upgrade
14,Earnings Yield,-79.87%,-62.02%,-117.94%,-115.44%,-87.12%,-90.64%,-51.19%,-11.73%,1.83%,-2.35%,1.56%,Upgrade
15,FCF Yield,-56.06%,-43.53%,30.91%,108.21%,-110.41%,-197.40%,-62.63%,17.76%,48.80%,101.09%,15.63%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.83%,Upgrade,
17,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.83%,Upgrade,
