,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Oct '20 Oct 1, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Cash & Equivalents,479.88,505.18,442.49,510.15,271.51,303.49,-,346.08,-,241.93,241.93,325.68,325.68,405.13,405.13,412.41,412.41,295.56,295.56,269.09,Upgrade
1,Short-Term Investments,-,0.05,-,0.03,-,-,-,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,291.45,240.39,332.23,331.3,50.14,50.29,-,-,-,-,-,-,-,30.03,30.03,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,771.33,745.62,774.72,841.47,321.65,353.79,346.11,346.11,-,241.93,241.93,325.68,325.68,435.16,435.16,412.41,412.41,295.56,295.56,269.09,Upgrade
4,Cash Growth,139.81%,110.75%,123.84%,143.12%,-,46.23%,43.06%,6.27%,-,-44.40%,-44.40%,-21.03%,-21.03%,47.24%,47.24%,53.26%,53.26%,30.73%,30.73%,39.53%,Upgrade
5,Accounts Receivable,250.76,293.59,247.03,246.33,246.07,226.34,-,217.25,-,179.73,179.73,206.67,206.67,199.73,199.73,185.65,185.65,97.04,106.59,164.93,Upgrade
6,Other Receivables,1.89,-,3.36,-,3.99,5.35,-,0.25,-,4.49,4.49,3.08,3.08,0.5,0.5,0.53,0.53,42.03,32.48,1.19,Upgrade
7,Receivables,252.65,293.59,250.39,246.33,250.05,231.68,-,217.5,-,184.22,184.22,209.75,209.75,200.23,200.23,187.06,187.06,139.07,139.07,167.12,Upgrade
8,Inventory,166.52,116.85,130.34,152.87,127.51,132.84,-,195.54,-,260.01,260.01,459.65,459.65,517.31,517.31,383.3,383.3,177.14,177.14,226.52,Upgrade
