,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,96,108,108,128,120,138,147,165,142,149,181,184,157,154,133,151,153,165,173,228,181,Upgrade
1,Market Cap Growth,-21.77%,-21.77%,-26.57%,-22.77%,-15.16%,-7.34%,-18.56%,-10.08%,-9.72%,-3.06%,36.20%,21.86%,2.97%,-6.77%,-23.17%,-33.67%,-15.59%,-9.32%,-43.04%,-15.76%,-28.31%,Upgrade
2,Enterprise Value,-244,-264,-264,-256,-264,-266,-257,-266,-290,-311,-279,-256,-283,-286,-308,-222,-220,-228,-221,-174,-221,Upgrade
3,Last Close Price,0.06,0.07,0.07,0.09,0.08,0.09,0.10,0.11,0.09,0.10,0.12,0.12,0.10,0.10,0.09,0.10,0.10,0.11,0.11,0.15,0.12,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,32.46,-120.34,-,-,20.40,-,9.95,-,23.43,-0.56,Upgrade
5,PS Ratio,1.23,1.39,1.46,1.82,1.76,2.07,2.09,2.29,1.95,2.00,2.17,2.17,1.84,1.85,1.73,1.92,1.71,1.80,1.76,2.35,2.04,Upgrade
6,PB Ratio,0.24,0.39,0.39,0.41,0.39,0.45,0.45,0.51,-,0.43,0.50,0.51,-,0.45,0.40,0.45,-,0.53,0.56,0.74,-,Upgrade
7,Debt / Equity Ratio,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,-,0.00,0.00,0.00,-,0.00,0.00,0.00,-,0.00,0.01,0.01,-,Upgrade
8,Debt / EBITDA Ratio,-,-,-,-,-,-,-,0.14,-,0.27,-,0.05,-,-,0.09,0.04,-,0.06,-,0.03,-,Upgrade
9,Asset Turnover,0.14,0.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
10,Quick Ratio,1.18,1.18,1.18,1.23,-,0.98,-,1.02,-,1.05,-,1.12,-,1.07,-,1.10,-,1.06,-,1.17,-,Upgrade
11,Current Ratio,1.22,1.22,1.22,1.27,-,1.16,-,1.18,-,1.23,-,1.28,-,1.26,-,1.23,-,1.26,-,1.32,-,Upgrade
12,Return on Equity (ROE),-15.92%,-15.13%,-38.99%,-4.37%,-0.41%,0.68%,-,-,2.31%,0.12%,-,-,-1.09%,2.09%,-,-,6.14%,-3.15%,-,-,Upgrade,
13,Return on Assets (ROA),-5.73%,-5.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Return on Capital (ROIC),-10.11%,-9.89%,-9.38%,-4.46%,-2.21%,-0.53%,-,-,0.04%,-1.12%,-,-,-2.19%,0.56%,-,-,3.69%,-3.54%,-,-,Upgrade,
15,Earnings Yield,-38.26%,-34.01%,-25.28%,-13.71%,-7.33%,-4.70%,-4.09%,-3.74%,2.45%,6.93%,4.12%,3.08%,-0.83%,-4.28%,7.21%,4.90%,9.18%,10.05%,1.51%,4.27%,-177.47%,Upgrade
16,FCF Yield,-13.36%,-6.15%,-3.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Buyback Yield / Dilution,0.13%,0.04%,0.04%,0.15%,0.29%,0.27%,0.27%,0.23%,0.12%,0.12%,0.12%,-0.06%,0.25%,0.43%,0.48%,0.63%,0.29%,0.12%,0.06%,0.01%,-,Upgrade
18,Total Shareholder Return,0.13%,0.04%,0.04%,0.15%,0.29%,0.27%,0.27%,0.23%,0.12%,0.12%,0.12%,-0.06%,0.25%,0.43%,0.48%,0.63%,0.29%,0.12%,0.06%,0.01%,-,Upgrade
