,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Interest Income on Loans,311121,312324,314690,310775,319838,316184,300569,302584,302672,286496,278821,273998,267387,260710,255239,255424,248548,244664,240873,252469,Upgrade
1,Interest Income on Investments,2429,2773,278,623,1521,3078,490,693,1933,3509,-,-5023,1366,3288,369,-2488,992,1359,137,-655,Upgrade
2,Total Interest Income,313550,315097,314968,311398,321359,319262,301059,303277,304605,290005,278821,268975,268753,263998,255608,252936,249540,246023,241010,251814,Upgrade
3,Interest Paid on Deposits,166363,165996,164959,161967,163598,157081,147487,142090,137166,128456,119192,116723,115327,111773,108091,106841,102730,104283,99746,94925,Upgrade
4,Net Interest Income,147187,149101,150009,149431,157761,162181,153572,161187,167439,161549,159629,152252,153426,152225,147517,146095,146810,141740,141264,156889,Upgrade
5,Net Interest Income Growth (YoY),-6.70%,-8.07%,-2.32%,-7.29%,-5.78%,0.39%,-3.79%,5.87%,9.13%,6.13%,8.21%,4.21%,4.51%,7.40%,4.43%,-6.88%,13.52%,12.81%,12.83%,30.87%,Upgrade
6,Income From Trading Activities,662,1925,2078,841,1078,1925,1841,44,1314,2274,-,-4289,1419,-1555,1555,-3125,-188,551,2762,-7230,Upgrade
7,Gain (Loss) on Sale of Investments,2910,3264,3170,1002,-776,-1596,2094,-2123,-2605,-4012,-,-12251,7871,987,3393,-7191,1826,3287,2078,-9901,Upgrade
8,Gain (Loss) on Sale of Equity Investments,-,-,-,-,-,-,-,-,-,212,-212,1603,-,-,-,895,-,-,-,249,Upgrade
9,Other Non-Interest Income,26757,25257,40027,37217,24408,24697,43441,34492,20317,24753,45684,114392,28916,33900,42885,83230,27582,27941,40301,54089,Upgrade
10,Total Non-Interest Income,30329,30446,45275,39060,24710,25026,47376,32413,19026,23227,45472,99455,38206,33332,47833,73809,29220,31779,45141,37207,Upgrade
11,Non-Interest Income Growth (YoY),22.74%,21.66%,-4.43%,20.51%,29.87%,7.75%,4.19%,-67.41%,-50.20%,-30.32%,-4.94%,34.75%,30.75%,4.89%,5.96%,98.37%,-22.74%,-20.39%,-15.81%,-37.93%,Upgrade
12,Revenues Before Loan Losses,177516,179547,195284,188491,182471,187207,200948,193600,186465,184776,205101,251707,191632,185557,195350,219904,176030,173519,186405,194096,Upgrade
13,Provision for Loan Losses,21929,39497,48157,12325,29035,43837,51577,13014,38227,51780,51514,25906,33723,56036,52284,32176,49937,62258,49120,53057,Upgrade
14,Revenue,155587,140050,147127,176166,153436,143370,149371,180586,148238,132996,153587,225801,157909,129521,143066,187728,126093,111261,137285,141039,Upgrade
