,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1729424,1497920,1463490,1206205,1186745,1127510,1283809,1288847,1236702,1149928,1335100,1490604,1367261,1410718,1545678,1655996,1487608,1274230,1573832,1590819,1695601,Upgrade
1,Market Cap Growth,32.85%,32.85%,14.00%,-6.41%,-4.04%,-1.95%,-3.84%,-13.54%,-9.55%,-18.49%,-13.62%,-9.99%,-8.09%,10.71%,-1.79%,4.10%,-12.27%,-15.68%,-7.38%,-6.20%,4.49%,Upgrade
2,Last Close Price,6.83,5.69,5.16,4.22,4.16,3.95,4.15,4.17,4.00,3.72,4.31,4.46,4.09,4.23,4.33,4.64,4.18,3.56,4.20,4.24,4.51,Upgrade
3,PE Ratio,4.74,4.12,4.20,3.42,3.29,3.20,3.65,3.52,3.42,3.32,3.72,3.98,3.74,4.00,4.57,5.21,4.72,4.59,5.83,5.45,5.77,Upgrade
4,PS Ratio,2.51,2.19,2.21,1.79,1.73,1.68,1.91,1.85,1.78,1.58,1.70,1.81,1.70,1.89,2.19,2.46,2.23,2.17,2.75,2.67,2.79,Upgrade
5,PB Ratio,0.49,0.40,0.42,0.34,0.34,0.34,0.40,0.38,0.38,0.37,0.42,0.45,0.43,0.46,0.52,0.57,0.52,0.48,0.62,0.62,0.68,Upgrade
6,P/FCF Ratio,-,-0.75,-,-,-,-0.51,-,-,-0.45,-,0.45,0.70,2.68,-,-,-,2.26,-,0.87,-,2.72,Upgrade
7,P/OCF Ratio,-,-0.76,-,-,-,-0.52,-,-,-0.46,-,0.44,0.69,2.55,-,-,-,2.16,-,0.86,-,2.61,Upgrade
8,Debt / Equity Ratio,1.20,1.20,1.21,1.00,1.19,1.04,1.14,1.05,1.08,1.06,1.12,0.95,0.92,0.88,0.92,0.90,0.93,0.97,0.94,0.93,1.04,Upgrade
9,Debt / FCF Ratio,-,-2.21,-,-,-,-1.56,-,-,-1.28,-,1.18,1.48,5.77,-,-,-,4.02,-,1.32,-,4.15,Upgrade
10,Return on Equity (ROE),11.16%,9.59%,10.80%,9.83%,11.65%,10.56%,12.21%,10.86%,12.43%,11.13%,13.16%,10.96%,12.62%,11.53%,13.67%,11.15%,11.82%,10.00%,14.18%,7.63%,Upgrade,
11,Return on Assets (ROA),0.91%,0.78%,0.89%,0.81%,0.93%,0.83%,1.00%,0.90%,1.00%,0.91%,1.12%,0.94%,1.05%,0.96%,1.15%,0.94%,0.98%,0.85%,1.23%,0.67%,Upgrade,
12,Earnings Yield,21.00%,24.62%,24.20%,29.72%,30.88%,31.64%,27.79%,28.81%,29.68%,30.52%,27.30%,25.52%,27.16%,25.46%,22.31%,19.58%,21.64%,22.14%,17.44%,18.62%,17.60%,Upgrade
13,FCF Yield,-116.12%,-134.06%,-124.37%,-150.72%,-219.88%,-195.57%,-475.58%,-433.14%,-220.66%,-61.87%,223.55%,142.83%,37.30%,87.95%,-64.34%,51.19%,44.30%,-32.08%,114.49%,10.80%,36.82%,Upgrade
14,Dividend Yield,6.20%,11.63%,-,-,10.60%,-,-,-,10.99%,-,-,-,10.93%,-,-,-,9.27%,-,-,-,7.94%,Upgrade
15,Payout Ratio,32.25%,113.01%,-,-,5.22%,111.83%,-,-,6.23%,106.02%,0.06%,-,6.77%,103.36%,0.14%,-,-,117.48%,-,-,-,Upgrade
16,Buyback Yield / Dilution,-0.78%,-3.79%,-1.77%,2.17%,0.23%,0.30%,-0.28%,-0.26%,0.75%,-2.47%,1.13%,-0.41%,-1.69%,2.45%,-0.16%,0.32%,0.76%,0.59%,1.65%,-1.84%,1.68%,Upgrade
17,Total Shareholder Return,5.41%,7.84%,-1.77%,2.17%,10.83%,0.30%,-0.28%,-0.26%,11.73%,-2.47%,1.13%,-0.41%,9.24%,2.45%,-0.16%,0.32%,10.03%,0.59%,1.65%,-1.84%,9.63%,Upgrade
