,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1637,1664,1948,2285,2123,2123,2136,2082,1609,1351,1715,Upgrade
1,Market Cap Growth,-27.17%,-27.17%,-8.21%,7.64%,-0.63%,1.95%,32.77%,54.17%,-6.16%,-8.73%,16.80%,Upgrade
2,Enterprise Value,5148,4926,5392,5674,5154,4935,4615,4283,4143,3656,4271,Upgrade
3,Last Close Price,1.19,1.23,1.36,1.59,1.39,1.39,1.32,1.29,0.94,0.91,1.12,Upgrade
4,PE Ratio,6.25,6.45,7.59,9.76,6.51,4.97,5.35,4.71,4.53,8.52,21.14,Upgrade
5,PS Ratio,0.24,0.25,0.30,0.37,0.35,0.38,0.44,0.50,0.44,0.37,0.48,Upgrade
6,PB Ratio,0.79,0.72,0.84,1.04,0.93,0.92,0.92,0.99,0.80,0.95,1.26,Upgrade
7,P/TBV Ratio,0.84,0.84,0.99,1.23,1.10,1.10,1.12,1.23,1.04,1.40,1.93,Upgrade
8,P/FCF Ratio,22.08,-,7.37,-,-,-,-,26.35,-16.57,-,17.49,Upgrade
9,P/OCF Ratio,2.59,2.59,2.34,5.77,6.06,4.79,4.39,2.25,2.08,1.83,2.42,Upgrade
10,EV/Sales Ratio,0.76,0.73,0.84,0.92,0.84,0.89,0.95,1.04,1.13,1.01,1.20,Upgrade
11,EV/EBITDA Ratio,7.55,7.46,7.41,8.36,7.39,6.69,6.34,6.71,7.40,6.62,10.37,Upgrade
12,EV/EBIT Ratio,11.18,10.79,10.26,11.51,10.02,8.84,8.33,9.23,10.30,8.74,15.24,Upgrade
13,EV/FCF Ratio,69.44,-,20.38,-,-,-,-,54.21,-42.67,-,43.56,Upgrade
14,Debt / Equity Ratio,1.69,1.69,1.69,1.77,1.72,1.53,1.37,1.51,1.19,1.96,1.91,Upgrade
15,Debt / FCF Ratio,52.86,-,14.82,-,-,-,-,40.37,-24.52,-,26.48,Upgrade
16,Return on Capital Employed (ROCE),8.16%,8.34%,11.58%,12.75%,10.76%,11.54%,11.59%,10.54%,12.33%,23.62%,19.13%,Upgrade
17,Earnings Yield,15.76%,15.51%,13.17%,10.25%,15.35%,20.10%,18.71%,21.23%,22.06%,11.74%,4.73%,Upgrade
18,FCF Yield,4.53%,4.45%,13.58%,-9.06%,-13.45%,-13.90%,-9.59%,3.79%,-6.03%,15.06%,5.72%,Upgrade
19,Buyback Yield / Dilution,0.07%,0.24%,-0.11%,-0.00%,0.34%,-0.32%,-7.05%,-15.13%,-8.12%,-,0.00%,Upgrade
20,Total Shareholder Return,6.46%,0.24%,-0.11%,-0.00%,0.34%,-0.32%,-7.05%,-15.13%,-8.12%,-,0.00%,Upgrade
