,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,662.19,808.36,737.81,845.25,790.48,742.18,888.62,407.74,491.28,700,Upgrade
1,Short-Term Investments,19.14,131.51,-,4.22,-,2.41,-,-,-,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,189.5,182.03,165.85,-,Upgrade
3,Cash & Short-Term Investments,681.33,939.87,737.81,849.47,790.48,744.59,1078,589.77,657.13,700,Upgrade
4,Cash Growth,-7.65%,10.64%,-6.66%,14.08%,-26.68%,26.25%,64.07%,-15.75%,14.93%,-30.47%,Upgrade
5,Accounts Receivable,299.9,313.36,296.34,261.85,326.69,285.88,385.9,209.82,233.32,398,Upgrade
6,Other Receivables,112.51,69.07,191.68,77.8,-,79.69,-,131.71,124.98,-,Upgrade
7,Receivables,412.41,382.43,488.02,339.65,326.69,365.57,385.9,341.53,358.29,398,Upgrade
8,Inventory,115.64,107.86,122.2,138.85,135.64,144.31,130.5,146.59,108.24,116.62,Upgrade
9,Prepaid Expenses,207.37,433.19,211.12,565.15,185.1,419.36,167.54,239.95,219.8,200.91,Upgrade
10,Restricted Cash,-,-,24.21,29.8,-,12.24,143.97,15.96,-,2.43,Upgrade
11,Other Current Assets,-,12.05,-,12.88,-,14.58,-,20.3,-,-,Upgrade
12,Total Current Assets,1417,1875,1583,1936,1438,1701,1906,1354,1343,1418,Upgrade
13,"Property, Plant & Equipment",6150,6202,5904,6055,6022,6090,5651,5426,4630,4495,Upgrade
14,Long-Term Investments,294.1,296.9,288.42,78.8,85.02,85.65,80.4,74.79,65.11,63.15,Upgrade
15,Goodwill,-,23.85,-,-,-,-,-,-,-,12.89,Upgrade
16,Other Intangible Assets,65.48,48.28,70.08,51,47.73,47.61,42.88,43.05,53.01,38.53,Upgrade
17,Long-Term Accounts Receivable,-,-,-,-,27.79,30,26.03,25.14,-,-,Upgrade
18,Long-Term Deferred Tax Assets,32.55,33.39,27.12,33.73,67.88,46.55,24.32,24.22,11.42,22.58,Upgrade
19,Other Long-Term Assets,97.66,110.96,112.2,416.76,191.83,179.38,10.08,147.26,45.14,53.25,Upgrade
20,Total Assets,8056,8591,7985,8571,7880,8180,7741,7095,6148,6103,Upgrade
21,Accounts Payable,1183,1324,1085,1282,1263,1457,1603,1576,571.21,587.22,Upgrade
22,Accrued Expenses,-,-,-,-,-,-,-,-,33.63,40.8,Upgrade
23,Short-Term Debt,-,-,-,-,122,36.72,926.3,1278,-,141.62,Upgrade
24,Current Portion of Long-Term Debt,907.01,1846,2368,1576,995.42,885.77,171.18,30.07,2498,2404,Upgrade
25,Current Portion of Leases,7.49,7.15,8.56,11.96,10.35,10.84,5.74,8.48,9.27,9.03,Upgrade
