,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",2384,2489,2455,2801,2948,3082,3041,3021,2793,2900,Upgrade
1,Cash & Equivalents,710.07,512.6,628.01,846.11,1291,1539,982.36,1276,986.2,1464,Upgrade
2,Accounts Receivable,150.04,86.11,48.32,44.98,7.09,4.73,18.87,7.59,12.98,8.85,Upgrade
3,Other Receivables,-,-,-,-,25.72,48.71,146.58,117.7,99.32,85.74,Upgrade
4,Investment In Debt and Equity Securities,1483,1921,2178,2223,2926,3499,3848,2617,2824,2688,Upgrade
5,Loans Receivable Current,169.25,201.44,462.64,458.63,290.81,167.7,142.85,121.6,414.4,419.08,Upgrade
6,Other Current Assets,2417,1797,852.39,873.63,1106,1281,2805,2299,1540,1308,Upgrade
7,Trading Asset Securities,7.01,10.85,13.22,8.57,21.28,28.35,410.43,355.65,338,387.3,Upgrade
8,Deferred Long-Term Tax Assets,15.39,14.97,10.06,7.93,3.33,3.04,2.18,6.87,4.98,3.19,Upgrade
9,Other Long-Term Assets,3151,3894,3905,3960,3409,2941,1261,1427,1933,1453,Upgrade
10,Total Assets,10487,10927,10553,11225,12027,12594,12659,11249,10945,10717,Upgrade
11,Current Portion of Long-Term Debt,-,-,-,-,-,-,753.14,753.14,112,112.17,Upgrade
12,Current Portion of Leases,1.59,1.64,1.79,1.84,2.01,2.5,6.93,9.36,9.34,8.9,Upgrade
13,Long-Term Debt,-,-,-,-,-,-,-,-,685,685.42,Upgrade
14,Long-Term Leases,4.83,5.63,6.41,7.27,8.21,-,-,2.39,7.08,11.29,Upgrade
15,Accounts Payable,33.97,30.38,419.44,30.18,41.43,33.39,47.44,33.94,30.95,35.05,Upgrade
16,Accrued Expenses,87.61,78.58,-,69.57,68.74,77.11,75.89,74.74,67.02,76.18,Upgrade
17,Current Income Taxes Payable,769.03,764.04,735.15,758.89,772.34,829.12,793.36,775.24,695.3,707.98,Upgrade
18,Current Unearned Revenue,114.97,106.52,8.41,101.55,101.13,108.73,105.58,118.86,104.66,116.83,Upgrade
19,Other Current Liabilities,211.87,210.87,-,236.94,228.77,245.16,230.21,251.62,238.38,236.01,Upgrade
20,Long-Term Deferred Tax Liabilities,557.56,681.21,745.08,824.36,947.89,1005,1166,999.52,998.06,841.15,Upgrade
21,Total Liabilities,3466,3445,3054,3184,3226,3256,3179,3019,2948,2831,Upgrade
22,Common Stock,637.4,637.4,637.4,637.4,637.4,637.4,637.4,354.11,354.11,354.11,Upgrade
23,Additional Paid-In Capital,2703,2703,2463,2703,2703,2703,2703,2193,2193,2193,Upgrade
24,Retained Earnings,1819,1953,2663,2267,2475,2390,2085,2199,2352,2652,Upgrade
25,Comprehensive Income & Other,698.88,926.8,437.08,1078,1572,2064,2468,2008,1705,1384,Upgrade
26,Total Common Equity,5858,6220,6200,6684,7387,7794,7893,6755,6604,6583,Upgrade
27,Minority Interest,1164,1262,1299,1356,1415,1544,1588,1476,1393,1303,Upgrade
28,Shareholders' Equity,7021,7482,7499,8041,8802,9338,9481,8230,7997,7886,Upgrade
29,Total Liabilities & Equity,10487,10927,10553,11225,12027,12594,12659,11249,10945,10717,Upgrade
30,Total Debt,1691,1573,1146,1163,1065,957.5,760.07,764.88,813.42,817.77,Upgrade
31,Net Cash / Debt,-973.61,-1050,-504.83,-308.04,246.88,610.2,632.71,866.4,510.78,1033,Upgrade
32,Net Cash Growth,-,-,-,-,-60.98%,-29.57%,23.87%,-16.17%,-62.82%,-43.10%,Upgrade
33,Net Cash Per Share,-0.15,-0.16,-0.08,-0.05,0.04,0.10,0.13,0.24,0.14,0.29,Upgrade
34,Filing Date Shares Outstanding,6374,6374,6374,6374,6374,6374,6374,3541,3541,3541,Upgrade
35,Total Common Shares Outstanding,6374,6374,6374,6374,6374,6374,6374,3541,3541,3541,Upgrade
36,Book Value Per Share,0.92,0.98,0.97,1.05,1.16,1.22,1.24,1.91,1.87,1.86,Upgrade
37,Tangible Book Value,5858,6220,6200,6684,7387,7794,7893,6755,6604,6583,Upgrade
38,Tangible Book Value Per Share,0.92,0.98,0.97,1.05,1.16,1.22,1.24,1.91,1.87,1.86,Upgrade
39,Land,-,201.83,-,204.03,-,217.35,-,309.73,-,216.77,Upgrade
40,Buildings,-,2163,-,2365,-,2541,-,2466,-,2343,Upgrade
