,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1498,701,574,969,1198,1492,1568,2231,1735,1753,1540,Upgrade
1,Market Cap Growth,-27.63%,-27.63%,-52.13%,-35.04%,-23.58%,-33.14%,-9.63%,27.27%,12.64%,-6.60%,-13.00%,Upgrade
2,Enterprise Value,3635,3013,2377,2633,2367,2375,2523,2840,2617,2022,1478,Upgrade
3,Last Close Price,0.23,0.11,0.09,0.15,0.19,0.23,0.25,0.35,0.39,0.40,0.35,Upgrade
4,PE Ratio,-,-,-,-,-,3.78,8.22,-,-,-,-,Upgrade
5,PS Ratio,4.43,2.07,1.47,2.66,3.74,5.05,6.56,9.69,12.28,66.73,9.19,Upgrade
6,PB Ratio,0.26,0.10,0.08,0.13,0.15,0.17,0.17,0.24,0.21,0.22,0.20,Upgrade
7,P/FCF Ratio,3.10,3.10,3.48,8.21,-105.41,-,-,8.52,6.10,-7.67,-,Upgrade
8,P/OCF Ratio,3.10,3.10,3.48,8.21,-105.41,-,-,8.52,6.10,-7.67,-,Upgrade
9,EV/Sales Ratio,10.74,8.90,6.09,7.23,7.38,8.04,10.56,12.34,18.53,-,8.82,Upgrade
10,EV/FCF Ratio,13.33,13.33,14.42,22.30,-208.18,-,-,10.84,9.19,-8.85,-,Upgrade
11,Debt / Equity Ratio,0.24,0.24,0.21,0.15,0.14,0.12,0.10,0.08,0.09,0.10,0.10,Upgrade
12,Debt / FCF Ratio,7.48,7.48,9.54,9.71,-102.28,-,-,2.90,2.69,-3.56,-,Upgrade
13,Earnings Yield,-11.30%,-24.13%,-48.50%,-50.73%,-11.88%,26.46%,12.16%,-11.97%,-26.11%,-28.80%,-20.55%,Upgrade
14,FCF Yield,32.23%,32.23%,28.73%,12.19%,-0.95%,-10.97%,0.42%,11.74%,16.41%,-13.04%,24.83%,Upgrade
15,Buyback Yield / Dilution,-,-,-,0.17%,-26.19%,-80.31%,-42.64%,-,-,-,Upgrade,
16,Total Shareholder Return,-,-,-,0.17%,-26.19%,-80.31%,-42.64%,-,-,-,Upgrade,
