,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,36391,33336,32919,34308,34447,35141,36252,35558,30873,32696,34763,Upgrade
1,Market Cap Growth,-2.83%,-2.83%,-4.44%,-2.37%,-4.98%,-1.17%,17.42%,8.75%,-11.19%,-14.60%,-15.88%,Upgrade
2,Last Close Price,2.62,2.24,2.21,2.18,2.19,2.15,2.21,2.17,2.15,2.14,2.27,Upgrade
3,PE Ratio,2.34,2.14,2.14,2.31,2.36,2.57,2.78,3.06,2.98,3.05,3.29,Upgrade
4,PS Ratio,1.20,1.10,1.08,1.02,1.04,1.26,1.33,1.41,1.32,1.51,1.60,Upgrade
5,PB Ratio,0.26,0.20,0.20,0.24,0.25,0.25,0.26,0.26,0.25,0.32,0.35,Upgrade
6,P/FCF Ratio,-,-,-0.37,-,-,-,0.82,-,-0.47,-,-0.38,Upgrade
7,P/OCF Ratio,-,-,-0.38,-,-,-,0.80,-,-0.48,-,-0.38,Upgrade
8,Debt / Equity Ratio,2.76,2.76,2.96,3.01,3.26,3.27,2.97,3.00,3.09,3.35,3.48,Upgrade
9,Debt / FCF Ratio,-,-,-5.44,-,-,-,9.15,-,-5.88,-,-3.78,Upgrade
10,Earnings Yield,42.73%,48.23%,48.30%,44.90%,43.97%,41.69%,38.80%,35.57%,36.81%,34.05%,31.60%,Upgrade
11,FCF Yield,-166.85%,-182.15%,-267.37%,-451.85%,-207.11%,171.34%,122.54%,-141.62%,-213.76%,-194.03%,-265.57%,Upgrade
12,Buyback Yield / Dilution,-,-,-,-,-,-14.19%,-14.27%,-0.08%,-,-,Upgrade,
13,Total Shareholder Return,6.11%,-,-,-,-,-,-14.19%,-14.27%,-0.08%,-,-,Upgrade
