,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,733,681,1569,2353,2291,2126,3426,2900,810,560,-
1,Market Cap Growth,-71.05%,-71.05%,-31.53%,10.68%,-33.13%,-26.69%,322.99%,417.86%,-,-,-
2,Enterprise Value,1000,998,1926,2645,2523,2208,3453,2931,826,711,-
3,Last Close Price,0.35,0.33,0.76,1.14,1.11,1.03,1.66,1.45,0.41,0.28,-
4,PE Ratio,21.30,19.80,50.09,45.06,35.73,25.64,43.06,52.39,16.72,12.82,-
5,PS Ratio,1.04,0.97,2.48,3.90,3.61,3.65,6.64,6.24,1.88,1.45,-
6,PB Ratio,1.26,1.15,2.71,4.24,4.17,4.07,6.90,8.00,2.41,1.81,-
7,P/TBV Ratio,1.21,1.21,2.86,4.24,4.18,4.08,6.90,8.00,2.42,1.82,-
8,P/FCF Ratio,6.51,6.05,169.33,-,-,-,-,-1257.23,-,-165.65,-
9,P/OCF Ratio,4.64,4.64,13.59,41.52,48.00,469.00,-,66.93,17.03,12.01,-
10,EV/Sales Ratio,1.42,1.42,3.05,4.39,3.97,3.79,6.70,6.31,1.91,1.84,-
11,EV/EBITDA Ratio,9.73,11.13,20.81,29.97,27.71,17.61,30.59,32.32,9.94,9.21,-
12,EV/EBIT Ratio,14.56,14.74,31.24,43.03,36.17,21.53,35.86,40.29,12.36,10.81,-
13,EV/FCF Ratio,8.88,8.87,207.91,-,-,-,-,-1270.80,-,-210.32,-
14,Debt / Equity Ratio,0.55,0.55,0.68,0.76,0.66,0.56,0.37,0.41,0.51,0.53,1.16
15,Debt / FCF Ratio,2.89,2.89,42.58,-,-,-,-,-63.96,-,-48.26,-
16,Return on Capital Employed (ROCE),7.73%,7.73%,6.93%,7.02%,8.36%,13.69%,14.92%,14.88%,14.18%,14.93%,23.12%
17,Earnings Yield,4.69%,5.05%,2.00%,2.22%,2.80%,3.90%,2.32%,1.91%,5.98%,7.80%,-
18,FCF Yield,15.37%,16.53%,0.59%,-3.91%,-3.11%,-7.07%,-3.22%,-0.08%,1.03%,-0.60%,-
19,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,1.97%,-
20,Buyback Yield / Dilution,-,-,-,-0.56%,-3.20%,-2.61%,-2.82%,-33.35%,-29.67%,-,
21,Total Shareholder Return,-,-,-,-0.56%,-3.20%,-2.61%,-2.82%,-33.35%,-27.70%,-,
