,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,235.56,189.2,181.91,177.16,179.71,147.53,128.03,120.4,103.27,110.72
1,Revenue Growth (YoY),29.50%,6.80%,1.22%,20.09%,40.36%,22.53%,23.98%,8.74%,4.61%,6.05%
2,Cost of Revenue,189.64,157.51,144.66,145.75,134.48,108.2,97.32,92.1,78.55,80.44
3,Gross Profit,45.92,31.69,37.25,31.41,45.23,39.33,30.71,28.3,24.72,30.28
4,"Selling, General & Admin",16.83,19.7,12.86,18.36,18.17,9.57,9.61,10.48,8.08,11.01
5,Operating Expenses,16.83,19.87,12.86,19.19,18.27,8.73,9.86,10.23,8.15,10.48
6,Operating Income,29.09,11.82,24.39,12.23,26.96,30.6,20.85,18.07,16.57,19.8
7,Interest Expense,-5.77,-6.61,-5.64,-4.89,-3.91,-2.67,-1.75,-1.73,-2.4,-2.77
8,Interest & Investment Income,0.05,0.04,0.02,0.02,0.01,0.07,0.22,0.15,0.32,0.01
9,Earnings From Equity Investments,0.25,0.35,-0.33,-0,0.02,0.21,-0.15,0.13,-0.03,-0.1
10,Other Non Operating Income (Expenses),0.67,0.2,0.27,0.22,0.74,0.47,0.21,-0.04,-0.32,-2.89
11,EBT Excluding Unusual Items,24.3,5.81,18.7,7.58,23.82,28.68,19.38,16.58,14.14,14.05
12,Gain (Loss) on Sale of Assets,0.35,-,-,1.24,0.39,-0.76,1.17,0.01,0.23,0.17
13,Other Unusual Items,0.01,0.01,-,0.85,-,-,0.19,-,-,-
14,Pretax Income,24.67,5.82,18.7,9.67,24.21,27.93,20.74,16.59,14.38,14.22
15,Income Tax Expense,4.18,4.07,2.07,-4.41,2.4,3.13,3.02,4.7,1.16,3.28
16,Earnings From Continuing Operations,20.5,1.75,16.63,14.07,21.81,24.8,17.72,11.89,13.22,10.95
17,Minority Interest in Earnings,-1.27,-0.2,0.21,0.18,-0.05,-,-,-,-,-
18,Net Income,19.23,1.55,16.84,14.26,21.76,24.8,17.72,11.89,13.22,10.95
19,Net Income to Common,19.23,1.55,16.84,14.26,21.76,24.8,17.72,11.89,13.22,10.95
20,Net Income Growth,14.19%,-89.13%,-22.61%,-42.51%,22.81%,108.53%,34.06%,8.60%,54.94%,-24.87%
21,Shares Outstanding (Basic),2064,2064,2064,2064,2064,2053,2000,2000,1945,1500
22,Shares Outstanding (Diluted),2064,2064,2064,2064,2064,2053,2000,2000,1945,1500
23,Shares Change (YoY),-,-,-,0.56%,3.20%,2.61%,2.82%,33.35%,29.67%,-
24,EPS (Basic),0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
25,EPS (Diluted),0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
26,EPS Growth,14.18%,-89.14%,-22.61%,-42.83%,19.00%,103.23%,30.39%,-18.56%,19.48%,-
27,Free Cash Flow,23.7,44.33,-38.89,-15.92,-24.04,-60.32,1.37,-2.6,6.92,-8.79
28,Free Cash Flow Per Share,0.01,0.02,-0.02,-0.01,-0.01,-0.03,0.00,-0.00,0.00,-0.01
29,Dividend Per Share,-,-,-,-,-,-,-,-,0.003,-
30,Operating Margin,12.35%,6.25%,13.41%,6.90%,15.00%,20.74%,16.29%,15.01%,16.05%,17.89%
31,Profit Margin,8.16%,0.82%,9.26%,8.05%,12.11%,16.81%,13.84%,9.88%,12.80%,9.89%
32,Free Cash Flow Margin,10.06%,23.43%,-21.38%,-8.99%,-13.38%,-40.89%,1.07%,-2.16%,6.70%,-7.94%
33,EBITDA,37.06,17.12,37.23,15.34,35.8,34.59,25.73,22.79,20.28,22.42
34,D&A For EBITDA,7.97,5.3,12.84,3.12,8.84,3.99,4.88,4.72,3.71,2.62
35,EBIT,29.09,11.82,24.39,12.23,26.96,30.6,20.85,18.07,16.57,19.8
