,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,11412,17553,18437,21811,23218,26289,23358,18595,19913,19097
1,Short-Term Investments,4042,4424,5211,6100,10181,10544,13034,13565,-,6205
2,Trading Asset Securities,97.73,50,232.37,23.08,28.56,3.5,1010,1096,1943,1913
3,Cash & Short-Term Investments,15552,22027,23880,27934,33428,36836,37402,33256,21856,27216
4,Cash Growth,-34.87%,-21.15%,-28.56%,-24.17%,-10.62%,10.76%,71.13%,22.20%,-17.90%,21.54%
5,Accounts Receivable,2466,2224,2646,2411,2023,2376,2336,2210,2516,2176
6,Other Receivables,27507,27373,29876,27593,32194,29171,26030,35190,31537,24368
7,Receivables,29973,29598,32522,30004,34217,31547,28366,37400,34053,26544
8,Inventory,80734,97884,119484,139092,161386,160641,165934,160570,149521,151514
9,Prepaid Expenses,8359,8553,9323,9477,11044,10695,10718,9977,13025,12244
10,Restricted Cash,2028,2539,5330,4530,7259,7908,8676,8140,6083,7697
11,Other Current Assets,2033,2047,3000,3246,3484,2843,9534,5190,8917,5095
12,Total Current Assets,138678,162647,193538,214283,250818,250470,260629,254534,233456,230310
13,"Property, Plant & Equipment",1409,1364,1494,1569,1568,1627,1591,1627,1677,1729
14,Long-Term Investments,24540,24131,24931,25250,25340,28443,20709,19336,13239,10761
15,Goodwill,-,54.87,-,54.87,-,61.96,-,61.96,-,61.96
16,Other Intangible Assets,255.63,202.29,258.6,236.16,209.49,122.84,149.83,90.6,148.84,84.76
17,Long-Term Accounts Receivable,28.25,36.1,34.76,40.83,39.98,43.34,47.68,42.72,38.69,26.42
18,Long-Term Deferred Tax Assets,7376,6399,5797,5039,4135,4016,3986,3245,2757,2333
19,Other Long-Term Assets,6710,6744,5414,5466,4056,3735,2706,4817,4720,4408
20,Total Assets,178998,201579,231467,251939,286167,288520,289818,283754,256037,249714
21,Accounts Payable,23587,28992,28345,31486,31930,35090,34212,34913,28399,32478
22,Accrued Expenses,2639,3159,3752,4357,4656,4334,3800,4259,7069,6816
23,Short-Term Debt,870,739.89,1630,1297,448.24,238.76,-,588.53,-,-
24,Current Portion of Long-Term Debt,8214,11494,10746,12385,13006,15096,10588,11666,11508,9136
25,Current Portion of Leases,50.92,54.2,61.56,64.93,71.87,89.27,80.16,62.96,61.38,49.83
26,Current Income Taxes Payable,9125,9070,8417,8019,6281,6934,6836,6413,5465,5410
27,Current Unearned Revenue,29770,44392,69244,86140,107037,107453,109598,104038,93863,84892
28,Other Current Liabilities,29179,27374,27314,22517,31739,29536,33940,33944,28872,32530
29,Total Current Liabilities,103436,125276,149510,166264,195169,198771,199055,195885,175237,171312
30,Long-Term Debt,28021,25835,31392,34773,39686,40988,46533,46385,44605,45516
31,Long-Term Leases,46.07,43.93,59.54,90.21,112.57,140.09,144.46,176.11,129.47,199.66
32,Long-Term Deferred Tax Liabilities,347.35,306.1,418.42,497.64,763.42,810.23,1012,1088,1377,1548
33,Total Liabilities,131850,151460,181381,201625,235730,240710,246744,243535,221348,218576
34,Common Stock,1219,1219,1148,1147,1049,1044,1044,1041,1041,1041
35,Additional Paid-In Capital,3461,3932,3507,4480,3298,4982,4982,6613,6613,8425
36,Retained Earnings,21264,20883,20752,19970,19780,18243,16655,14501,12199,10175
37,Comprehensive Income & Other,-745.8,-725.09,-747.84,-732.78,520.82,-758.35,-31.33,-88.31,32.13,8.72
38,Total Common Equity,25199,25309,24659,24865,24647,23512,22650,22068,19886,19650
39,Minority Interest,21949,24809,25427,25449,25790,24298,20423,18152,14803,11489
40,Shareholders' Equity,47148,50119,50086,50314,50437,47810,43073,40219,34689,31138
41,Total Liabilities & Equity,178998,201579,231467,251939,286167,288520,289818,283754,256037,249714
42,Total Debt,37202,38167,43890,48610,53324,56553,57346,58879,56303,54901
43,Net Cash (Debt),-21650,-16140,-20010,-20676,-19896,-19717,-19944,-25623,-34447,-27686
44,Net Cash Per Share,-15.13,-11.41,-14.84,-15.38,-16.15,-15.96,-16.21,-20.82,-27.99,-23.17
45,Filing Date Shares Outstanding,1435,1435,1356,1355,1239,1234,1234,1231,1231,1231
46,Total Common Shares Outstanding,1435,1435,1356,1355,1239,1234,1234,1231,1231,1231
47,Working Capital,35243,37372,44028,48020,55650,51699,61574,58648,58219,58998
48,Book Value Per Share,17.56,17.63,18.19,18.34,19.89,19.05,18.35,17.93,16.16,15.97
49,Tangible Book Value,24943,25052,24401,24574,24438,23327,22500,21915,19737,19503
50,Tangible Book Value Per Share,17.38,17.45,18.00,18.13,19.72,18.90,18.23,17.81,16.04,15.85
51,Buildings,-,1011,-,1233,-,1172,-,1096,-,1057
52,Machinery,-,371.7,-,293.7,-,299.51,-,279.73,-,250.63
53,Construction In Progress,-,6.54,-,15.78,-,22.09,-,16.52,-,28.11
