,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,77790,36159,41021,49377,60316,50897,114707,77332,54847,44971,58037,Upgrade
1,Market Cap Growth,-26.77%,-26.77%,-31.99%,-2.99%,-47.42%,-34.18%,109.14%,71.96%,-5.50%,-7.50%,47.49%,Upgrade
2,Enterprise Value,126748,80710,89693,97877,105737,87000,145662,119604,99877,94308,111011,Upgrade
3,Last Close Price,5.11,2.38,2.70,3.25,3.97,3.20,7.20,4.85,3.44,2.82,3.64,Upgrade
4,PE Ratio,12.41,10.85,-,11.82,4.31,2.25,4.56,3.43,9.32,-,7.76,Upgrade
5,Forward PE,-,3.69,3.69,3.69,3.69,2.70,3.31,3.22,4.15,4.70,3.84,Upgrade
6,PS Ratio,0.82,0.39,0.43,0.49,0.55,0.47,1.23,1.00,0.83,0.65,0.77,Upgrade
7,PB Ratio,0.89,0.39,0.48,0.56,0.63,0.44,1.40,1.07,1.08,0.97,1.10,Upgrade
8,P/TBV Ratio,0.48,0.48,0.61,0.71,0.80,0.54,1.81,1.44,1.71,1.63,1.78,Upgrade
9,P/FCF Ratio,926.18,-,7.12,-,-,-,-,17.91,33.06,-,8.86,Upgrade
10,P/OCF Ratio,4.13,-,2.98,8.06,-18.78,-,12.84,6.29,6.48,5.35,4.51,Upgrade
11,PEG Ratio,0.05,0.05,0.05,0.05,0.05,0.05,0.10,0.07,0.74,0.11,-,Upgrade
12,EV/Sales Ratio,1.35,0.86,0.94,0.98,0.97,0.81,1.56,1.54,1.50,1.35,1.47,Upgrade
13,EV/EBITDA Ratio,7.79,8.06,14.68,25.08,6.73,3.29,6.48,7.89,15.01,18.98,15.10,Upgrade
14,EV/EBIT Ratio,10.49,14.38,52.91,160.13,8.48,3.99,8.41,11.68,48.25,-,42.04,Upgrade
15,EV/FCF Ratio,-19.22,-,15.56,-,-,-,-,27.70,60.20,-,16.95,Upgrade
16,Debt / Equity Ratio,0.64,0.64,0.72,0.69,0.77,0.49,0.64,0.84,1.20,1.35,1.23,Upgrade
17,Debt / FCF Ratio,1541.00,-,10.72,-,-,-,-,14.17,36.65,-,9.85,Upgrade
18,Return on Capital Employed (ROCE),4.32%,4.32%,1.22%,0.42%,7.98%,14.20%,13.61%,7.81%,1.83%,-,2.20%,Upgrade
19,Earnings Yield,8.02%,9.22%,5.37%,8.46%,23.18%,44.51%,21.92%,29.13%,10.73%,3.64%,12.88%,Upgrade
20,FCF Yield,-8.48%,0.11%,14.05%,-5.94%,-20.86%,-23.98%,-0.12%,5.58%,3.03%,3.76%,11.29%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,4.91%,-,-,-,-,-,Upgrade
22,Total Shareholder Return,-,-,-,-,4.91%,-,-,-,-,-,Upgrade,
