,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,5695,6268,5945,6821,7153,6545,5449,4551,4015,4975,Upgrade
1,Revenue Growth (YoY),-4.21%,-8.11%,-16.89%,4.22%,31.27%,43.81%,35.72%,-8.52%,-15.22%,-5.83%,Upgrade
2,Cost of Revenue,4385,5228,5217,6008,4762,4454,3819,3592,3520,4182,Upgrade
3,Gross Profit,1310,1040,728,813,2391,2091,1630,959,495,793,Upgrade
4,"Selling, General & Admin",653,717,641,835,631,716,504,547,475,652,Upgrade
5,Other Operating Expenses,111,109,58,-40,103,24,129,63,75,13,Upgrade
6,Operating Expenses,774,857,694,769,836,868,633,637,550,704,Upgrade
7,Operating Income,536,183,34,44,1555,1223,997,322,-55,89,Upgrade
8,Interest Expense,-169,-190,-218,-262,-164,-202,-170,-233,-229,-321,Upgrade
9,Interest & Investment Income,62,38,55,73,42,51,12,17,16,27,Upgrade
10,Earnings From Equity Investments,223,449,303,189,1366,636,1171,949,27,835,Upgrade
11,Currency Exchange Gain (Loss),139,-163,214,-3,-216,19,-48,31,87,-73,Upgrade
12,Other Non Operating Income (Expenses),41,-31,-40,167,-360,-101,-251,-229,1,-15,Upgrade
13,EBT Excluding Unusual Items,832,286,348,208,2223,1626,1711,857,-153,542,Upgrade
14,Impairment of Goodwill,-,-48,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Investments,-7,-82,-12,-146,164,-60,505,-,-,-,Upgrade
16,Asset Writedown,-96,-181,-67,-260,-23,-86,-55,63,-51,-203,Upgrade
17,Pretax Income,729,-25,269,-198,2364,1480,2161,920,-204,339,Upgrade
18,Income Tax Expense,164,113,-151,-311,684,273,143,37,-80,4,Upgrade
19,Net Income,565,-138,420,113,1680,1207,2018,883,-124,335,Upgrade
20,Net Income to Common,565,-138,420,113,1680,1207,2018,883,-124,335,Upgrade
21,Net Income Growth,34.52%,-,-75.00%,-90.64%,-16.75%,36.69%,-,163.58%,-,-55.09%,Upgrade
22,Shares Outstanding (Basic),15193,15193,15193,15193,15193,15193,15193,15193,15193,15193,Upgrade
23,Shares Outstanding (Diluted),15193,15193,15193,15193,15193,15193,15193,15193,15193,15193,Upgrade
24,EPS (Basic),0.04,-0.01,0.03,0.01,0.11,0.08,0.13,0.06,-0.01,0.02,Upgrade
25,EPS (Diluted),0.04,-0.01,0.03,0.01,0.11,0.08,0.13,0.06,-0.01,0.02,Upgrade
26,EPS Growth,34.52%,-,-75.00%,-90.64%,-16.75%,36.69%,-,163.59%,-,-55.09%,Upgrade
27,Free Cash Flow,-907,912,-174,-200,-1414,-141,123,433,-219,437,Upgrade
28,Free Cash Flow Per Share,-0.06,0.06,-0.01,-0.01,-0.09,-0.01,0.01,0.03,-0.01,0.03,Upgrade
29,Dividend Per Share,-,-,-,-,0.020,-,-,-,-,-,Upgrade
30,Operating Margin,9.41%,2.92%,0.57%,0.65%,21.74%,18.69%,18.30%,7.08%,-1.37%,1.79%,Upgrade
31,Profit Margin,9.92%,-2.20%,7.06%,1.66%,23.49%,18.44%,37.03%,19.40%,-3.09%,6.73%,Upgrade
32,Free Cash Flow Margin,-15.93%,14.55%,-2.93%,-2.93%,-19.77%,-2.15%,2.26%,9.51%,-5.45%,8.78%,Upgrade
33,EBITDA,785,497,285,213,1802,1570,1314,639,219,422,Upgrade
34,D&A For EBITDA,249,314,251,169,247,347,317,317,274,333,Upgrade
35,EBIT,536,183,34,44,1555,1223,997,322,-55,89,Upgrade
