,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,801.07,704.82,567.86,796.09,560.12,574.77,473.45,774.13,453.79,570.67,547.3,845.76,944.91,811.57,602.89,1147,715.08,610.71,437.79,752.34,Upgrade
1,Other Revenue,-11.76,11.76,-,-,-20.54,20.54,-,-,-14.07,14.07,-,35.81,-15.06,15.06,-,54.84,-13.37,13.37,-,69.99,Upgrade
2,Revenue,789.32,716.58,567.86,796.09,539.58,595.31,473.45,774.13,439.73,584.73,547.3,881.57,929.85,826.62,602.89,1201,701.71,624.08,437.79,822.33,Upgrade
3,Revenue Growth (YoY),46.28%,20.37%,19.94%,2.84%,22.71%,1.81%,-13.49%,-12.19%,-52.71%,-29.26%,-9.22%,-26.62%,32.51%,32.45%,37.71%,46.10%,-8.00%,1.35%,24.85%,25.22%,Upgrade
4,Cost of Revenue,603.73,524.4,402.64,599.06,393.19,444.21,330.49,471.11,332.6,408.8,364.57,597.75,638.67,524.2,413.36,882.36,453.36,419.99,287.61,615.26,Upgrade
5,Gross Profit,185.59,192.18,165.22,197.03,146.39,151.11,142.95,303.03,107.13,175.93,182.73,283.82,291.18,302.43,189.53,319.04,248.35,204.1,150.18,207.07,Upgrade
6,"Selling, General & Admin",100.4,84.03,71.56,84.81,89.06,76.26,65.62,70.5,65.81,85.03,71.87,129.78,96.17,74.23,77.62,100.64,78.7,66.82,64.78,105.73,Upgrade
7,Research & Development,35.63,28.6,31.51,36.14,27.41,32.25,32.62,19.85,63.25,48.61,35.21,64.55,56.08,51.33,31.13,53.38,43.56,35.15,25.33,34.89,Upgrade
8,Other Operating Expenses,-4.31,1.82,-1.86,26.65,-2,-6.65,-3.56,50.91,-9.29,-22.54,2.81,16.46,-6.3,-6.09,-0.67,10.12,-5.78,-1.65,-2.16,13.53,Upgrade
9,Operating Expenses,143.58,134.72,103.36,157.38,122.74,117.39,96.96,166.95,118.77,133.43,106.56,207.76,169.28,145.78,109.53,169.82,119.63,120.19,84.44,175.62,Upgrade
10,Operating Income,42.01,57.46,61.86,39.64,23.65,33.72,45.99,136.07,-11.64,42.51,76.17,76.06,121.9,156.65,79.99,149.23,128.72,83.91,65.74,31.45,Upgrade
11,Interest Expense,-12.65,-9.73,-8.38,-10.74,-9.37,-13.55,-8.88,-6.97,-6.81,-7.36,-3.07,-5.2,-5.69,-7.25,-2.82,-5.7,-2.6,-5.55,-6.16,-11.21,Upgrade
12,Interest & Investment Income,2.5,4.74,2.68,9.65,1.92,3.53,2.62,1.98,5.77,6.41,2.63,6.52,11.08,5.61,3.08,5.49,1.34,3.7,3.78,4.58,Upgrade
13,Currency Exchange Gain (Loss),-5.06,5.06,-,1.96,-2.96,2.96,-,0.81,-1.38,1.38,-,11.84,-3.65,3.65,-,-4.08,1.31,-1.31,-,-1.73,Upgrade
14,Other Non Operating Income (Expenses),-2.57,-2.33,1.01,-4.26,-1.74,0.28,-3,3.05,-0.17,-3.09,-1.19,-15.34,3.85,-4.49,3.36,11.18,-4.55,1.05,-2.85,-43.1,Upgrade
15,EBT Excluding Unusual Items,24.24,55.19,57.16,36.25,11.51,26.94,36.73,134.93,-14.24,39.84,74.55,73.89,127.5,154.17,83.62,156.12,124.22,81.8,60.5,-20.02,Upgrade
16,Impairment of Goodwill,-,-,-,-3.55,-,-,-,-28.79,-,-,-,-343.55,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,0.36,0.01,0.32,-0.13,-0.08,1.51,0.71,0.37,-0.69,-1.38,1.82,-0.34,-2.96,0.8,2.17,0.06,-0.02,0.07,-0.04,-0.35,Upgrade
18,Gain (Loss) on Sale of Assets,0.07,0.05,0.08,0.16,-0.28,-0.07,0,-1.8,-0,0.12,-,0.19,-,0.02,-0.04,-,-,0.01,-,-,Upgrade
