,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,559.62,271.92,557.9,200.33,638.01,352.77,632.13,244.42,733.56,387.66,698.81,283.56,689.38,389.01,765.95,431.17,678.05,454.36,494.15,1201,Upgrade
1,Other Revenue,-170.98,170.98,-,342.41,-176.21,176.21,-,328.16,-152.77,152.77,-,346,-171.54,171.54,-,291.77,-135.69,135.69,-,310.61,Upgrade
2,Revenue,388.63,442.9,557.9,542.74,461.81,528.98,632.13,572.58,580.79,540.43,698.81,629.56,517.85,560.55,765.95,722.93,542.36,590.05,494.15,1512,Upgrade
3,Revenue Growth (YoY),-15.84%,-16.27%,-11.74%,-5.21%,-20.49%,-2.12%,-9.54%,-9.05%,12.15%,-3.59%,-8.76%,-12.92%,-4.52%,-5.00%,55.00%,-52.19%,-54.52%,-58.99%,-73.29%,-3.75%,Upgrade
4,Cost of Revenue,219.29,241.29,271.67,206.55,263.74,297.52,323.8,249.98,347.67,344.69,374.27,265.53,287.14,295.85,398.95,344.81,298.42,327.79,262.9,1172,Upgrade
5,Gross Profit,169.35,201.61,286.23,336.2,198.06,231.46,308.33,322.6,233.11,195.75,324.54,364.04,230.71,264.7,366.99,378.12,243.94,262.26,231.25,339.67,Upgrade
6,"Selling, General & Admin",145.36,145.75,168.53,253.71,163.79,154.44,185.59,248.3,177.31,155.98,212.13,246.38,173.37,158.63,210.73,221.68,159.45,160.17,183.77,223.25,Upgrade
7,Other Operating Expenses,18.56,19.54,31.87,15.99,18.78,17.17,28.81,18.02,17.56,11.98,29.9,24.55,20.36,26.23,34.69,22.51,18.18,21.96,25.28,23.66,Upgrade
8,Operating Expenses,165.41,163.66,201.12,273.97,178.36,176.5,209.84,270.16,191.87,167.88,242.54,265.03,197.63,182.84,245.5,249.64,172.03,182.3,209.25,255.07,Upgrade
9,Operating Income,3.94,37.95,85.11,62.23,19.71,54.96,98.49,52.44,41.24,27.86,82.01,99.01,33.08,81.85,121.49,128.49,71.91,79.96,22,84.6,Upgrade
10,Interest Expense,-1.87,-2.33,-3.65,-2.1,-3.27,-8.66,-5.56,-6.6,-6.45,-6.87,-8.82,-8.7,-10.89,-5.57,-4.59,-0.28,-,-,-0.35,-0.1,Upgrade
11,Interest & Investment Income,2.62,3.3,3.16,4.61,1.52,28.84,5.71,1.41,2.32,2.12,1.94,12.9,2.78,8.1,6.39,9.4,6.53,6.09,9.07,8.56,Upgrade
12,Other Non Operating Income (Expenses),-0.95,-3.01,-3.72,0.48,-8.69,0.38,-6.03,-9.9,-10.55,1.81,-2.74,-8.46,-5.05,-4.27,-12.7,-30.21,-20.5,23.45,4.65,-12.85,Upgrade
13,EBT Excluding Unusual Items,3.74,35.91,80.9,65.22,9.27,75.53,92.61,37.35,26.57,24.91,72.39,94.75,19.92,80.12,110.6,107.39,57.94,109.5,35.38,80.2,Upgrade
