,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 4, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,9647,4502,7196,9178,14377,16492,12982,15348,10189,8262,13808
1,Market Cap Growth,-50.94%,-50.94%,-49.95%,-44.35%,10.74%,7.45%,27.41%,85.76%,-26.21%,-39.65%,-29.97%
2,Enterprise Value,31889,27301,29895,32226,36066,38934,34816,37255,27625,23567,27919
3,Last Close Price,7.75,3.62,5.79,7.39,11.58,13.30,10.48,12.40,8.25,6.69,11.15
4,PE Ratio,57.02,26.65,-,68.73,-,-,-,-,-,-,20.28
5,Forward PE,23.00,10.75,10.65,17.13,27.53,30.16,-,-,-,-,15.11
6,PS Ratio,0.51,0.24,0.38,0.52,0.92,1.09,1.14,2.40,1.22,0.59,0.71
7,PB Ratio,3.48,1.58,2.74,2.92,4.83,4.26,3.65,3.60,1.58,1.06,1.46
8,P/TBV Ratio,-,-,-,-,-,-,-,-,16.20,3.36,3.39
9,P/FCF Ratio,3.55,1.66,2.25,5.33,9.58,15.59,11.44,-15.16,-,-,7.62
10,P/OCF Ratio,1.11,1.11,1.50,2.99,5.30,7.57,6.22,-130.34,-,-,4.76
11,EV/Sales Ratio,1.68,1.44,1.58,1.83,2.32,2.58,3.06,5.83,3.29,1.68,1.44
12,EV/EBITDA Ratio,8.23,10.64,11.59,14.82,26.17,23.92,78.97,-,-,12.23,8.92
13,EV/EBIT Ratio,17.87,15.30,16.36,22.00,56.68,45.83,-89.73,-,-,22.52,12.28
14,EV/FCF Ratio,11.75,10.06,9.35,18.71,24.03,36.80,30.67,-36.81,-,-,15.40
15,Debt / Equity Ratio,9.14,9.14,9.94,8.32,8.83,6.60,7.83,6.60,4.26,3.13,1.89
16,Debt / FCF Ratio,9.57,9.57,8.15,15.19,17.50,24.14,24.52,-27.84,-,-,9.84
17,Return on Capital Employed (ROCE),7.11%,7.11%,7.37%,5.53%,2.41%,2.93%,-1.32%,-,-,3.43%,8.33%
18,Earnings Yield,1.75%,3.75%,4.70%,1.46%,-4.28%,-6.47%,-25.71%,-28.84%,-30.00%,-10.36%,4.93%
19,FCF Yield,28.14%,60.30%,44.45%,18.77%,10.44%,6.42%,8.74%,-6.59%,-34.26%,-7.27%,13.13%
20,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,0.81%
21,Buyback Yield / Dilution,0.02%,0.22%,-0.18%,-0.76%,-0.20%,-0.25%,-0.24%,-0.06%,0.24%,0.48%,-18.13%
22,Total Shareholder Return,0.02%,0.22%,-0.18%,-0.76%,-0.20%,-0.25%,-0.24%,-0.06%,0.24%,0.48%,-17.32%
