,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,65,52,54,69,104,60,62,102,93,68,283,264,264,264,264,252,109,101,168,179,162,Upgrade
1,Market Cap Growth,-13.41%,-13.41%,-14.22%,-32.36%,11.91%,-11.08%,-77.92%,-61.45%,-64.81%,-74.26%,7.41%,4.57%,141.32%,161.43%,56.86%,41.18%,-32.47%,-63.08%,-23.64%,-4.03%,-33.73%,Upgrade
2,Enterprise Value,66,56,57,49,84,108,111,34,25,-57,158,111,111,111,111,99,-43,91,73,84,68,Upgrade
3,Last Close Price,0.08,0.08,0.08,0.10,0.15,0.10,0.12,0.20,0.19,0.14,0.58,0.54,0.54,0.54,0.54,0.60,0.26,0.24,0.40,0.42,0.39,Upgrade
4,PE Ratio,3.28,3.25,1.89,3.92,215.51,-4.32,-,-,-,-,-,-,-,-,-7.46,-,-,-2.06,-,-,-,Upgrade
5,PS Ratio,1.16,1.15,0.72,0.55,0.69,0.37,0.48,1.45,2.93,8.19,11.74,5.67,4.69,2.46,1.43,1.20,0.41,0.33,0.48,0.41,0.39,Upgrade
6,PB Ratio,0.99,0.95,0.97,1.16,1.75,2.11,4.63,7.53,-,1.73,5.37,5.00,-,2.16,-,1.91,-,0.51,1.02,1.08,-,Upgrade
7,P/TBV Ratio,0.95,0.95,0.97,1.16,1.75,2.11,4.63,7.53,-,1.73,5.37,5.00,-,2.16,-,1.91,-,0.62,1.30,1.38,-,Upgrade
8,EV/Sales Ratio,1.44,1.23,0.77,0.39,0.56,0.67,0.85,0.49,0.79,-,6.57,2.39,1.98,1.04,0.60,0.48,-,0.29,0.21,0.19,0.16,Upgrade
9,EV/EBITDA Ratio,14.67,-,-,-2.50,-3.48,-,-,-,-,-,-,-3.60,-,-,-,-,-,-8.97,-,-,-,Upgrade
10,EV/EBIT Ratio,16.68,-,-,-2.30,-3.22,-,-,-,-,-,-,-3.05,-,-,-,-,-,-7.29,-,-,-,Upgrade
11,Debt / Equity Ratio,0.09,0.09,0.09,0.13,0.13,1.90,3.91,3.91,-,0.54,0.46,0.46,-,0.04,-,0.08,-,0.05,0.24,0.24,-,Upgrade
12,Debt / EBITDA Ratio,1.12,-,-,0.57,0.53,-,-,-,-,-,-,0.33,-,-,-,-,-,0.10,-,-,-,Upgrade
13,Asset Turnover,0.36,0.38,0.53,0.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,0.34,0.34,0.34,1.69,1.69,1.25,-,0.35,-,1.87,-,1.02,-,2.26,-,0.54,-,2.81,-,0.96,-,Upgrade
15,Current Ratio,2.00,2.00,2.00,2.57,2.57,1.25,-,1.08,-,1.87,-,3.05,-,2.26,-,2.25,-,2.81,-,1.83,-,Upgrade
16,Return on Equity (ROE),1.25%,1.20%,52.89%,71.39%,236.04%,-314.05%,-,-,-63.26%,-52.50%,-,-,-,-,-,-,53.95%,-9.28%,-130.56%,-,Upgrade,
17,Return on Assets (ROA),-2.87%,-3.06%,8.33%,6.99%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-5.28%,-4.98%,12.01%,10.77%,-58.35%,-39.32%,-,-,-26.98%,-22.31%,-,-,-,-,-,-,25.10%,-2.25%,-23.80%,-,Upgrade,
19,Return on Capital Employed (ROCE),7.15%,-,-,-35.98%,-44.07%,-,-,-,-,-,-,-54.55%,-,-,-,-,-,-6.33%,-,-,-,Upgrade
20,Earnings Yield,24.64%,30.73%,52.80%,25.52%,0.46%,-23.15%,-53.88%,-29.52%,-83.76%,-127.91%,-39.36%,-37.76%,-40.13%,-34.76%,-13.41%,-17.51%,-42.69%,-48.45%,-26.87%,-24.67%,-11.29%,Upgrade
21,FCF Yield,-,-,-68.69%,-22.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Buyback Yield / Dilution,-33.02%,-35.24%,-38.33%,-28.20%,-32.12%,-4.70%,-2.66%,-3.05%,-1.41%,-1.57%,-3.49%,-16.19%,-14.57%,-13.76%,-11.33%,-9.15%,-,4.55%,-5.00%,3.80%,-,Upgrade
23,Total Shareholder Return,-33.02%,-35.24%,-38.33%,-28.20%,-32.12%,-4.70%,-2.66%,-3.05%,-1.41%,-1.57%,-3.49%,-16.19%,-14.57%,-13.76%,-11.33%,-9.15%,-,4.55%,-5.00%,3.80%,-,Upgrade
