,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,434.17,638.16,840.8,442.34,299.49,720.28,436.9,526.92,630.69,448.29,522.89,312.55,416.38,458.55,366.59,305.47,255.3,262.12,845.72,798.21,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.86,-,54.76,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,20.7,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,434.17,638.16,840.8,442.34,299.49,720.28,436.9,526.92,630.69,448.29,522.89,312.55,416.38,458.55,366.8,326.17,255.3,301.98,845.72,852.97,Upgrade
4,Cash Growth,44.97%,-11.40%,92.45%,-16.05%,-52.51%,60.67%,-16.44%,68.59%,51.47%,-2.24%,42.56%,-4.18%,63.09%,51.85%,-56.63%,-61.76%,-72.12%,-74.65%,-26.31%,10.50%,Upgrade
5,Accounts Receivable,2261,2465,2463,2548,2295,2655,2527,2707,2896,2844,2397,2182,2301,2568,2524,2400,1673,1515,1052,2045,Upgrade
6,Other Receivables,51.9,38.62,43.14,37.14,19.57,3.48,4.24,7.25,8.68,12.95,18.43,2.89,3.49,2.56,4.11,2.06,10.05,26.79,720.32,1.72,Upgrade
7,Receivables,2313,2504,2506,2585,2315,2658,2532,2714,2905,2857,2415,2185,2304,2571,2528,2402,1683,1542,1772,2047,Upgrade
8,Inventory,1082,1113,1131,904.39,1066,1015,1710,1378,1196,1246,1191,963.5,847.19,832.61,861.52,633.18,842.16,777.84,901.46,600.99,Upgrade
9,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,16.93,-,-,-,8.81,-,2.41,Upgrade
10,Other Current Assets,411.36,225.04,209.96,156.26,483.63,244.79,309.62,206.26,362.11,175.52,188.28,154.38,248.74,134.1,116.6,124.69,220.11,107.33,138.1,113.6,Upgrade
11,Total Current Assets,4240,4481,4688,4088,4164,4638,4988,4826,5093,4727,4317,3615,3817,4013,3873,3486,3000,2738,3658,3617,Upgrade
12,"Property, Plant & Equipment",3312,3179,3212,3244,3143,3057,3056,3085,3080,2991,3035,3022,2979,2954,3054,3054,3132,3117,3180,3164,Upgrade
13,Long-Term Investments,120.05,123.85,127.76,132.29,137.79,145.79,148.88,149.94,154.6,158.41,107.72,92.99,38.97,48.2,53.28,54.82,69.89,45.7,51.7,52.93,Upgrade
14,Goodwill,72.27,72.27,72.27,72.27,72.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Intangible Assets,351.9,351.07,353.22,298.84,272.97,269.32,225.84,227.31,228.78,230.25,231.79,233.19,222.56,223.96,225.38,225.45,218.39,219.68,220.97,235.79,Upgrade
16,Long-Term Deferred Tax Assets,40.09,40.5,42.16,42.18,46.7,44.83,46.07,49.89,59.98,63.09,56.77,57.93,39.94,41.63,41.82,39.45,36.44,37.03,37.73,42.14,Upgrade
17,Long-Term Deferred Charges,4.7,5.03,12.99,6.01,6.48,7.67,8.74,9.81,5.02,5.79,16.55,7.33,7.95,8.25,9.03,0.2,2.54,2.03,0.48,0.59,Upgrade
18,Other Long-Term Assets,57.3,57.3,57.3,57.3,85.72,57.56,105.82,63.82,9.09,74.75,17.94,74.67,15.91,72.93,15.48,72.68,16.84,72.41,15.67,73.74,Upgrade
19,Total Assets,8198,8309,8566,7941,7929,8220,8580,8412,8631,8250,7783,7103,7121,7361,7272,6933,6477,6231,7164,7186,Upgrade
20,Accounts Payable,1750,1753,2131,1925,1738,2015,2113,2105,2308,1812,1597,1375,1257,1421,1612,1612,1358,1246,1362,1761,Upgrade
21,Accrued Expenses,5.49,50.07,6.39,62.71,6.37,60.22,5.11,55.59,5.49,168.32,7.23,68.21,7.34,75.86,7.78,80.35,10.54,45.16,11.1,76.86,Upgrade
22,Short-Term Debt,1018,1157,1160,943.11,1518,1716,2091,1881,1792,1830,1688,1236,1257,1359,1518,1486,1476,1698,2517,2136,Upgrade
23,Current Portion of Long-Term Debt,480.16,750,750.16,620.57,-,-,-,-,0.28,300.28,401.36,400.42,-,-,-,-,-,-,-,-,Upgrade
24,Current Portion of Leases,-,0.16,-,0.89,0.17,0.17,0.17,0.87,-,0.3,-,1,-,-,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,23.48,4.86,27.05,10.09,30.32,9.98,13.26,4.04,49.37,21.5,30.48,9.63,33.36,20.43,41.32,3.17,20.83,10,17.85,4.46,Upgrade
