,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3119,2947,2122,2909,3251,3448,3304,3448,3448,3215,3466,3646,3430,3682,3197,3717,3466,4041,4095,4310,5244,Upgrade
1,Market Cap Growth,-14.54%,-14.54%,-35.78%,-15.63%,-5.73%,7.26%,-4.66%,-5.42%,0.52%,-12.68%,8.43%,-1.93%,-1.04%,-8.89%,-21.93%,-13.75%,-33.90%,-22.15%,-24.75%,-35.48%,18.22%,Upgrade
2,Enterprise Value,2657,2220,1637,2403,2744,2898,2847,2737,2737,2537,2968,3521,3306,3940,3565,4270,4019,4504,4554,4857,5791,Upgrade
3,Last Close Price,1.81,1.71,1.19,1.62,1.81,1.92,1.84,1.92,1.92,1.79,1.93,2.03,1.91,2.05,1.78,2.07,1.93,2.25,2.28,2.40,2.92,Upgrade
4,PE Ratio,156.95,-,50.28,-,235.06,-,-,-,-,-,-,-,-,-,-17.45,-,-,-3.48,-3.54,-,-,Upgrade
5,Forward PE,-,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,Upgrade
6,PS Ratio,1.75,1.61,1.15,1.61,1.78,1.53,1.38,1.41,1.40,1.30,1.35,1.34,1.23,1.35,1.15,1.37,1.36,1.56,1.53,1.51,1.70,Upgrade
7,PB Ratio,1.08,0.99,0.70,0.95,1.05,1.13,1.09,1.13,1.12,-,1.06,1.10,1.03,0.95,0.80,0.94,0.87,0.96,0.98,1.02,1.25,Upgrade
8,P/TBV Ratio,1.02,1.02,0.72,0.98,1.08,1.39,1.34,1.40,1.40,-,1.35,1.41,1.31,1.20,1.02,1.19,1.11,1.24,1.27,1.31,1.60,Upgrade
