,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,23883,23883,1220,6207,20151,3229,967.5,-,18500,2292,2102,4612,8575,12516,6813,-,3628,6360,2116,1450,Upgrade
1,Short-Term Investments,1200,1200,1200,1200,1200,-,-,-,-,-,-,-,-,-,700,-,2600,2100,-,-,Upgrade
2,Cash & Short-Term Investments,25083,25083,2420,7407,21351,3229,967.5,-,18500,2292,2102,4612,8575,12516,7513,6228,6228,8460,2116,1450,Upgrade
3,Cash Growth,17.48%,676.82%,150.09%,-,15.41%,40.89%,-53.98%,-,115.74%,-81.69%,-72.02%,-25.94%,37.70%,47.95%,254.99%,329.48%,61.98%,616.64%,-,43.14%,Upgrade
4,Accounts Receivable,61728,61728,34622,51220,46871,34309,35835,-,30234,25168,29166,21064,28444,22598,12339,-,9030,5592,11143,2526,Upgrade
5,Other Receivables,15845,15845,15322,15384,14586,13437,7123,-,8398,7607,8200,11578,11653,11688,8023,-,5886,6379,6509,5961,Upgrade
6,Receivables,77574,77574,49944,66604,61457,47747,42959,-,38632,32775,37366,32642,40097,34286,20361,-,14917,11972,17651,8487,Upgrade
7,Inventory,51413,51413,39137,36360,28622,30508,29815,-,25857,34031,24888,25891,34152,21522,24062,-,18139,16271,13398,20658,Upgrade
8,Prepaid Expenses,161.15,161.15,43.93,1551,67.57,34.54,53.61,-,51.35,49.37,93.49,170.79,153.25,166.59,268.4,-,224.14,98.63,96.17,108.88,Upgrade
9,Other Current Assets,29487,29487,11205,12043,5276,3991,4493,-,5916,7766,6066,4257,3533,3579,23448,-,3922,3372,5348,5528,Upgrade
10,Total Current Assets,183718,183718,102749,123965,116774,85509,78287,-,88956,76913,70516,67573,86511,72070,75652,-,43429,40173,38610,36231,Upgrade
11,"Property, Plant & Equipment",5958,5958,4762,4927,5143,5359,5425,-,5863,6082,6239,6458,6590,6807,7023,-,7407,5060,5244,4352,Upgrade
12,Long-Term Investments,-,-,-,-,-,-,500,-,550,550,550,550,550,550,550,-,550,550,50,50,Upgrade
13,Other Long-Term Assets,3830,3830,3794,3836,3857,3930,3986,-,3981,3938,3921,3915,3984,518.86,601.1,-,784.17,238.54,220.7,258.32,Upgrade
14,Total Assets,193506,193506,111304,132728,125774,94799,88198,-,99350,87483,81226,78495,97636,79945,83827,-,52170,46021,44125,40892,Upgrade
15,Accounts Payable,59395,59395,34154,52579,54044,37610,32546,-,37950,25900,19834,17345,36141,19805,15189,-,12472,9936,13454,12299,Upgrade
16,Accrued Expenses,13147,13147,900.12,498.78,3944,2657,2723,-,9350,15408,14417,14445,15698,10606,8212,-,3629,3167,1846,277.79,Upgrade
