,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,264,271,250,283,264,269,326,432,358,432,446,Upgrade
1,Market Cap Growth,-4.24%,-4.24%,-5.45%,5.36%,-19.12%,-37.78%,-8.72%,0%,-19.89%,39.53%,93.75%,Upgrade
2,Enterprise Value,-188,-157,-131,-56,-18,30,101,195,159,388,454,Upgrade
3,Last Close Price,1.10,1.13,0.96,1.09,0.92,0.94,1.08,1.44,1.15,1.39,1.43,Upgrade
4,PE Ratio,4.04,4.15,3.32,3.09,2.80,4.03,7.06,8.51,9.24,8.33,7.99,Upgrade
5,PS Ratio,0.42,0.43,0.40,0.42,0.36,0.35,0.43,0.62,0.61,0.75,0.69,Upgrade
6,PB Ratio,0.36,0.37,0.35,0.42,0.39,0.41,0.50,0.69,0.59,0.80,0.83,Upgrade
7,P/TBV Ratio,0.37,0.37,0.35,0.42,0.39,0.41,0.50,0.69,0.59,0.80,0.83,Upgrade
8,P/FCF Ratio,2.58,2.65,2.06,2.17,1.98,4.23,23.77,15.00,5.04,4.79,4.61,Upgrade
9,P/OCF Ratio,2.23,2.23,1.89,2.05,1.87,3.80,16.66,11.65,4.36,4.18,4.09,Upgrade
10,EV/Sales Ratio,-,-,-,-,-,0.04,0.13,0.28,0.27,0.68,0.70,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,0.34,1.35,2.40,2.23,5.27,5.72,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,0.50,2.14,3.78,3.84,8.72,8.83,Upgrade
13,EV/FCF Ratio,-1.84,-,-,-,-,0.47,7.36,6.77,2.25,4.31,4.69,Upgrade
14,Debt / Equity Ratio,0.08,0.08,0.05,0.00,0.06,0.03,0.05,0.04,0.01,0.12,0.16,Upgrade
15,Debt / FCF Ratio,0.60,0.60,0.29,0.01,0.29,0.33,2.49,0.77,0.11,0.69,0.89,Upgrade
16,Return on Capital Employed (ROCE),7.00%,7.00%,8.10%,10.39%,10.05%,7.43%,5.83%,6.63%,5.43%,6.56%,9.01%,Upgrade
17,Earnings Yield,24.74%,24.09%,30.08%,32.41%,35.71%,24.82%,14.17%,11.75%,10.82%,12.01%,12.52%,Upgrade
18,FCF Yield,38.81%,37.78%,48.48%,46.13%,50.59%,23.62%,4.21%,6.67%,19.83%,20.88%,21.70%,Upgrade
19,Dividend Yield,9.09%,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,9.09%,-,-,-,-,-,-,-,-,-,-,Upgrade
