,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,323.39,309.09,388.23,472.99,423.45,342.58,336.36,325.55,276.21,337.19,298.46,191.31,177.45,161.17,145.92,221.3,162.31,138.05,74.72,181.15,Upgrade
1,Trading Asset Securities,-,-,-,-,3,3,3,3,13,3,3,3,15,15.05,46.16,32.48,100,100,140,140,Upgrade
2,Cash & Short-Term Investments,323.39,309.09,388.23,472.99,426.45,345.58,339.36,328.55,289.21,340.19,301.46,194.31,192.45,176.22,192.08,253.78,262.31,238.05,214.72,321.15,Upgrade
3,Cash Growth,-24.17%,-10.56%,14.40%,43.96%,47.45%,1.58%,12.57%,69.09%,50.28%,93.04%,56.95%,-23.44%,-26.63%,-25.97%,-10.54%,-20.98%,246.85%,-34.65%,49.53%,177.63%,Upgrade
4,Accounts Receivable,67.69,75.68,89.51,101.12,149.46,178.26,162.01,189.01,221.49,244.38,253.75,271.57,359.31,449.62,363.53,360.61,320.96,333.55,284.18,267.23,Upgrade
5,Other Receivables,2.96,3.48,4.31,4.43,11.95,13.08,8.44,7.37,11.28,31.71,56.39,14.43,19.34,9.39,16.9,15.24,16.37,9.46,4.99,46.03,Upgrade
6,Receivables,70.65,79.15,93.83,105.55,161.41,191.33,170.46,196.38,232.76,276.09,310.14,286,378.66,459,380.43,375.85,337.33,343.01,289.17,313.26,Upgrade
7,Inventory,86.68,92.32,99.51,96.35,111.2,101.78,95.39,105.21,108.51,118.62,120.3,141.94,133.84,131.73,141.14,127.12,119.63,105.67,108.96,106.05,Upgrade
8,Other Current Assets,16.26,20.22,24.33,15.44,17.78,15.49,34.43,21.27,28.41,20.35,27.2,27.33,31.19,61.52,32.64,24.71,26.01,30.99,40.93,26.35,Upgrade
