,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021"
0,Operating Revenue,251.06,253.26,242.74,221.08,209.36,200.47,220.59,172.58,216.52,221.43,223.67,214.32,214.32,210.54,210.54
1,Other Revenue,-16.82,16.82,-,31.77,-14.76,14.76,-,29.59,-15.04,15.04,-,6.6,6.6,7.77,7.77
2,Revenue,234.24,270.08,242.74,252.85,194.6,215.23,220.59,202.16,201.48,236.47,223.67,220.92,220.92,218.32,218.32
3,Revenue Growth (YoY),20.37%,25.49%,10.04%,25.07%,-3.41%,-8.98%,-1.38%,-8.49%,-8.80%,8.31%,2.45%,-,-,-,-
4,Cost of Revenue,179.04,201.35,180.74,187.25,142.67,162.54,166.65,154.25,157.43,160.12,197.97,174.82,174.82,157.69,157.69
5,Gross Profit,55.2,68.73,61.99,65.6,51.93,52.69,53.94,47.91,44.06,76.35,25.7,46.1,46.1,60.62,60.62
6,"Selling, General & Admin",21.79,21,19.04,19.45,17.9,12.62,12.34,11.53,10.1,23.88,-,15.32,15.32,13.12,13.12
7,Research & Development,10.86,8.54,7.64,8.77,7.36,6.88,6.54,7.1,5.98,14.6,-,7.05,7.05,6.99,6.99
8,Other Operating Expenses,-4.38,4.36,-3.79,8.29,0.47,1.33,-5.23,11.94,-3.73,-3.65,-,0.98,0.98,0.63,0.63
9,Operating Expenses,30.01,32.42,26.7,36.98,27.19,19.42,16.49,29.89,13.83,35.85,-,22.44,22.51,21.9,21.9
10,Operating Income,25.19,36.31,35.29,28.62,24.74,33.27,37.45,18.02,30.23,40.5,25.7,23.66,23.59,38.72,38.72
11,Interest Expense,-6.17,-6.73,-5.76,-2.13,-2.7,-2.3,-1.94,-1.97,-1.98,-4.49,-,-1.87,-1.87,-1.44,-1.44
12,Interest & Investment Income,15.12,4.08,5.23,5.19,4.49,1.03,0.34,0.22,0.49,0.24,-,0.21,0.21,0.17,0.17
13,Currency Exchange Gain (Loss),-0.57,0.57,-,1.83,-1.8,1.8,-,1.08,0.04,-0.04,-,-0.72,-0.72,-,-
14,Other Non Operating Income (Expenses),2.83,-2.39,0.05,-2.54,2.18,-0.78,-0.3,-0.94,0.94,-0.39,-0,-0.02,0.04,-0.24,-0.24
15,EBT Excluding Unusual Items,36.4,31.85,34.81,30.97,26.91,33.02,35.54,16.4,29.71,35.83,25.7,21.25,21.25,37.21,37.21
16,Gain (Loss) on Sale of Investments,1.44,5.82,3.26,1.64,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.08,-0.18,-0.37,-0.17,-0.11,0.01,-,0.01,0.03,-0.03,-,-0,-0,0.01,0.01
18,Asset Writedown,-2.54,1.06,-1.2,2.01,-2.04,1.15,-1.15,2.06,-2.06,-0,-,0.03,0.03,-0,-0
19,Other Unusual Items,-4.9,4.09,0.07,12.62,0.18,-0.18,-,10.76,0.32,-0.31,-0.01,0.77,0.77,-0.27,-0.27
20,Pretax Income,30.41,42.69,36.57,47.07,24.94,34,34.39,29.23,28,35.49,25.7,22.06,22.06,36.95,36.95
21,Income Tax Expense,2.24,5.98,5.4,1.81,3.18,4.54,4.21,3.73,4.94,-39.94,47.95,2.83,2.83,5.2,5.2
22,Earnings From Continuing Operations,28.17,36.71,31.17,45.26,21.76,29.46,30.18,25.49,23.06,75.42,-22.25,19.23,19.23,31.75,31.75
23,Minority Interest in Earnings,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,28.25,36.71,31.17,45.26,21.76,29.46,30.18,25.49,23.06,75.42,-22.25,19.23,19.23,31.75,31.75
25,Net Income to Common,28.25,36.71,31.17,45.26,21.76,29.46,30.18,25.49,23.06,75.42,-22.25,19.23,19.23,31.75,31.75
26,Net Income Growth,29.87%,24.62%,3.30%,77.54%,-5.68%,-60.95%,-,32.58%,19.95%,137.56%,-,-,-,-,-
27,Shares Outstanding (Basic),88,87,89,88,81,66,66,66,66,66,-,66,66,66,66
28,Shares Outstanding (Diluted),88,87,89,88,81,66,66,66,66,66,-,66,66,66,66
29,Shares Change (YoY),9.12%,30.92%,35.76%,33.35%,22.22%,0.47%,-,0.34%,0.35%,-0.34%,-,-,-,-,-
30,EPS (Basic),0.32,0.42,0.35,0.51,0.27,0.44,0.46,0.39,0.35,1.14,-,0.29,0.29,0.48,0.48
31,EPS (Diluted),0.32,0.42,0.35,0.51,0.27,0.44,0.46,0.38,0.35,1.14,-,0.29,0.29,0.48,0.48
32,EPS Growth,19.02%,-4.81%,-23.91%,34.27%,-22.82%,-61.13%,-,31.02%,19.54%,138.37%,-,-,-,-,-
33,Free Cash Flow,-194.7,-93.69,-92.25,-140.25,-36.27,44.11,21.03,-17.58,-28.33,60.18,-39.87,36.11,36.11,-31.84,-31.84
34,Free Cash Flow Per Share,-2.21,-1.08,-1.04,-1.60,-0.45,0.67,0.32,-0.27,-0.43,0.91,-,0.55,0.55,-0.48,-0.48
35,Dividend Per Share,-,0.250,-,0.200,-,0.300,-,-,-,-,-,-,-,-,-
36,Dividend Growth,-,-16.67%,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,23.57%,25.45%,25.54%,25.94%,26.69%,24.48%,24.45%,23.70%,21.87%,32.29%,11.49%,20.87%,20.87%,27.77%,27.77%
38,Operating Margin,10.75%,13.44%,14.54%,11.32%,12.71%,15.46%,16.98%,8.91%,15.00%,17.13%,11.49%,10.71%,10.68%,17.73%,17.73%
39,Profit Margin,12.06%,13.59%,12.84%,17.90%,11.18%,13.69%,13.68%,12.61%,11.45%,31.90%,-9.95%,8.70%,8.70%,14.54%,14.54%
40,Free Cash Flow Margin,-83.12%,-34.69%,-38.00%,-55.47%,-18.64%,20.50%,9.54%,-8.70%,-14.06%,25.45%,-17.82%,16.34%,16.34%,-14.58%,-14.58%
41,EBITDA,35.89,48.69,-,39.32,34.46,44.04,47.05,27.74,38.18,50.08,33.66,31.8,31.73,46.48,46.48
42,EBITDA Margin,15.32%,18.03%,-,15.55%,17.71%,20.46%,21.33%,13.72%,18.95%,21.18%,15.05%,14.39%,14.36%,21.29%,21.29%
43,D&A For EBITDA,10.7,12.38,-,10.7,9.72,10.77,9.6,9.72,7.95,9.58,7.95,8.14,8.14,7.77,7.77
44,EBIT,25.19,36.31,35.29,28.62,24.74,33.27,37.45,18.02,30.23,40.5,25.7,23.66,23.59,38.72,38.72
45,EBIT Margin,10.75%,13.44%,14.54%,11.32%,12.71%,15.46%,16.98%,8.91%,15.00%,17.13%,11.49%,10.71%,10.68%,17.73%,17.73%
46,Effective Tax Rate,7.38%,14.01%,14.75%,3.85%,12.76%,13.35%,12.26%,12.78%,17.64%,-,186.60%,12.82%,12.82%,14.07%,14.07%
47,Revenue as Reported,234.24,270.08,242.74,252.85,194.6,215.23,220.59,202.16,201.48,460.14,-,220.92,220.92,218.32,218.32
