,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,346.88,286.79,357.83,194.52,258.39,274.18,245.77,199.11,206.33,234.74
1,Revenue Growth (YoY),-3.06%,47.43%,38.49%,-29.05%,5.13%,37.70%,19.11%,-15.18%,-31.83%,-0.04%
2,Cost of Revenue,297.33,236.36,309,172,213.06,228,215.17,171.93,179.49,196.12
3,Gross Profit,49.55,50.43,48.83,22.52,45.33,46.18,30.6,27.19,26.85,38.62
4,"Selling, General & Admin",47.81,45.61,57.62,43.73,53.19,50.47,29.49,25.25,23.02,31.32
5,Research & Development,7.43,24.31,11.41,13.04,-,-5.37,5.37,-,-,-
6,Other Operating Expenses,-,-1.49,-,0.39,-,9.83,-,-0.6,-,-1.03
7,Operating Expenses,55.23,68.43,69.03,57.15,53.19,54.93,34.86,24.66,23.02,30.29
8,Operating Income,-5.68,-18,-20.2,-34.63,-7.86,-8.75,-4.26,2.53,3.83,8.33
9,Interest Expense,-4.75,-3.92,-3.15,-2.68,-3.11,-4.36,-0.26,-0.07,-0.07,-0.06
10,Interest & Investment Income,0.72,0.33,0.76,0.16,0.03,0.02,0.01,0.02,0.17,0.12
11,Currency Exchange Gain (Loss),3.43,-5.35,-1.37,2.74,-3.95,-4.02,-0.57,-1.51,-0.68,-0.29
12,Other Non Operating Income (Expenses),25.57,-4.35,15.78,4.4,-4.4,-0.64,0.64,-0.29,0.29,-0.51
13,EBT Excluding Unusual Items,19.3,-31.29,-8.18,-30.02,-19.29,-17.74,-4.44,0.68,3.55,7.59
14,Merger & Restructuring Charges,-,-0.58,-,-,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,-,16.06,-,-,-,-0.56,-,-,-,-
16,Gain (Loss) on Sale of Assets,-,-0.04,0,-,-0,0,-0,0.18,-,-
17,Other Unusual Items,-,-0.03,-,0.2,0.95,-,-,1.3,1.43,-2.78
18,Pretax Income,19.3,-15.87,-8.18,-29.82,-18.34,-18.3,-4.45,2.16,4.98,4.81
19,Income Tax Expense,2.24,1.94,0.5,0.03,2.09,2.38,1.15,0.1,0.53,0.81
20,Earnings From Continuing Operations,17.07,-17.81,-8.68,-29.85,-20.43,-20.68,-5.59,2.06,4.45,4
21,Minority Interest in Earnings,-2.38,0.98,3.45,3.04,1.51,3.5,0.17,-,-,-
22,Net Income,14.68,-16.83,-5.24,-26.81,-18.92,-17.18,-5.43,2.06,4.45,4
23,Net Income to Common,14.68,-16.83,-5.24,-26.81,-18.92,-17.18,-5.43,2.06,4.45,4
24,Net Income Growth,-,-,-,-,-,-,-,-48.55%,-76.26%,-75.01%
25,Shares Outstanding (Basic),520,500,500,500,500,500,500,500,500,500
26,Shares Outstanding (Diluted),520,500,500,500,500,500,500,500,500,500
27,Shares Change (YoY),3.93%,-,-,-,-,-,-,-,-,-
28,EPS (Basic),0.03,-0.03,-0.01,-0.05,-0.04,-0.03,-0.01,0.00,0.01,0.01
29,EPS (Diluted),0.03,-0.03,-0.01,-0.05,-0.04,-0.03,-0.01,0.00,0.01,0.01
30,EPS Growth,-,-,-,-,-,-,-,-48.55%,-76.26%,-75.01%
31,Free Cash Flow,-7.7,-36.94,3.34,-20.23,-20.29,-94.97,98.71,50.9,-63.81,29.1
32,Free Cash Flow Per Share,-0.01,-0.07,0.01,-0.04,-0.04,-0.19,0.20,0.10,-0.13,0.06
33,Operating Margin,-1.64%,-6.28%,-5.65%,-17.80%,-3.04%,-3.19%,-1.73%,1.27%,1.85%,3.55%
34,Profit Margin,4.23%,-5.87%,-1.46%,-13.78%,-7.32%,-6.26%,-2.21%,1.03%,2.16%,1.70%
35,Free Cash Flow Margin,-2.22%,-12.88%,0.93%,-10.40%,-7.85%,-34.64%,40.17%,25.56%,-30.92%,12.40%
36,EBITDA,0.17,-11.13,-16.51,-33.71,-7.28,-8.13,-3.77,3.03,4.31,8.82
37,D&A For EBITDA,5.85,6.88,3.69,0.92,0.58,0.62,0.5,0.5,0.48,0.49
38,EBIT,-5.68,-18,-20.2,-34.63,-7.86,-8.75,-4.26,2.53,3.83,8.33
