,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,80.5,80.5,68.22,68.22,71.74,-,48.6,-,20.11,-,21.02,-,10.49,-,72.94,-,42.25,-,2.13,-,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,23.25,-,-,-,3.41,-,3.41,-,Upgrade
2,Trading Asset Securities,20.81,20.81,13.38,13.38,11.93,-,11.93,-,1.73,-,1.99,-,4.52,-,1.59,-,-,-,7.85,-,Upgrade
3,Cash & Short-Term Investments,101.31,101.31,81.61,81.61,83.67,60.53,60.53,21.84,21.84,23.01,23.01,-,38.26,74.54,74.54,-,45.66,13.39,13.39,-,Upgrade
4,Cash Growth,21.09%,67.38%,34.82%,273.63%,283.08%,163.04%,163.04%,-,-42.91%,-69.13%,-69.13%,-,-16.21%,456.88%,456.88%,-,185.95%,-26.85%,-26.85%,-,Upgrade
5,Accounts Receivable,9.61,9.61,4.61,4.61,6.37,-,5.97,-,4.65,-,2.02,-,3.32,-,1.4,-,4.36,-,4.73,-,Upgrade
6,Other Receivables,26.74,26.74,24.7,24.7,24.13,-,21.49,-,14.32,-,17.33,-,42.06,-,26.67,-,11.83,-,0.44,-,Upgrade
7,Receivables,117.59,117.59,69.19,69.19,85.8,-,70.68,-,63.94,-,61.47,-,106.63,-,106.83,-,71.85,-,29.75,-,Upgrade
8,Inventory,-,-,-,-,-,-,-,-,2.33,-,3.06,-,-,-,-,-,0.73,-,0.94,-,Upgrade
