,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,104.3,96.17,113.06,160.72,129.66,193.11,137.39,179.84,127.88,169.78,Upgrade
1,Short-Term Investments,-,30.94,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,104.3,127.12,113.06,160.72,129.66,193.11,137.39,179.84,127.88,169.78,Upgrade
3,Cash Growth,-7.75%,-20.91%,-12.80%,-16.77%,-5.63%,7.38%,7.43%,5.93%,-10.78%,-50.96%,Upgrade
4,Accounts Receivable,94.99,51.45,57.02,67,54.22,107.89,74.67,107.4,121.78,176.92,Upgrade
5,Other Receivables,8.14,10.92,9.01,4.16,12.36,8.12,18.38,18.77,21.73,12.73,Upgrade
6,Receivables,103.13,62.37,66.03,71.16,66.57,116.01,93.05,126.16,143.51,189.66,Upgrade
7,Inventory,93.01,43.26,67.88,48.15,103.52,44.57,124.87,72.43,87.43,71.92,Upgrade
8,Other Current Assets,44.16,16.25,10.08,7.01,35.73,30.06,39,35.07,33.02,41.62,Upgrade
9,Total Current Assets,344.59,249,257.04,287.04,335.48,383.75,394.31,413.5,391.83,472.97,Upgrade
10,"Property, Plant & Equipment",2.53,9.32,24.07,30.22,41.43,49.6,57.12,63.13,72.46,82.09,Upgrade
11,Goodwill,-,-,-,-,-,-,4.49,11.39,30.29,134.04,Upgrade
12,Other Intangible Assets,-,-,0.02,0.02,0.24,0.72,3.3,5.33,7.31,9.35,Upgrade
13,Long-Term Deferred Tax Assets,2.78,2.65,2.59,2.58,3.22,3.21,3.82,3.8,1.92,1.88,Upgrade
14,Total Assets,349.91,260.96,283.72,319.86,380.36,437.27,463.03,497.15,503.81,700.33,Upgrade
15,Accounts Payable,143.86,69.5,47.25,66.53,144.77,85.51,137.18,178.54,103.37,216.48,Upgrade
16,Accrued Expenses,8.55,14.81,12.73,11.96,10.41,12.86,6.44,14.74,15.35,19.51,Upgrade
17,Short-Term Debt,58.09,30.59,58.17,43.3,-,83.56,-,-,-,-,Upgrade
18,Current Portion of Long-Term Debt,35.63,65.92,82.65,108.31,105.88,109.44,153.7,126.59,179.92,91.55,Upgrade
19,Current Portion of Leases,-,0.22,0.65,2.31,4.19,4.48,4.43,3.8,6.67,9.35,Upgrade
20,Current Income Taxes Payable,4.8,4.07,3.42,3.87,1.42,1.15,5.01,2.78,9.92,23.41,Upgrade
21,Current Unearned Revenue,0.4,1.01,0.26,0.52,0.14,5.43,0.64,2.5,0.25,2.93,Upgrade
22,Other Current Liabilities,22.49,4.07,5.75,5.31,12.76,8.26,23.12,8.45,13.11,10.3,Upgrade
23,Total Current Liabilities,273.81,190.2,210.9,242.1,279.57,310.68,330.52,337.41,328.59,373.52,Upgrade
24,Long-Term Leases,-,-,-,0.33,0.74,2.64,4.86,5.52,7.38,9.32,Upgrade
25,Long-Term Deferred Tax Liabilities,1.47,1.22,1.97,2,2.6,3.25,2.8,3.9,4.87,4.87,Upgrade
26,Total Liabilities,275.28,191.43,212.87,244.43,282.91,316.56,338.18,346.82,340.84,387.7,Upgrade
27,Common Stock,60,60,60,60,60,60,60,60,60,60,Upgrade
28,Additional Paid-In Capital,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,53.44,Upgrade
29,Retained Earnings,-40,-45.27,-44.29,-40.32,-26.75,-5.86,-0.97,25.41,45.91,192.26,Upgrade
30,Comprehensive Income & Other,1.18,1.36,1.71,2.31,10.75,13.13,12.39,11.48,3.62,6.93,Upgrade
31,Total Common Equity,74.62,69.54,70.86,75.43,97.44,120.71,124.85,150.33,162.97,312.63,Upgrade
32,Shareholders' Equity,74.62,69.54,70.86,75.43,97.44,120.71,124.85,150.33,162.97,312.63,Upgrade
33,Total Liabilities & Equity,349.91,260.96,283.72,319.86,380.36,437.27,463.03,497.15,503.81,700.33,Upgrade
34,Total Debt,93.72,96.73,141.48,154.25,110.81,200.11,162.99,135.91,193.97,110.21,Upgrade
35,Net Cash (Debt),10.58,30.38,-28.42,6.47,18.85,-7.01,-25.6,43.93,-66.09,59.56,Upgrade
36,Net Cash Growth,-,369.47%,-,-,-,-,-,-26.25%,-,-76.90%,Upgrade
37,Net Cash Per Share,0.02,0.05,-0.05,0.01,0.03,-0.01,-0.04,0.07,-0.11,0.10,Upgrade
38,Filing Date Shares Outstanding,600,600,600,600,600,600,600,600,600,600,Upgrade
39,Total Common Shares Outstanding,600,600,600,600,600,600,600,600,600,600,Upgrade
40,Working Capital,70.78,58.79,46.15,44.94,55.91,73.07,63.79,76.09,63.24,99.45,Upgrade
41,Book Value Per Share,0.12,0.12,0.12,0.13,0.16,0.20,0.21,0.25,0.27,0.52,Upgrade
42,Tangible Book Value,74.62,69.54,70.83,75.42,97.21,119.99,117.06,133.61,125.37,169.24,Upgrade
43,Tangible Book Value Per Share,0.12,0.12,0.12,0.13,0.16,0.20,0.20,0.22,0.21,0.28,Upgrade
44,Buildings,-,1.29,-,1.3,-,1.38,-,1.35,-,1.27,Upgrade
45,Machinery,-,80.95,-,80.64,-,95.64,-,102.15,-,98.77,Upgrade
46,Leasehold Improvements,-,2.46,-,2.46,-,18.56,-,16.94,-,16.43,Upgrade
