,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,114,50,36,120,88,101,125,120,102,128,148,Upgrade
1,Market Cap Growth,-58.00%,-58.00%,-58.90%,18.34%,-30.14%,-15.50%,22.94%,-6.10%,-31.17%,-29.00%,-20.32%,Upgrade
2,Enterprise Value,103,20,64,114,69,25,151,76,168,68,208,Upgrade
3,Last Close Price,0.19,0.08,0.06,0.20,0.15,0.17,0.21,0.20,0.17,0.21,0.22,Upgrade
4,PE Ratio,26.55,11.74,-,-,-,-,-,-,-,-,5.56,Upgrade
5,PS Ratio,0.20,0.09,0.08,0.22,0.16,0.16,0.17,0.16,0.15,0.13,0.13,Upgrade
6,PB Ratio,1.53,0.68,0.52,1.69,1.16,1.04,1.04,0.96,0.68,0.78,0.47,Upgrade
7,P/TBV Ratio,0.68,0.68,0.52,1.69,1.16,1.04,1.05,1.03,0.76,1.02,0.88,Upgrade
8,P/FCF Ratio,3.03,-,1.67,-,6.01,-,9.22,-,-61.37,-,2.11,Upgrade
9,P/OCF Ratio,1.30,-,1.60,-,5.47,-,8.03,-,79.50,-,1.93,Upgrade
10,EV/Sales Ratio,0.18,0.04,0.14,0.21,0.12,0.04,0.20,0.10,0.25,0.07,0.19,Upgrade
11,EV/EBITDA Ratio,6.66,1.49,8.24,7.75,-122.99,-,-28.42,-,-16.06,-,3.56,Upgrade
12,EV/EBIT Ratio,13.18,2.55,-,-,-5.29,-,-,-,-,-,4.72,Upgrade
13,EV/FCF Ratio,2.75,-,2.99,-,4.72,-,11.10,-,-101.14,-,2.97,Upgrade
14,Debt / Equity Ratio,1.26,1.26,1.39,2.00,2.04,1.14,1.66,1.31,0.90,1.19,0.35,Upgrade
15,Debt / FCF Ratio,2.49,-,4.49,-,10.58,-,14.72,-,-81.77,-,1.57,Upgrade
16,Return on Capital Employed (ROCE),10.31%,10.31%,-,-,-16.71%,-,-,-,-,-,13.46%,Upgrade
17,Earnings Yield,3.77%,8.52%,-13.75%,-14.62%,-39.34%,-25.42%,-24.94%,-39.07%,-145.93%,-83.25%,17.98%,Upgrade
18,FCF Yield,33.04%,74.74%,59.84%,30.12%,16.64%,24.32%,10.84%,32.90%,-1.63%,17.64%,47.28%,Upgrade
