,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Rental Revenue,1944,2050,2112,2180,3113,2946,2617,3223,3669,3440,3375,3821,4052,3961,3341,4259,3631,3340,2556,4351,Upgrade
1,Other Revenue,-63.09,63.09,-,659.98,-97.72,97.72,-,431.35,-141.4,141.4,-,337.42,-200.39,200.39,-,450.06,-128.28,128.28,-,294.58,Upgrade
2,Total Revenue,1880,2113,2112,2840,3015,3043,2617,3654,3527,3582,3375,4159,3852,4161,3341,4709,3503,3468,2556,4645,Upgrade
3,Revenue Growth (YoY,-37.64%,-30.56%,-19.30%,-22.30%,-14.51%,-15.03%,-22.47%,-12.12%,-8.42%,-13.93%,1.01%,-11.70%,9.96%,19.99%,30.70%,1.37%,-13.87%,-17.86%,-27.69%,9.35%,Upgrade
4,Property Expenses,743.89,899.66,833.76,1434,1365,1237,1059,1741,1555,1319,1301,1756,1459,1479,1252,2227,1258,1049,946.01,1888,Upgrade
5,"Selling, General & Administrative",558.94,509.37,446.29,618.09,899.35,733.09,554.13,960.64,814.98,591.11,645.29,1361,1030,974.25,763.44,1208,816.51,885.52,501.03,1387,Upgrade
6,Other Operating Expenses,-155.18,355.84,89.6,323.63,40.47,135.87,78.33,186.4,70.53,75.99,82.27,269.15,47.31,119.94,54.33,80.22,50.97,36.85,37.96,195.57,Upgrade
7,Total Operating Expenses,1662,1848,1436,2927,2473,2228,1731,3003,2518,2077,2064,3580,2583,2687,2077,3788,2138,1944,1519,3443,Upgrade
8,Operating Income,218.41,265.69,675.35,-87.31,542.26,815.16,885.8,651.6,1009,1505,1311,578.08,1268,1475,1264,920.87,1364,1524,1038,1203,Upgrade
9,Interest Expense,-598.6,-624.05,-676.4,-743.73,-652.9,-688.46,-569.54,-604.16,-647.58,-623.1,-628.47,-644.22,-695.74,-718.41,-636.17,-540.44,-678.12,-689.18,-640.98,-696.45,Upgrade
10,Interest & Investment Income,28.46,22.86,45.02,15.55,70.52,94.87,50.3,-24.4,130.75,53.52,117.52,99.15,66.01,448.64,152.45,68.76,126.14,185.02,36.99,381.33,Upgrade
11,Currency Exchange Gain (Loss),15.18,-15.18,-,-30.89,65.22,-65.22,-,-13.37,24.57,-24.57,-,47.31,-44.26,44.26,-,-66.96,75.87,-75.87,-,-15.63,Upgrade
