,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,7544,6697,6754,7199,7740,7565,7079,7917,7980,-,7351,9844,7186,7590,7024,7662,7547,6572,6094,8526,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.01,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,100.16,16.13,141.47,-,247.92,36.03,334.47,276.69,419.71,190.57,806.76,620.11,1210,724.42,Upgrade
3,Cash & Short-Term Investments,7544,6697,6754,7199,7740,7565,7179,7933,8122,-,7599,9880,7521,7866,7444,7852,8354,7192,7304,9260,Upgrade
4,Cash Growth,-2.54%,-11.47%,-5.92%,-9.26%,-4.69%,-,-5.52%,-19.71%,7.99%,-,2.09%,25.83%,-9.98%,9.38%,1.91%,-15.20%,19.11%,-24.42%,-15.75%,8.96%,Upgrade
5,Accounts Receivable,7142,6280,6396,6305,5693,6230,6182,5920,4928,-,4606,4063,4265,3729,4167,3173,3682,4263,4348,3243,Upgrade
6,Other Receivables,12.27,73.33,180.45,378.29,369.39,499.82,503.8,434,830.39,-,1400,1319,1002,1425,1172,1159,923.02,1163,1180,1262,Upgrade
7,Receivables,7154,6354,6576,6683,6062,6729,6686,6354,5758,-,6006,5382,5267,5154,5339,4332,4605,5426,5527,4505,Upgrade
8,Inventory,2758,3415,4042,3676,4189,4028,4366,4230,3800,-,3258,2877,2707,2255,2252,2226,2563,2316,1779,2069,Upgrade
9,Prepaid Expenses,-,-,-,0.68,-,-,-,1.1,-,-,-,-,-,-,-,0.89,-,-,-,0.94,Upgrade
