,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2437,4352,5005,4787,5309,5788,6658,6615,7442,6745,7268,Upgrade
1,Market Cap Growth,-9.09%,-9.09%,-5.74%,-17.29%,-20.26%,-12.50%,-10.53%,-1.94%,2.40%,-11.93%,2.45%,Upgrade
2,Enterprise Value,2291,1731,5629,1861,3387,897,652,2981,7162,3940,3045,Upgrade
3,Last Close Price,0.56,1.00,1.15,1.10,1.22,1.33,1.53,1.52,1.71,1.55,1.67,Upgrade
4,PE Ratio,75.69,135.14,110.97,-122.63,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,21.70,Upgrade
6,PS Ratio,1.42,2.54,2.89,2.96,3.20,3.09,3.27,3.20,3.99,3.08,2.58,Upgrade
7,PB Ratio,0.64,1.08,1.15,1.14,1.27,1.33,1.44,1.46,1.57,1.52,1.56,Upgrade
8,P/TBV Ratio,1.65,1.65,1.72,1.72,1.85,1.94,2.11,1.76,2.31,2.27,2.32,Upgrade
9,P/FCF Ratio,1.19,-,-23.16,-,-2.59,-,-,1.03,6.62,-,-,Upgrade
10,P/OCF Ratio,2.09,-,-27.46,-,-2.71,-,-,0.99,5.68,-,-,Upgrade
11,PEG Ratio,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,Upgrade
12,EV/Sales Ratio,1.34,1.01,3.26,1.15,2.04,0.48,0.32,1.44,3.84,1.80,1.08,Upgrade
13,EV/EBITDA Ratio,8.36,7.71,27.37,19.56,-,71.91,-,49.62,-,74.54,11.11,Upgrade
14,EV/EBIT Ratio,13.31,11.20,39.13,47.25,-,-,-,-94.74,-,-,-,Upgrade
15,EV/FCF Ratio,1.12,-,-26.05,-,-1.65,-,-,0.46,6.37,-,-,Upgrade
16,Debt / Equity Ratio,0.24,0.24,0.23,0.28,0.30,0.33,0.31,0.23,0.35,0.42,0.40,Upgrade
17,Debt / FCF Ratio,0.48,-,-4.65,-,-0.61,-,-,0.17,1.48,-,-,Upgrade
18,Return on Capital Employed (ROCE),0.94%,0.94%,0.95%,0.26%,-,-,-,-0.16%,-,-,-,Upgrade
19,Earnings Yield,1.32%,0.74%,0.90%,-0.82%,-2.09%,-2.17%,-1.52%,-1.45%,-2.27%,-2.15%,0.61%,Upgrade
20,FCF Yield,84.04%,47.06%,-4.32%,-43.86%,-38.63%,-69.36%,26.91%,97.44%,15.10%,-57.61%,-33.49%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
