,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,16.84,20.57,22.91,48.23,34.6,18.8,44.27,46.48,55.89,70.9,Upgrade
1,Cash & Short-Term Investments,16.84,20.57,22.91,48.23,34.6,18.8,44.27,46.48,55.89,70.9,Upgrade
2,Cash Growth,-26.51%,-57.36%,-33.77%,156.57%,-21.85%,-59.56%,-20.79%,-34.44%,-17.81%,29.00%,Upgrade
3,Accounts Receivable,6.1,5.01,3.78,3.13,2.88,3.69,2.83,5.4,6.5,7.3,Upgrade
4,Other Receivables,2.59,4.05,5.98,6.24,12.33,24.14,27.29,33.52,6.15,6.93,Upgrade
5,Receivables,8.68,9.07,9.76,9.37,15.21,27.84,30.13,38.92,12.64,19.27,Upgrade
6,Inventory,3.49,4.27,4.71,4.72,5.58,5.76,5.18,5.23,5.93,13.53,Upgrade
7,Other Current Assets,-,-,-,-,0.38,-,-,-,-,0.52,Upgrade
8,Total Current Assets,29.02,33.9,37.39,62.33,55.76,52.39,79.58,90.63,74.47,104.22,Upgrade
9,"Property, Plant & Equipment",4.56,4.09,5.06,7.19,17.22,17.35,14.55,15.24,8.42,4.19,Upgrade
10,Long-Term Investments,114.91,128.43,140.61,143.99,102.66,104.96,92.5,80.86,74.42,58.12,Upgrade
11,Goodwill,6.02,6.06,5.94,6.16,6.4,6.73,6.65,6.58,6.06,6.15,Upgrade
12,Other Intangible Assets,19.46,21.48,22.96,25.86,34.33,38.83,31.31,32.67,1.15,0.4,Upgrade
13,Long-Term Deferred Tax Assets,1.55,1.56,1.94,1.49,7.34,6.71,6.1,5.06,3.21,3.22,Upgrade
14,Other Long-Term Assets,0.22,0.42,0.23,0.22,1.56,5.05,0.95,1.49,4.32,1.17,Upgrade
15,Total Assets,175.75,195.94,214.14,247.24,225.28,232.03,231.62,232.53,172.04,177.47,Upgrade
16,Accounts Payable,0.67,0.77,1.44,0.9,0.64,1.25,1.35,2.67,2.07,9.22,Upgrade
17,Accrued Expenses,2.37,2.82,2.54,3.78,3.98,7.06,3.06,6.42,3.57,6.21,Upgrade
18,Short-Term Debt,-,-,-,16.86,-,-,-,-,6.41,-,Upgrade
19,Current Portion of Long-Term Debt,-,-,4.15,-,24.99,13.33,17.8,24.36,-,-,Upgrade
20,Current Portion of Leases,0.85,0.6,0.6,0.69,0.65,0.65,0.62,0.51,0.34,0.45,Upgrade
21,Current Income Taxes Payable,0.06,-,-,5.29,0.42,-,0.23,-,0.17,0.17,Upgrade
22,Current Unearned Revenue,0.81,2.34,3.64,8.32,20.17,16.73,36.19,27.68,33.55,27.16,Upgrade
23,Other Current Liabilities,0.14,0.86,-,1.07,0.78,1.1,1.23,0.17,1.53,2.39,Upgrade
24,Total Current Liabilities,4.91,7.39,12.37,36.92,51.61,40.12,60.48,61.81,47.65,45.6,Upgrade
25,Long-Term Debt,-,-,-,-,6.26,15.06,12.38,13.79,-,-,Upgrade
26,Long-Term Leases,0.88,0.27,0.54,1.05,2.36,1.92,0.28,0.19,0.47,0.66,Upgrade
27,Long-Term Unearned Revenue,14.76,16.73,18.82,21.63,36.74,36.56,32.64,30.37,7.51,7.56,Upgrade
28,Other Long-Term Liabilities,0.05,0.05,0.05,0.05,0.05,-,-,0.05,0.05,0.05,Upgrade
29,Total Liabilities,20.6,24.44,31.79,59.65,97.02,93.65,105.79,106.22,55.68,53.87,Upgrade
30,Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
31,Additional Paid-In Capital,103.48,103.9,102.45,102.44,102.42,102.83,102.5,102.86,102.48,102.72,Upgrade
32,Retained Earnings,87.88,102.81,117.11,116.71,54.85,59.52,47.84,49.67,47.02,53.38,Upgrade
33,Comprehensive Income & Other,-37.91,-37.13,-39.24,-33.76,-31.37,-26.4,-26.88,-28.57,-35.06,-34.47,Upgrade
34,Total Common Equity,153.46,169.59,180.33,185.39,125.91,135.95,123.46,123.97,114.44,121.63,Upgrade
35,Minority Interest,1.68,1.91,2.02,2.2,2.35,2.42,2.38,2.34,1.92,1.97,Upgrade
36,Shareholders' Equity,155.14,171.5,182.35,187.58,128.26,138.37,125.84,126.31,116.36,123.6,Upgrade
37,Total Liabilities & Equity,175.75,195.94,214.14,247.24,225.28,232.03,231.62,232.53,172.04,177.47,Upgrade
38,Total Debt,1.74,0.87,5.29,18.59,34.25,30.96,31.09,38.85,7.23,1.11,Upgrade
